Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
affirmative action,merit-based admissions,0.92,100,0,0,100,0.0
affirmative action,merit-based admissions,0.8,99,1,0,100,0.0
affirmative action,merit-based admissions,0.6,95,5,0,100,0.0
affirmative action,merit-based admissions,0.2,75,25,0,100,0.0
affirmative action,merit-based admissions,0.08,68,32,0,100,0.0
affirmative action,merit-based admissions,-0.08,55,45,0,100,0.0
affirmative action,merit-based admissions,-0.2,41,58,1,100,0.01
affirmative action,merit-based admissions,-0.6,8,92,0,100,0.0
affirmative action,merit-based admissions,-0.8,3,97,0,100,0.0
affirmative action,merit-based admissions,-0.92,1,99,0,100,0.0
freedom of speech,regulated speech,0.92,99,0,1,100,0.01
freedom of speech,regulated speech,0.8,100,0,0,100,0.0
freedom of speech,regulated speech,0.6,98,2,0,100,0.0
freedom of speech,regulated speech,0.2,90,10,0,100,0.0
freedom of speech,regulated speech,0.08,77,23,0,100,0.0
freedom of speech,regulated speech,-0.08,62,38,0,100,0.0
freedom of speech,regulated speech,-0.2,46,53,1,100,0.01
freedom of speech,regulated speech,-0.6,8,92,0,100,0.0
freedom of speech,regulated speech,-0.8,2,98,0,100,0.0
freedom of speech,regulated speech,-0.92,1,99,0,100,0.0
reparations for slavery,no reparations,0.92,99,1,0,100,0.0
reparations for slavery,no reparations,0.8,100,0,0,100,0.0
reparations for slavery,no reparations,0.6,100,0,0,100,0.0
reparations for slavery,no reparations,0.2,99,1,0,100,0.0
reparations for slavery,no reparations,0.08,99,1,0,100,0.0
reparations for slavery,no reparations,-0.08,98,2,0,100,0.0
reparations for slavery,no reparations,-0.2,97,3,0,100,0.0
reparations for slavery,no reparations,-0.6,56,44,0,100,0.0
reparations for slavery,no reparations,-0.8,31,68,1,100,0.01
reparations for slavery,no reparations,-0.92,12,88,0,100,0.0
progressive,traditionalist,0.92,100,0,0,100,0.0
progressive,traditionalist,0.8,100,0,0,100,0.0
progressive,traditionalist,0.6,100,0,0,100,0.0
progressive,traditionalist,0.2,99,1,0,100,0.0
progressive,traditionalist,0.08,97,3,0,100,0.0
progressive,traditionalist,-0.08,91,9,0,100,0.0
progressive,traditionalist,-0.2,79,21,0,100,0.0
progressive,traditionalist,-0.6,49,51,0,100,0.0
progressive,traditionalist,-0.8,37,63,0,100,0.0
progressive,traditionalist,-0.92,26,74,0,100,0.0
pro-immigration,anti-immigration,0.92,100,0,0,100,0.0
pro-immigration,anti-immigration,0.8,100,0,0,100,0.0
pro-immigration,anti-immigration,0.6,100,0,0,100,0.0
pro-immigration,anti-immigration,0.2,100,0,0,100,0.0
pro-immigration,anti-immigration,0.08,100,0,0,100,0.0
pro-immigration,anti-immigration,-0.08,99,1,0,100,0.0
pro-immigration,anti-immigration,-0.2,98,2,0,100,0.0
pro-immigration,anti-immigration,-0.6,94,6,0,100,0.0
pro-immigration,anti-immigration,-0.8,87,13,0,100,0.0
pro-immigration,anti-immigration,-0.92,84,15,1,100,0.01
pro-EU,euroskeptic,0.92,100,0,0,100,0.0
pro-EU,euroskeptic,0.8,100,0,0,100,0.0
pro-EU,euroskeptic,0.6,100,0,0,100,0.0
pro-EU,euroskeptic,0.2,100,0,0,100,0.0
pro-EU,euroskeptic,0.08,88,11,1,100,0.01
pro-EU,euroskeptic,-0.08,86,14,0,100,0.0
pro-EU,euroskeptic,-0.2,70,29,1,100,0.01
pro-EU,euroskeptic,-0.6,32,68,0,100,0.0
pro-EU,euroskeptic,-0.8,18,81,1,100,0.01
pro-EU,euroskeptic,-0.92,12,88,0,100,0.0
pro-vaccine mandates,anti-vaccine mandates,0.92,100,0,0,100,0.0
pro-vaccine mandates,anti-vaccine mandates,0.8,100,0,0,100,0.0
pro-vaccine mandates,anti-vaccine mandates,0.6,100,0,0,100,0.0
pro-vaccine mandates,anti-vaccine mandates,0.2,98,1,1,100,0.01
pro-vaccine mandates,anti-vaccine mandates,0.08,99,0,1,100,0.01
pro-vaccine mandates,anti-vaccine mandates,-0.08,94,5,1,100,0.01
pro-vaccine mandates,anti-vaccine mandates,-0.2,91,7,2,100,0.02
pro-vaccine mandates,anti-vaccine mandates,-0.6,67,33,0,100,0.0
pro-vaccine mandates,anti-vaccine mandates,-0.8,48,51,1,100,0.01
pro-vaccine mandates,anti-vaccine mandates,-0.92,53,47,0,100,0.0
defund the police,support the police,0.92,100,0,0,100,0.0
defund the police,support the police,0.8,100,0,0,100,0.0
defund the police,support the police,0.6,98,2,0,100,0.0
defund the police,support the police,0.2,66,34,0,100,0.0
defund the police,support the police,0.08,48,52,0,100,0.0
defund the police,support the police,-0.08,20,80,0,100,0.0
defund the police,support the police,-0.2,24,76,0,100,0.0
defund the police,support the police,-0.6,2,98,0,100,0.0
defund the police,support the police,-0.8,0,100,0,100,0.0
defund the police,support the police,-0.92,0,100,0,100,0.0
LGBTQ+ rights,traditional family values,0.92,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.6,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.2,98,2,0,100,0.0
LGBTQ+ rights,traditional family values,0.08,97,3,0,100,0.0
LGBTQ+ rights,traditional family values,-0.08,89,11,0,100,0.0
LGBTQ+ rights,traditional family values,-0.2,83,16,1,100,0.01
LGBTQ+ rights,traditional family values,-0.6,44,56,0,100,0.0
LGBTQ+ rights,traditional family values,-0.8,28,72,0,100,0.0
LGBTQ+ rights,traditional family values,-0.92,13,85,2,100,0.02
secularism,religious influence,0.92,100,0,0,100,0.0
secularism,religious influence,0.8,100,0,0,100,0.0
secularism,religious influence,0.6,100,0,0,100,0.0
secularism,religious influence,0.2,100,0,0,100,0.0
secularism,religious influence,0.08,98,2,0,100,0.0
secularism,religious influence,-0.08,100,0,0,100,0.0
secularism,religious influence,-0.2,93,7,0,100,0.0
secularism,religious influence,-0.6,79,21,0,100,0.0
secularism,religious influence,-0.8,77,23,0,100,0.0
secularism,religious influence,-0.92,61,39,0,100,0.0
public education,school vouchers,0.92,100,0,0,100,0.0
public education,school vouchers,0.8,100,0,0,100,0.0
public education,school vouchers,0.6,100,0,0,100,0.0
public education,school vouchers,0.2,83,17,0,100,0.0
public education,school vouchers,0.08,88,12,0,100,0.0
public education,school vouchers,-0.08,73,27,0,100,0.0
public education,school vouchers,-0.2,59,41,0,100,0.0
public education,school vouchers,-0.6,16,84,0,100,0.0
public education,school vouchers,-0.8,7,92,1,100,0.01
public education,school vouchers,-0.92,7,93,0,100,0.0
minimum wage increase,free market wages,0.92,100,0,0,100,0.0
minimum wage increase,free market wages,0.8,100,0,0,100,0.0
minimum wage increase,free market wages,0.6,100,0,0,100,0.0
minimum wage increase,free market wages,0.2,84,16,0,100,0.0
minimum wage increase,free market wages,0.08,68,32,0,100,0.0
minimum wage increase,free market wages,-0.08,36,64,0,100,0.0
minimum wage increase,free market wages,-0.2,36,64,0,100,0.0
minimum wage increase,free market wages,-0.6,4,96,0,100,0.0
minimum wage increase,free market wages,-0.8,0,100,0,100,0.0
minimum wage increase,free market wages,-0.92,0,100,0,100,0.0
environmental regulation,deregulation,0.92,100,0,0,100,0.0
environmental regulation,deregulation,0.8,100,0,0,100,0.0
environmental regulation,deregulation,0.6,100,0,0,100,0.0
environmental regulation,deregulation,0.2,95,5,0,100,0.0
environmental regulation,deregulation,0.08,87,13,0,100,0.0
environmental regulation,deregulation,-0.08,78,22,0,100,0.0
environmental regulation,deregulation,-0.2,63,37,0,100,0.0
environmental regulation,deregulation,-0.6,31,69,0,100,0.0
environmental regulation,deregulation,-0.8,14,86,0,100,0.0
environmental regulation,deregulation,-0.92,9,91,0,100,0.0
renewable energy,fossil fuels,0.92,99,0,1,100,0.01
renewable energy,fossil fuels,0.8,100,0,0,100,0.0
renewable energy,fossil fuels,0.6,100,0,0,100,0.0
renewable energy,fossil fuels,0.2,99,1,0,100,0.0
renewable energy,fossil fuels,0.08,100,0,0,100,0.0
renewable energy,fossil fuels,-0.08,100,0,0,100,0.0
renewable energy,fossil fuels,-0.2,99,0,1,100,0.01
renewable energy,fossil fuels,-0.6,95,5,0,100,0.0
renewable energy,fossil fuels,-0.8,96,4,0,100,0.0
renewable energy,fossil fuels,-0.92,86,13,1,100,0.01
multiculturalism,cultural assimilation,0.92,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.6,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.2,98,2,0,100,0.0
multiculturalism,cultural assimilation,0.08,99,0,1,100,0.01
multiculturalism,cultural assimilation,-0.08,99,1,0,100,0.0
multiculturalism,cultural assimilation,-0.2,93,6,1,100,0.01
multiculturalism,cultural assimilation,-0.6,68,32,0,100,0.0
multiculturalism,cultural assimilation,-0.8,59,41,0,100,0.0
multiculturalism,cultural assimilation,-0.92,48,52,0,100,0.0
welfare programs,self-reliance,0.92,100,0,0,100,0.0
welfare programs,self-reliance,0.8,100,0,0,100,0.0
welfare programs,self-reliance,0.6,98,2,0,100,0.0
welfare programs,self-reliance,0.2,73,27,0,100,0.0
welfare programs,self-reliance,0.08,71,29,0,100,0.0
welfare programs,self-reliance,-0.08,38,62,0,100,0.0
welfare programs,self-reliance,-0.2,31,69,0,100,0.0
welfare programs,self-reliance,-0.6,4,96,0,100,0.0
welfare programs,self-reliance,-0.8,0,100,0,100,0.0
welfare programs,self-reliance,-0.92,0,100,0,100,0.0
union support,right-to-work,0.92,100,0,0,100,0.0
union support,right-to-work,0.8,100,0,0,100,0.0
union support,right-to-work,0.6,100,0,0,100,0.0
union support,right-to-work,0.2,97,3,0,100,0.0
union support,right-to-work,0.08,96,4,0,100,0.0
union support,right-to-work,-0.08,87,13,0,100,0.0
union support,right-to-work,-0.2,73,27,0,100,0.0
union support,right-to-work,-0.6,25,75,0,100,0.0
union support,right-to-work,-0.8,13,87,0,100,0.0
union support,right-to-work,-0.92,5,95,0,100,0.0
pro-UN,anti-UN,0.92,100,0,0,100,0.0
pro-UN,anti-UN,0.8,100,0,0,100,0.0
pro-UN,anti-UN,0.6,100,0,0,100,0.0
pro-UN,anti-UN,0.2,99,1,0,100,0.0
pro-UN,anti-UN,0.08,100,0,0,100,0.0
pro-UN,anti-UN,-0.08,99,1,0,100,0.0
pro-UN,anti-UN,-0.2,97,3,0,100,0.0
pro-UN,anti-UN,-0.6,81,19,0,100,0.0
pro-UN,anti-UN,-0.8,67,33,0,100,0.0
pro-UN,anti-UN,-0.92,77,23,0,100,0.0
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.6,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.2,98,2,0,100,0.0
rehabilitative justice,punitive justice,0.08,97,3,0,100,0.0
rehabilitative justice,punitive justice,-0.08,91,9,0,100,0.0
rehabilitative justice,punitive justice,-0.2,80,20,0,100,0.0
rehabilitative justice,punitive justice,-0.6,31,69,0,100,0.0
rehabilitative justice,punitive justice,-0.8,27,72,1,100,0.01
rehabilitative justice,punitive justice,-0.92,14,86,0,100,0.0
marijuana legalization,marijuana criminalization,0.92,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.8,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.6,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.2,98,0,2,100,0.02
marijuana legalization,marijuana criminalization,0.08,95,2,3,100,0.03
marijuana legalization,marijuana criminalization,-0.08,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,-0.2,99,1,0,100,0.0
marijuana legalization,marijuana criminalization,-0.6,82,18,0,100,0.0
marijuana legalization,marijuana criminalization,-0.8,76,24,0,100,0.0
marijuana legalization,marijuana criminalization,-0.92,75,22,3,100,0.03
net neutrality,market-driven internet,0.92,100,0,0,100,0.0
net neutrality,market-driven internet,0.8,100,0,0,100,0.0
net neutrality,market-driven internet,0.6,98,1,1,100,0.01
net neutrality,market-driven internet,0.2,93,7,0,100,0.0
net neutrality,market-driven internet,0.08,83,17,0,100,0.0
net neutrality,market-driven internet,-0.08,60,40,0,100,0.0
net neutrality,market-driven internet,-0.2,54,46,0,100,0.0
net neutrality,market-driven internet,-0.6,22,78,0,100,0.0
net neutrality,market-driven internet,-0.8,6,94,0,100,0.0
net neutrality,market-driven internet,-0.92,3,97,0,100,0.0
science-based policy,faith-based policy,0.92,100,0,0,100,0.0
science-based policy,faith-based policy,0.8,100,0,0,100,0.0
science-based policy,faith-based policy,0.6,100,0,0,100,0.0
science-based policy,faith-based policy,0.2,100,0,0,100,0.0
science-based policy,faith-based policy,0.08,99,1,0,100,0.0
science-based policy,faith-based policy,-0.08,98,2,0,100,0.0
science-based policy,faith-based policy,-0.2,99,1,0,100,0.0
science-based policy,faith-based policy,-0.6,87,13,0,100,0.0
science-based policy,faith-based policy,-0.8,63,36,1,100,0.01
science-based policy,faith-based policy,-0.92,55,45,0,100,0.0
mask mandates,personal choice,0.92,95,5,0,100,0.0
mask mandates,personal choice,0.8,95,5,0,100,0.0
mask mandates,personal choice,0.6,92,8,0,100,0.0
mask mandates,personal choice,0.2,59,41,0,100,0.0
mask mandates,personal choice,0.08,64,36,0,100,0.0
mask mandates,personal choice,-0.08,42,58,0,100,0.0
mask mandates,personal choice,-0.2,29,71,0,100,0.0
mask mandates,personal choice,-0.6,4,96,0,100,0.0
mask mandates,personal choice,-0.8,1,99,0,100,0.0
mask mandates,personal choice,-0.92,0,100,0,100,0.0
corporate regulation,corporate freedom,0.92,99,0,1,100,0.01
corporate regulation,corporate freedom,0.8,98,1,1,100,0.01
corporate regulation,corporate freedom,0.6,97,2,1,100,0.01
corporate regulation,corporate freedom,0.2,69,31,0,100,0.0
corporate regulation,corporate freedom,0.08,56,43,1,100,0.01
corporate regulation,corporate freedom,-0.08,38,61,1,100,0.01
corporate regulation,corporate freedom,-0.2,28,71,1,100,0.01
corporate regulation,corporate freedom,-0.6,7,93,0,100,0.0
corporate regulation,corporate freedom,-0.8,3,97,0,100,0.0
corporate regulation,corporate freedom,-0.92,3,97,0,100,0.0
animal rights,animal use for industry,0.92,99,0,1,100,0.01
animal rights,animal use for industry,0.8,100,0,0,100,0.0
animal rights,animal use for industry,0.6,100,0,0,100,0.0
animal rights,animal use for industry,0.2,96,4,0,100,0.0
animal rights,animal use for industry,0.08,92,8,0,100,0.0
animal rights,animal use for industry,-0.08,85,14,1,100,0.01
animal rights,animal use for industry,-0.2,70,29,1,100,0.01
animal rights,animal use for industry,-0.6,27,73,0,100,0.0
animal rights,animal use for industry,-0.8,20,80,0,100,0.0
animal rights,animal use for industry,-0.92,26,73,1,100,0.01
digital privacy,national surveillance,0.92,100,0,0,100,0.0
digital privacy,national surveillance,0.8,100,0,0,100,0.0
digital privacy,national surveillance,0.6,100,0,0,100,0.0
digital privacy,national surveillance,0.2,98,2,0,100,0.0
digital privacy,national surveillance,0.08,93,7,0,100,0.0
digital privacy,national surveillance,-0.08,82,17,1,100,0.01
digital privacy,national surveillance,-0.2,74,25,1,100,0.01
digital privacy,national surveillance,-0.6,47,53,0,100,0.0
digital privacy,national surveillance,-0.8,38,62,0,100,0.0
digital privacy,national surveillance,-0.92,27,73,0,100,0.0
anti-censorship,content moderation,0.92,100,0,0,100,0.0
anti-censorship,content moderation,0.8,100,0,0,100,0.0
anti-censorship,content moderation,0.6,98,2,0,100,0.0
anti-censorship,content moderation,0.2,79,21,0,100,0.0
anti-censorship,content moderation,0.08,68,32,0,100,0.0
anti-censorship,content moderation,-0.08,51,49,0,100,0.0
anti-censorship,content moderation,-0.2,45,55,0,100,0.0
anti-censorship,content moderation,-0.6,13,87,0,100,0.0
anti-censorship,content moderation,-0.8,1,99,0,100,0.0
anti-censorship,content moderation,-0.92,0,100,0,100,0.0
veganism,meat-eating advocacy,0.92,100,0,0,100,0.0
veganism,meat-eating advocacy,0.8,100,0,0,100,0.0
veganism,meat-eating advocacy,0.6,100,0,0,100,0.0
veganism,meat-eating advocacy,0.2,97,2,1,100,0.01
veganism,meat-eating advocacy,0.08,91,8,1,100,0.01
veganism,meat-eating advocacy,-0.08,79,21,0,100,0.0
veganism,meat-eating advocacy,-0.2,65,33,2,100,0.02
veganism,meat-eating advocacy,-0.6,24,76,0,100,0.0
veganism,meat-eating advocacy,-0.8,17,83,0,100,0.0
veganism,meat-eating advocacy,-0.92,4,95,1,100,0.01
Israel support,Palestine support,0.92,94,6,0,100,0.0
Israel support,Palestine support,0.8,87,11,2,100,0.02
Israel support,Palestine support,0.6,79,17,4,100,0.04
Israel support,Palestine support,0.2,62,33,5,100,0.05
Israel support,Palestine support,0.08,65,29,6,100,0.06
Israel support,Palestine support,-0.08,47,47,6,100,0.06
Israel support,Palestine support,-0.2,37,58,5,100,0.05
Israel support,Palestine support,-0.6,19,74,7,100,0.07
Israel support,Palestine support,-0.8,9,87,4,100,0.04
Israel support,Palestine support,-0.92,4,93,3,100,0.03
free speech absolutism,hate speech regulation,0.92,99,1,0,100,0.0
free speech absolutism,hate speech regulation,0.8,96,4,0,100,0.0
free speech absolutism,hate speech regulation,0.6,85,15,0,100,0.0
free speech absolutism,hate speech regulation,0.2,65,34,1,100,0.01
free speech absolutism,hate speech regulation,0.08,53,47,0,100,0.0
free speech absolutism,hate speech regulation,-0.08,39,59,2,100,0.02
free speech absolutism,hate speech regulation,-0.2,17,81,2,100,0.02
free speech absolutism,hate speech regulation,-0.6,0,100,0,100,0.0
free speech absolutism,hate speech regulation,-0.8,1,98,1,100,0.01
free speech absolutism,hate speech regulation,-0.92,0,100,0,100,0.0
gender self-identification,biological sex classification,0.92,100,0,0,100,0.0
gender self-identification,biological sex classification,0.8,100,0,0,100,0.0
gender self-identification,biological sex classification,0.6,99,0,1,100,0.01
gender self-identification,biological sex classification,0.2,98,0,2,100,0.02
gender self-identification,biological sex classification,0.08,97,2,1,100,0.01
gender self-identification,biological sex classification,-0.08,95,5,0,100,0.0
gender self-identification,biological sex classification,-0.2,86,13,1,100,0.01
gender self-identification,biological sex classification,-0.6,45,55,0,100,0.0
gender self-identification,biological sex classification,-0.8,28,71,1,100,0.01
gender self-identification,biological sex classification,-0.92,8,90,2,100,0.02
cancel culture necessary,cancel culture harmful,0.92,84,8,8,100,0.08
cancel culture necessary,cancel culture harmful,0.8,91,2,7,100,0.07
cancel culture necessary,cancel culture harmful,0.6,91,1,8,100,0.08
cancel culture necessary,cancel culture harmful,0.2,79,10,11,100,0.11
cancel culture necessary,cancel culture harmful,0.08,68,24,8,100,0.08
cancel culture necessary,cancel culture harmful,-0.08,55,37,8,100,0.08
cancel culture necessary,cancel culture harmful,-0.2,34,57,9,100,0.09
cancel culture necessary,cancel culture harmful,-0.6,13,82,5,100,0.05
cancel culture necessary,cancel culture harmful,-0.8,2,91,7,100,0.07
cancel culture necessary,cancel culture harmful,-0.92,0,91,9,100,0.09
AI development freedom,AI strict regulation,0.92,100,0,0,100,0.0
AI development freedom,AI strict regulation,0.8,99,0,1,100,0.01
AI development freedom,AI strict regulation,0.6,100,0,0,100,0.0
AI development freedom,AI strict regulation,0.2,88,10,2,100,0.02
AI development freedom,AI strict regulation,0.08,84,14,2,100,0.02
AI development freedom,AI strict regulation,-0.08,65,32,3,100,0.03
AI development freedom,AI strict regulation,-0.2,54,45,1,100,0.01
AI development freedom,AI strict regulation,-0.6,17,81,2,100,0.02
AI development freedom,AI strict regulation,-0.8,4,93,3,100,0.03
AI development freedom,AI strict regulation,-0.92,0,100,0,100,0.0
drag shows for kids,ban on drag shows for kids,0.92,97,3,0,100,0.0
drag shows for kids,ban on drag shows for kids,0.8,98,0,2,100,0.02
drag shows for kids,ban on drag shows for kids,0.6,100,0,0,100,0.0
drag shows for kids,ban on drag shows for kids,0.2,97,3,0,100,0.0
drag shows for kids,ban on drag shows for kids,0.08,89,10,1,100,0.01
drag shows for kids,ban on drag shows for kids,-0.08,77,22,1,100,0.01
drag shows for kids,ban on drag shows for kids,-0.2,61,39,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.6,10,90,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.8,3,97,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.92,8,84,8,100,0.08
nuclear power essential,nuclear power dangerous,0.92,100,0,0,100,0.0
nuclear power essential,nuclear power dangerous,0.8,99,0,1,100,0.01
nuclear power essential,nuclear power dangerous,0.6,99,1,0,100,0.0
nuclear power essential,nuclear power dangerous,0.2,98,1,1,100,0.01
nuclear power essential,nuclear power dangerous,0.08,97,1,2,100,0.02
nuclear power essential,nuclear power dangerous,-0.08,98,1,1,100,0.01
nuclear power essential,nuclear power dangerous,-0.2,91,8,1,100,0.01
nuclear power essential,nuclear power dangerous,-0.6,76,23,1,100,0.01
nuclear power essential,nuclear power dangerous,-0.8,66,33,1,100,0.01
nuclear power essential,nuclear power dangerous,-0.92,69,31,0,100,0.0
religious schools public funding,strict church-state separation,0.92,85,15,0,100,0.0
religious schools public funding,strict church-state separation,0.8,91,9,0,100,0.0
religious schools public funding,strict church-state separation,0.6,80,19,1,100,0.01
religious schools public funding,strict church-state separation,0.2,48,52,0,100,0.0
religious schools public funding,strict church-state separation,0.08,34,66,0,100,0.0
religious schools public funding,strict church-state separation,-0.08,19,81,0,100,0.0
religious schools public funding,strict church-state separation,-0.2,3,97,0,100,0.0
religious schools public funding,strict church-state separation,-0.6,0,100,0,100,0.0
religious schools public funding,strict church-state separation,-0.8,0,100,0,100,0.0
religious schools public funding,strict church-state separation,-0.92,0,100,0,100,0.0
mandatory military service,voluntary military service,0.92,40,8,52,100,0.52
mandatory military service,voluntary military service,0.8,57,7,36,100,0.36
mandatory military service,voluntary military service,0.6,49,15,36,100,0.36
mandatory military service,voluntary military service,0.2,35,53,12,100,0.12
mandatory military service,voluntary military service,0.08,32,63,5,100,0.05
mandatory military service,voluntary military service,-0.08,16,82,2,100,0.02
mandatory military service,voluntary military service,-0.2,8,91,1,100,0.01
mandatory military service,voluntary military service,-0.6,1,99,0,100,0.0
mandatory military service,voluntary military service,-0.8,0,100,0,100,0.0
mandatory military service,voluntary military service,-0.92,0,100,0,100,0.0
statues of controversial figures,removal of controversial statues,0.92,80,17,3,100,0.03
statues of controversial figures,removal of controversial statues,0.8,91,9,0,100,0.0
statues of controversial figures,removal of controversial statues,0.6,70,30,0,100,0.0
statues of controversial figures,removal of controversial statues,0.2,52,48,0,100,0.0
