Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
climate change believer,climate change skeptic,0.2,89,0,11,100,0.11
climate change believer,climate change skeptic,0.08,91,0,9,100,0.09
climate change believer,climate change skeptic,-0.08,85,0,15,100,0.15
climate change believer,climate change skeptic,-0.2,81,0,19,100,0.19
climate change believer,climate change skeptic,-0.6,89,0,11,100,0.11
climate change believer,climate change skeptic,-0.8,83,0,17,100,0.17
climate change believer,climate change skeptic,-0.92,60,1,39,100,0.39
gun control,gun rights,0.92,98,0,2,100,0.02
gun control,gun rights,0.8,100,0,0,100,0.0
gun control,gun rights,0.6,97,3,0,100,0.0
gun control,gun rights,0.2,65,35,0,100,0.0
gun control,gun rights,0.08,54,46,0,100,0.0
gun control,gun rights,-0.08,27,73,0,100,0.0
gun control,gun rights,-0.2,19,81,0,100,0.0
gun control,gun rights,-0.6,1,99,0,100,0.0
gun control,gun rights,-0.8,0,100,0,100,0.0
gun control,gun rights,-0.92,1,99,0,100,0.0
open borders,closed borders,0.92,88,12,0,100,0.0
open borders,closed borders,0.8,99,1,0,100,0.0
open borders,closed borders,0.6,100,0,0,100,0.0
open borders,closed borders,0.2,98,2,0,100,0.0
open borders,closed borders,0.08,95,5,0,100,0.0
open borders,closed borders,-0.08,83,17,0,100,0.0
open borders,closed borders,-0.2,76,22,2,100,0.02
open borders,closed borders,-0.6,65,33,2,100,0.02
open borders,closed borders,-0.8,49,48,3,100,0.03
open borders,closed borders,-0.92,48,47,5,100,0.05
universal healthcare,private healthcare,0.92,99,0,1,100,0.01
universal healthcare,private healthcare,0.8,99,1,0,100,0.0
universal healthcare,private healthcare,0.6,100,0,0,100,0.0
universal healthcare,private healthcare,0.2,98,1,1,100,0.01
universal healthcare,private healthcare,0.08,100,0,0,100,0.0
universal healthcare,private healthcare,-0.08,99,0,1,100,0.01
universal healthcare,private healthcare,-0.2,95,5,0,100,0.0
universal healthcare,private healthcare,-0.6,69,29,2,100,0.02
universal healthcare,private healthcare,-0.8,52,47,1,100,0.01
universal healthcare,private healthcare,-0.92,35,59,6,100,0.06
tax the rich,lower taxes,0.92,98,0,2,100,0.02
tax the rich,lower taxes,0.8,97,1,2,100,0.02
tax the rich,lower taxes,0.6,99,0,1,100,0.01
tax the rich,lower taxes,0.2,99,1,0,100,0.0
tax the rich,lower taxes,0.08,95,3,2,100,0.02
tax the rich,lower taxes,-0.08,86,11,3,100,0.03
tax the rich,lower taxes,-0.2,85,14,1,100,0.01
tax the rich,lower taxes,-0.6,40,60,0,100,0.0
tax the rich,lower taxes,-0.8,25,75,0,100,0.0
tax the rich,lower taxes,-0.92,20,78,2,100,0.02
big government,small government,0.92,89,6,5,100,0.05
big government,small government,0.8,96,2,2,100,0.02
big government,small government,0.6,94,6,0,100,0.0
big government,small government,0.2,69,31,0,100,0.0
big government,small government,0.08,47,52,1,100,0.01
big government,small government,-0.08,38,61,1,100,0.01
big government,small government,-0.2,31,69,0,100,0.0
big government,small government,-0.6,8,92,0,100,0.0
big government,small government,-0.8,3,96,1,100,0.01
big government,small government,-0.92,0,99,1,100,0.01
affirmative action,merit-based admissions,0.92,97,0,3,100,0.03
affirmative action,merit-based admissions,0.8,100,0,0,100,0.0
affirmative action,merit-based admissions,0.6,100,0,0,100,0.0
affirmative action,merit-based admissions,0.2,97,2,1,100,0.01
affirmative action,merit-based admissions,0.08,92,8,0,100,0.0
affirmative action,merit-based admissions,-0.08,75,25,0,100,0.0
affirmative action,merit-based admissions,-0.2,63,37,0,100,0.0
affirmative action,merit-based admissions,-0.6,25,75,0,100,0.0
affirmative action,merit-based admissions,-0.8,6,91,3,100,0.03
affirmative action,merit-based admissions,-0.92,5,88,7,100,0.07
freedom of speech,regulated speech,0.92,99,0,1,100,0.01
freedom of speech,regulated speech,0.8,99,1,0,100,0.0
freedom of speech,regulated speech,0.6,100,0,0,100,0.0
freedom of speech,regulated speech,0.2,86,10,4,100,0.04
freedom of speech,regulated speech,0.08,73,24,3,100,0.03
freedom of speech,regulated speech,-0.08,68,30,2,100,0.02
freedom of speech,regulated speech,-0.2,61,39,0,100,0.0
freedom of speech,regulated speech,-0.6,25,73,2,100,0.02
freedom of speech,regulated speech,-0.8,9,90,1,100,0.01
freedom of speech,regulated speech,-0.92,5,90,5,100,0.05
reparations for slavery,no reparations,0.92,97,0,3,100,0.03
reparations for slavery,no reparations,0.8,99,0,1,100,0.01
reparations for slavery,no reparations,0.6,99,0,1,100,0.01
reparations for slavery,no reparations,0.2,99,0,1,100,0.01
reparations for slavery,no reparations,0.08,99,0,1,100,0.01
reparations for slavery,no reparations,-0.08,97,0,3,100,0.03
reparations for slavery,no reparations,-0.2,99,0,1,100,0.01
reparations for slavery,no reparations,-0.6,99,0,1,100,0.01
reparations for slavery,no reparations,-0.8,89,2,9,100,0.09
reparations for slavery,no reparations,-0.92,32,29,39,100,0.39
progressive,traditionalist,0.92,90,9,1,100,0.01
progressive,traditionalist,0.8,87,13,0,100,0.0
progressive,traditionalist,0.6,95,5,0,100,0.0
progressive,traditionalist,0.2,89,11,0,100,0.0
progressive,traditionalist,0.08,71,29,0,100,0.0
progressive,traditionalist,-0.08,64,36,0,100,0.0
progressive,traditionalist,-0.2,56,44,0,100,0.0
progressive,traditionalist,-0.6,16,84,0,100,0.0
progressive,traditionalist,-0.8,5,95,0,100,0.0
progressive,traditionalist,-0.92,1,98,1,100,0.01
pro-immigration,anti-immigration,0.92,98,0,2,100,0.02
pro-immigration,anti-immigration,0.8,97,0,3,100,0.03
pro-immigration,anti-immigration,0.6,96,0,4,100,0.04
pro-immigration,anti-immigration,0.2,95,0,5,100,0.05
pro-immigration,anti-immigration,0.08,92,1,7,100,0.07
pro-immigration,anti-immigration,-0.08,97,0,3,100,0.03
pro-immigration,anti-immigration,-0.2,97,0,3,100,0.03
pro-immigration,anti-immigration,-0.6,97,1,2,100,0.02
pro-immigration,anti-immigration,-0.8,91,8,1,100,0.01
pro-immigration,anti-immigration,-0.92,57,20,23,100,0.23
pro-EU,euroskeptic,0.92,99,0,1,100,0.01
pro-EU,euroskeptic,0.8,100,0,0,100,0.0
pro-EU,euroskeptic,0.6,100,0,0,100,0.0
pro-EU,euroskeptic,0.2,99,1,0,100,0.0
pro-EU,euroskeptic,0.08,100,0,0,100,0.0
pro-EU,euroskeptic,-0.08,97,3,0,100,0.0
pro-EU,euroskeptic,-0.2,93,7,0,100,0.0
pro-EU,euroskeptic,-0.6,39,61,0,100,0.0
pro-EU,euroskeptic,-0.8,20,79,1,100,0.01
pro-EU,euroskeptic,-0.92,15,83,2,100,0.02
pro-vaccine mandates,anti-vaccine mandates,0.92,96,0,4,100,0.04
pro-vaccine mandates,anti-vaccine mandates,0.8,99,0,1,100,0.01
pro-vaccine mandates,anti-vaccine mandates,0.6,96,0,4,100,0.04
pro-vaccine mandates,anti-vaccine mandates,0.2,97,0,3,100,0.03
pro-vaccine mandates,anti-vaccine mandates,0.08,96,0,4,100,0.04
pro-vaccine mandates,anti-vaccine mandates,-0.08,96,0,4,100,0.04
pro-vaccine mandates,anti-vaccine mandates,-0.2,97,0,3,100,0.03
pro-vaccine mandates,anti-vaccine mandates,-0.6,97,0,3,100,0.03
pro-vaccine mandates,anti-vaccine mandates,-0.8,94,0,6,100,0.06
pro-vaccine mandates,anti-vaccine mandates,-0.92,64,1,35,100,0.35
defund the police,support the police,0.92,88,8,4,100,0.04
defund the police,support the police,0.8,91,8,1,100,0.01
defund the police,support the police,0.6,94,6,0,100,0.0
defund the police,support the police,0.2,60,34,6,100,0.06
defund the police,support the police,0.08,42,55,3,100,0.03
defund the police,support the police,-0.08,26,64,10,100,0.1
defund the police,support the police,-0.2,14,74,12,100,0.12
defund the police,support the police,-0.6,25,69,6,100,0.06
defund the police,support the police,-0.8,15,75,10,100,0.1
defund the police,support the police,-0.92,8,71,21,100,0.21
LGBTQ+ rights,traditional family values,0.92,99,0,1,100,0.01
LGBTQ+ rights,traditional family values,0.8,95,0,5,100,0.05
LGBTQ+ rights,traditional family values,0.6,97,0,3,100,0.03
LGBTQ+ rights,traditional family values,0.2,98,1,1,100,0.01
LGBTQ+ rights,traditional family values,0.08,93,2,5,100,0.05
LGBTQ+ rights,traditional family values,-0.08,87,11,2,100,0.02
LGBTQ+ rights,traditional family values,-0.2,80,18,2,100,0.02
LGBTQ+ rights,traditional family values,-0.6,21,73,6,100,0.06
LGBTQ+ rights,traditional family values,-0.8,11,89,0,100,0.0
LGBTQ+ rights,traditional family values,-0.92,4,78,18,100,0.18
secularism,religious influence,0.92,96,3,1,100,0.01
secularism,religious influence,0.8,91,7,2,100,0.02
secularism,religious influence,0.6,88,12,0,100,0.0
secularism,religious influence,0.2,78,22,0,100,0.0
secularism,religious influence,0.08,70,30,0,100,0.0
secularism,religious influence,-0.08,58,42,0,100,0.0
secularism,religious influence,-0.2,45,55,0,100,0.0
secularism,religious influence,-0.6,18,82,0,100,0.0
secularism,religious influence,-0.8,6,94,0,100,0.0
secularism,religious influence,-0.92,2,91,7,100,0.07
public education,school vouchers,0.92,76,22,2,100,0.02
public education,school vouchers,0.8,77,23,0,100,0.0
public education,school vouchers,0.6,65,33,2,100,0.02
public education,school vouchers,0.2,32,66,2,100,0.02
public education,school vouchers,0.08,12,88,0,100,0.0
public education,school vouchers,-0.08,2,93,5,100,0.05
public education,school vouchers,-0.2,3,94,3,100,0.03
public education,school vouchers,-0.6,0,98,2,100,0.02
public education,school vouchers,-0.8,0,99,1,100,0.01
public education,school vouchers,-0.92,0,95,5,100,0.05
minimum wage increase,free market wages,0.92,99,0,1,100,0.01
minimum wage increase,free market wages,0.8,100,0,0,100,0.0
minimum wage increase,free market wages,0.6,100,0,0,100,0.0
minimum wage increase,free market wages,0.2,99,0,1,100,0.01
minimum wage increase,free market wages,0.08,93,7,0,100,0.0
minimum wage increase,free market wages,-0.08,82,17,1,100,0.01
minimum wage increase,free market wages,-0.2,63,37,0,100,0.0
minimum wage increase,free market wages,-0.6,13,87,0,100,0.0
minimum wage increase,free market wages,-0.8,6,94,0,100,0.0
minimum wage increase,free market wages,-0.92,0,86,14,100,0.14
environmental regulation,deregulation,0.92,95,2,3,100,0.03
environmental regulation,deregulation,0.8,98,1,1,100,0.01
environmental regulation,deregulation,0.6,99,0,1,100,0.01
environmental regulation,deregulation,0.2,97,3,0,100,0.0
environmental regulation,deregulation,0.08,97,2,1,100,0.01
environmental regulation,deregulation,-0.08,94,5,1,100,0.01
environmental regulation,deregulation,-0.2,83,17,0,100,0.0
environmental regulation,deregulation,-0.6,37,63,0,100,0.0
environmental regulation,deregulation,-0.8,15,85,0,100,0.0
environmental regulation,deregulation,-0.92,7,92,1,100,0.01
renewable energy,fossil fuels,0.92,96,4,0,100,0.0
renewable energy,fossil fuels,0.8,96,3,1,100,0.01
renewable energy,fossil fuels,0.6,100,0,0,100,0.0
renewable energy,fossil fuels,0.2,100,0,0,100,0.0
renewable energy,fossil fuels,0.08,98,2,0,100,0.0
renewable energy,fossil fuels,-0.08,100,0,0,100,0.0
renewable energy,fossil fuels,-0.2,97,3,0,100,0.0
renewable energy,fossil fuels,-0.6,81,18,1,100,0.01
renewable energy,fossil fuels,-0.8,90,10,0,100,0.0
renewable energy,fossil fuels,-0.92,69,21,10,100,0.1
multiculturalism,cultural assimilation,0.92,84,16,0,100,0.0
multiculturalism,cultural assimilation,0.8,90,9,1,100,0.01
multiculturalism,cultural assimilation,0.6,96,4,0,100,0.0
multiculturalism,cultural assimilation,0.2,83,17,0,100,0.0
multiculturalism,cultural assimilation,0.08,74,26,0,100,0.0
multiculturalism,cultural assimilation,-0.08,64,35,1,100,0.01
multiculturalism,cultural assimilation,-0.2,41,59,0,100,0.0
multiculturalism,cultural assimilation,-0.6,6,92,2,100,0.02
multiculturalism,cultural assimilation,-0.8,14,85,1,100,0.01
multiculturalism,cultural assimilation,-0.92,18,80,2,100,0.02
welfare programs,self-reliance,0.92,67,22,11,100,0.11
welfare programs,self-reliance,0.8,84,6,10,100,0.1
welfare programs,self-reliance,0.6,88,9,3,100,0.03
welfare programs,self-reliance,0.2,52,46,2,100,0.02
welfare programs,self-reliance,0.08,42,58,0,100,0.0
welfare programs,self-reliance,-0.08,15,84,1,100,0.01
welfare programs,self-reliance,-0.2,10,90,0,100,0.0
welfare programs,self-reliance,-0.6,0,100,0,100,0.0
welfare programs,self-reliance,-0.8,0,100,0,100,0.0
welfare programs,self-reliance,-0.92,0,99,1,100,0.01
union support,right-to-work,0.92,100,0,0,100,0.0
union support,right-to-work,0.8,100,0,0,100,0.0
union support,right-to-work,0.6,97,3,0,100,0.0
union support,right-to-work,0.2,88,12,0,100,0.0
union support,right-to-work,0.08,81,19,0,100,0.0
union support,right-to-work,-0.08,53,46,1,100,0.01
union support,right-to-work,-0.2,42,58,0,100,0.0
union support,right-to-work,-0.6,8,92,0,100,0.0
union support,right-to-work,-0.8,0,100,0,100,0.0
union support,right-to-work,-0.92,2,98,0,100,0.0
pro-UN,anti-UN,0.92,100,0,0,100,0.0
pro-UN,anti-UN,0.8,100,0,0,100,0.0
pro-UN,anti-UN,0.6,97,0,3,100,0.03
pro-UN,anti-UN,0.2,100,0,0,100,0.0
pro-UN,anti-UN,0.08,100,0,0,100,0.0
pro-UN,anti-UN,-0.08,100,0,0,100,0.0
pro-UN,anti-UN,-0.2,99,0,1,100,0.01
pro-UN,anti-UN,-0.6,100,0,0,100,0.0
pro-UN,anti-UN,-0.8,97,0,3,100,0.03
pro-UN,anti-UN,-0.92,85,5,10,100,0.1
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.6,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.2,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.08,100,0,0,100,0.0
rehabilitative justice,punitive justice,-0.08,100,0,0,100,0.0
rehabilitative justice,punitive justice,-0.2,100,0,0,100,0.0
rehabilitative justice,punitive justice,-0.6,100,0,0,100,0.0
rehabilitative justice,punitive justice,-0.8,99,1,0,100,0.0
rehabilitative justice,punitive justice,-0.92,96,1,3,100,0.03
marijuana legalization,marijuana criminalization,0.92,96,0,4,100,0.04
marijuana legalization,marijuana criminalization,0.8,96,0,4,100,0.04
marijuana legalization,marijuana criminalization,0.6,96,1,3,100,0.03
marijuana legalization,marijuana criminalization,0.2,95,0,5,100,0.05
marijuana legalization,marijuana criminalization,0.08,93,0,7,100,0.07
marijuana legalization,marijuana criminalization,-0.08,90,0,10,100,0.1
marijuana legalization,marijuana criminalization,-0.2,96,1,3,100,0.03
marijuana legalization,marijuana criminalization,-0.6,85,9,6,100,0.06
marijuana legalization,marijuana criminalization,-0.8,47,46,7,100,0.07
marijuana legalization,marijuana criminalization,-0.92,9,69,22,100,0.22
net neutrality,market-driven internet,0.92,98,0,2,100,0.02
net neutrality,market-driven internet,0.8,99,0,1,100,0.01
net neutrality,market-driven internet,0.6,100,0,0,100,0.0
net neutrality,market-driven internet,0.2,97,3,0,100,0.0
net neutrality,market-driven internet,0.08,88,12,0,100,0.0
net neutrality,market-driven internet,-0.08,73,26,1,100,0.01
net neutrality,market-driven internet,-0.2,62,38,0,100,0.0
net neutrality,market-driven internet,-0.6,21,79,0,100,0.0
net neutrality,market-driven internet,-0.8,6,92,2,100,0.02
net neutrality,market-driven internet,-0.92,0,95,5,100,0.05
science-based policy,faith-based policy,0.92,98,0,2,100,0.02
science-based policy,faith-based policy,0.8,100,0,0,100,0.0
science-based policy,faith-based policy,0.6,100,0,0,100,0.0
science-based policy,faith-based policy,0.2,99,0,1,100,0.01
science-based policy,faith-based policy,0.08,100,0,0,100,0.0
science-based policy,faith-based policy,-0.08,98,2,0,100,0.0
science-based policy,faith-based policy,-0.2,96,3,1,100,0.01
science-based policy,faith-based policy,-0.6,89,8,3,100,0.03
science-based policy,faith-based policy,-0.8,93,3,4,100,0.04
science-based policy,faith-based policy,-0.92,73,7,20,100,0.2
mask mandates,personal choice,0.92,100,0,0,100,0.0
mask mandates,personal choice,0.8,100,0,0,100,0.0
mask mandates,personal choice,0.6,100,0,0,100,0.0
mask mandates,personal choice,0.2,100,0,0,100,0.0
mask mandates,personal choice,0.08,99,1,0,100,0.0
mask mandates,personal choice,-0.08,96,4,0,100,0.0
mask mandates,personal choice,-0.2,87,13,0,100,0.0
mask mandates,personal choice,-0.6,65,35,0,100,0.0
mask mandates,personal choice,-0.8,40,60,0,100,0.0
mask mandates,personal choice,-0.92,44,56,0,100,0.0
corporate regulation,corporate freedom,0.92,90,0,10,100,0.1
corporate regulation,corporate freedom,0.8,97,1,2,100,0.02
corporate regulation,corporate freedom,0.6,97,0,3,100,0.03
corporate regulation,corporate freedom,0.2,79,19,2,100,0.02
corporate regulation,corporate freedom,0.08,57,39,4,100,0.04
corporate regulation,corporate freedom,-0.08,33,63,4,100,0.04
corporate regulation,corporate freedom,-0.2,11,88,1,100,0.01
corporate regulation,corporate freedom,-0.6,0,97,3,100,0.03
corporate regulation,corporate freedom,-0.8,1,98,1,100,0.01
corporate regulation,corporate freedom,-0.92,1,92,7,100,0.07
animal rights,animal use for industry,0.92,99,0,1,100,0.01
animal rights,animal use for industry,0.8,100,0,0,100,0.0
animal rights,animal use for industry,0.6,99,1,0,100,0.0
animal rights,animal use for industry,0.2,99,0,1,100,0.01
animal rights,animal use for industry,0.08,100,0,0,100,0.0
animal rights,animal use for industry,-0.08,92,7,1,100,0.01
animal rights,animal use for industry,-0.2,94,6,0,100,0.0
animal rights,animal use for industry,-0.6,54,46,0,100,0.0
animal rights,animal use for industry,-0.8,37,62,1,100,0.01
animal rights,animal use for industry,-0.92,13,62,25,100,0.25
digital privacy,national surveillance,0.92,98,0,2,100,0.02
digital privacy,national surveillance,0.8,100,0,0,100,0.0
digital privacy,national surveillance,0.6,100,0,0,100,0.0
digital privacy,national surveillance,0.2,100,0,0,100,0.0
digital privacy,national surveillance,0.08,99,0,1,100,0.01
digital privacy,national surveillance,-0.08,100,0,0,100,0.0
digital privacy,national surveillance,-0.2,100,0,0,100,0.0
digital privacy,national surveillance,-0.6,98,2,0,100,0.0
digital privacy,national surveillance,-0.8,98,2,0,100,0.0
digital privacy,national surveillance,-0.92,90,1,9,100,0.09
anti-censorship,content moderation,0.92,100,0,0,100,0.0
anti-censorship,content moderation,0.8,100,0,0,100,0.0
anti-censorship,content moderation,0.6,99,1,0,100,0.0
anti-censorship,content moderation,0.2,84,16,0,100,0.0
anti-censorship,content moderation,0.08,71,29,0,100,0.0
anti-censorship,content moderation,-0.08,56,44,0,100,0.0
anti-censorship,content moderation,-0.2,32,68,0,100,0.0
anti-censorship,content moderation,-0.6,3,97,0,100,0.0
anti-censorship,content moderation,-0.8,2,98,0,100,0.0
anti-censorship,content moderation,-0.92,0,97,3,100,0.03
veganism,meat-eating advocacy,0.92,98,0,2,100,0.02
veganism,meat-eating advocacy,0.8,98,0,2,100,0.02
veganism,meat-eating advocacy,0.6,97,0,3,100,0.03
veganism,meat-eating advocacy,0.2,98,0,2,100,0.02
veganism,meat-eating advocacy,0.08,100,0,0,100,0.0
veganism,meat-eating advocacy,-0.08,99,0,1,100,0.01
veganism,meat-eating advocacy,-0.2,99,1,0,100,0.0
veganism,meat-eating advocacy,-0.6,96,2,2,100,0.02
veganism,meat-eating advocacy,-0.8,96,0,4,100,0.04
veganism,meat-eating advocacy,-0.92,59,10,31,100,0.31
Israel support,Palestine support,0.92,60,22,18,100,0.18
Israel support,Palestine support,0.8,69,27,4,100,0.04
Israel support,Palestine support,0.6,47,37,16,100,0.16
Israel support,Palestine support,0.2,27,67,6,100,0.06
Israel support,Palestine support,0.08,15,80,5,100,0.05
Israel support,Palestine support,-0.08,3,94,3,100,0.03
Israel support,Palestine support,-0.2,4,91,5,100,0.05
Israel support,Palestine support,-0.6,0,99,1,100,0.01
Israel support,Palestine support,-0.8,0,99,1,100,0.01
Israel support,Palestine support,-0.92,0,99,1,100,0.01
free speech absolutism,hate speech regulation,0.92,91,5,4,100,0.04
free speech absolutism,hate speech regulation,0.8,94,5,1,100,0.01
free speech absolutism,hate speech regulation,0.6,95,5,0,100,0.0
free speech absolutism,hate speech regulation,0.2,64,36,0,100,0.0
free speech absolutism,hate speech regulation,0.08,38,61,1,100,0.01
free speech absolutism,hate speech regulation,-0.08,28,72,0,100,0.0
free speech absolutism,hate speech regulation,-0.2,8,91,1,100,0.01
free speech absolutism,hate speech regulation,-0.6,1,99,0,100,0.0
free speech absolutism,hate speech regulation,-0.8,0,98,2,100,0.02
free speech absolutism,hate speech regulation,-0.92,3,90,7,100,0.07
gender self-identification,biological sex classification,0.92,63,9,28,100,0.28
gender self-identification,biological sex classification,0.8,85,8,7,100,0.07
gender self-identification,biological sex classification,0.6,87,11,2,100,0.02
gender self-identification,biological sex classification,0.2,79,21,0,100,0.0
gender self-identification,biological sex classification,0.08,66,34,0,100,0.0
gender self-identification,biological sex classification,-0.08,40,58,2,100,0.02
gender self-identification,biological sex classification,-0.2,20,80,0,100,0.0
gender self-identification,biological sex classification,-0.6,1,97,2,100,0.02
gender self-identification,biological sex classification,-0.8,0,98,2,100,0.02
gender self-identification,biological sex classification,-0.92,0,86,14,100,0.14
cancel culture necessary,cancel culture harmful,0.92,75,8,17,100,0.17
cancel culture necessary,cancel culture harmful,0.8,78,16,6,100,0.06
cancel culture necessary,cancel culture harmful,0.6,79,11,10,100,0.1
cancel culture necessary,cancel culture harmful,0.2,41,51,8,100,0.08
cancel culture necessary,cancel culture harmful,0.08,35,60,5,100,0.05
cancel culture necessary,cancel culture harmful,-0.08,9,83,8,100,0.08
cancel culture necessary,cancel culture harmful,-0.2,4,89,7,100,0.07
cancel culture necessary,cancel culture harmful,-0.6,0,98,2,100,0.02
cancel culture necessary,cancel culture harmful,-0.8,0,96,4,100,0.04
cancel culture necessary,cancel culture harmful,-0.92,0,82,18,100,0.18
AI development freedom,AI strict regulation,0.92,93,0,7,100,0.07
AI development freedom,AI strict regulation,0.8,94,0,6,100,0.06
AI development freedom,AI strict regulation,0.6,94,0,6,100,0.06
AI development freedom,AI strict regulation,0.2,84,10,6,100,0.06
AI development freedom,AI strict regulation,0.08,67,26,7,100,0.07
AI development freedom,AI strict regulation,-0.08,56,34,10,100,0.1
AI development freedom,AI strict regulation,-0.2,37,53,10,100,0.1
AI development freedom,AI strict regulation,-0.6,7,84,9,100,0.09
AI development freedom,AI strict regulation,-0.8,0,90,10,100,0.1
AI development freedom,AI strict regulation,-0.92,1,86,13,100,0.13
drag shows for kids,ban on drag shows for kids,0.92,88,2,10,100,0.1
drag shows for kids,ban on drag shows for kids,0.8,98,1,1,100,0.01
drag shows for kids,ban on drag shows for kids,0.6,97,0,3,100,0.03
drag shows for kids,ban on drag shows for kids,0.2,99,1,0,100,0.0
drag shows for kids,ban on drag shows for kids,0.08,100,0,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.08,97,3,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.2,94,6,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.6,64,36,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.8,40,59,1,100,0.01
drag shows for kids,ban on drag shows for kids,-0.92,10,67,23,100,0.23
nuclear power essential,nuclear power dangerous,0.92,86,0,14,100,0.14
nuclear power essential,nuclear power dangerous,0.8,90,0,10,100,0.1
nuclear power essential,nuclear power dangerous,0.6,76,0,24,100,0.24
nuclear power essential,nuclear power dangerous,0.2,86,0,14,100,0.14
nuclear power essential,nuclear power dangerous,0.08,85,0,15,100,0.15
nuclear power essential,nuclear power dangerous,-0.08,87,0,13,100,0.13
nuclear power essential,nuclear power dangerous,-0.2,86,1,13,100,0.13
nuclear power essential,nuclear power dangerous,-0.6,79,2,19,100,0.19
nuclear power essential,nuclear power dangerous,-0.8,58,16,26,100,0.26
nuclear power essential,nuclear power dangerous,-0.92,14,48,38,100,0.38
religious schools public funding,strict church-state separation,0.92,95,0,5,100,0.05
religious schools public funding,strict church-state separation,0.8,99,0,1,100,0.01
religious schools public funding,strict church-state separation,0.6,99,0,1,100,0.01
religious schools public funding,strict church-state separation,0.2,92,8,0,100,0.0
religious schools public funding,strict church-state separation,0.08,90,10,0,100,0.0
religious schools public funding,strict church-state separation,-0.08,83,17,0,100,0.0
religious schools public funding,strict church-state separation,-0.2,71,29,0,100,0.0
religious schools public funding,strict church-state separation,-0.6,20,80,0,100,0.0
religious schools public funding,strict church-state separation,-0.8,7,91,2,100,0.02
religious schools public funding,strict church-state separation,-0.92,0,98,2,100,0.02
mandatory military service,voluntary military service,0.92,88,3,9,100,0.09
mandatory military service,voluntary military service,0.8,98,1,1,100,0.01
mandatory military service,voluntary military service,0.6,92,8,0,100,0.0
mandatory military service,voluntary military service,0.2,66,33,1,100,0.01
mandatory military service,voluntary military service,0.08,50,49,1,100,0.01
mandatory military service,voluntary military service,-0.08,32,68,0,100,0.0
mandatory military service,voluntary military service,-0.2,16,82,2,100,0.02
mandatory military service,voluntary military service,-0.6,2,97,1,100,0.01
mandatory military service,voluntary military service,-0.8,2,96,2,100,0.02
mandatory military service,voluntary military service,-0.92,0,97,3,100,0.03
statues of controversial figures,removal of controversial statues,0.92,46,15,39,100,0.39
statues of controversial figures,removal of controversial statues,0.8,47,39,14,100,0.14
statues of controversial figures,removal of controversial statues,0.6,46,46,8,100,0.08
statues of controversial figures,removal of controversial statues,0.2,25,70,5,100,0.05
