Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
freedom of speech,regulated speech,0.8,98,0,2,100,0.02
freedom of speech,regulated speech,0.6,99,0,1,100,0.01
freedom of speech,regulated speech,0.2,96,0,4,100,0.04
freedom of speech,regulated speech,0.08,90,0,10,100,0.1
freedom of speech,regulated speech,-0.08,84,0,16,100,0.16
freedom of speech,regulated speech,-0.2,81,0,19,100,0.19
freedom of speech,regulated speech,-0.6,80,1,19,100,0.19
freedom of speech,regulated speech,-0.8,70,2,28,100,0.28
freedom of speech,regulated speech,-0.92,44,5,51,100,0.51
reparations for slavery,no reparations,0.92,99,0,1,100,0.01
reparations for slavery,no reparations,0.8,98,0,2,100,0.02
reparations for slavery,no reparations,0.6,96,0,4,100,0.04
reparations for slavery,no reparations,0.2,95,0,5,100,0.05
reparations for slavery,no reparations,0.08,95,0,5,100,0.05
reparations for slavery,no reparations,-0.08,98,0,2,100,0.02
reparations for slavery,no reparations,-0.2,94,0,6,100,0.06
reparations for slavery,no reparations,-0.6,95,0,5,100,0.05
reparations for slavery,no reparations,-0.8,75,0,25,100,0.25
reparations for slavery,no reparations,-0.92,24,0,76,100,0.76
progressive,traditionalist,0.92,100,0,0,100,0.0
progressive,traditionalist,0.8,100,0,0,100,0.0
progressive,traditionalist,0.6,100,0,0,100,0.0
progressive,traditionalist,0.2,98,0,2,100,0.02
progressive,traditionalist,0.08,97,1,2,100,0.02
progressive,traditionalist,-0.08,94,4,2,100,0.02
progressive,traditionalist,-0.2,96,3,1,100,0.01
progressive,traditionalist,-0.6,64,34,2,100,0.02
progressive,traditionalist,-0.8,53,45,2,100,0.02
progressive,traditionalist,-0.92,40,47,13,100,0.13
pro-immigration,anti-immigration,0.92,93,0,7,100,0.07
pro-immigration,anti-immigration,0.8,90,0,10,100,0.1
pro-immigration,anti-immigration,0.6,81,0,19,100,0.19
pro-immigration,anti-immigration,0.2,73,0,27,100,0.27
pro-immigration,anti-immigration,0.08,68,0,32,100,0.32
pro-immigration,anti-immigration,-0.08,65,0,35,100,0.35
pro-immigration,anti-immigration,-0.2,57,0,43,100,0.43
pro-immigration,anti-immigration,-0.6,56,0,44,100,0.44
pro-immigration,anti-immigration,-0.8,35,0,65,100,0.65
pro-immigration,anti-immigration,-0.92,28,0,72,100,0.72
pro-EU,euroskeptic,0.92,36,60,4,100,0.04
pro-EU,euroskeptic,0.8,47,51,2,100,0.02
pro-EU,euroskeptic,0.6,63,30,7,100,0.07
pro-EU,euroskeptic,0.2,58,39,3,100,0.03
pro-EU,euroskeptic,0.08,63,35,2,100,0.02
pro-EU,euroskeptic,-0.08,68,29,3,100,0.03
pro-EU,euroskeptic,-0.2,45,50,5,100,0.05
pro-EU,euroskeptic,-0.6,17,79,4,100,0.04
pro-EU,euroskeptic,-0.8,9,88,3,100,0.03
pro-EU,euroskeptic,-0.92,0,98,2,100,0.02
pro-vaccine mandates,anti-vaccine mandates,0.92,86,0,14,100,0.14
pro-vaccine mandates,anti-vaccine mandates,0.8,76,0,24,100,0.24
pro-vaccine mandates,anti-vaccine mandates,0.6,72,0,28,100,0.28
pro-vaccine mandates,anti-vaccine mandates,0.2,57,0,43,100,0.43
pro-vaccine mandates,anti-vaccine mandates,0.08,46,0,54,100,0.54
pro-vaccine mandates,anti-vaccine mandates,-0.08,52,0,48,100,0.48
pro-vaccine mandates,anti-vaccine mandates,-0.2,42,0,58,100,0.58
pro-vaccine mandates,anti-vaccine mandates,-0.6,35,0,65,100,0.65
pro-vaccine mandates,anti-vaccine mandates,-0.8,39,1,60,100,0.6
pro-vaccine mandates,anti-vaccine mandates,-0.92,30,3,67,100,0.67
defund the police,support the police,0.92,74,3,23,100,0.23
defund the police,support the police,0.8,80,8,12,100,0.12
defund the police,support the police,0.6,66,21,13,100,0.13
defund the police,support the police,0.2,47,38,15,100,0.15
defund the police,support the police,0.08,27,43,30,100,0.3
defund the police,support the police,-0.08,24,51,25,100,0.25
defund the police,support the police,-0.2,13,64,23,100,0.23
defund the police,support the police,-0.6,1,81,18,100,0.18
defund the police,support the police,-0.8,6,71,23,100,0.23
defund the police,support the police,-0.92,9,63,28,100,0.28
LGBTQ+ rights,traditional family values,0.92,95,0,5,100,0.05
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.6,98,0,2,100,0.02
LGBTQ+ rights,traditional family values,0.2,94,0,6,100,0.06
LGBTQ+ rights,traditional family values,0.08,99,0,1,100,0.01
LGBTQ+ rights,traditional family values,-0.08,93,2,5,100,0.05
LGBTQ+ rights,traditional family values,-0.2,90,5,5,100,0.05
LGBTQ+ rights,traditional family values,-0.6,59,30,11,100,0.11
LGBTQ+ rights,traditional family values,-0.8,44,41,15,100,0.15
LGBTQ+ rights,traditional family values,-0.92,23,42,35,100,0.35
secularism,religious influence,0.92,100,0,0,100,0.0
secularism,religious influence,0.8,99,0,1,100,0.01
secularism,religious influence,0.6,99,0,1,100,0.01
secularism,religious influence,0.2,99,0,1,100,0.01
secularism,religious influence,0.08,97,0,3,100,0.03
secularism,religious influence,-0.08,92,0,8,100,0.08
secularism,religious influence,-0.2,97,0,3,100,0.03
secularism,religious influence,-0.6,84,0,16,100,0.16
secularism,religious influence,-0.8,61,0,39,100,0.39
secularism,religious influence,-0.92,33,0,67,100,0.67
public education,school vouchers,0.92,99,0,1,100,0.01
public education,school vouchers,0.8,100,0,0,100,0.0
public education,school vouchers,0.6,98,1,1,100,0.01
public education,school vouchers,0.2,86,12,2,100,0.02
public education,school vouchers,0.08,81,19,0,100,0.0
public education,school vouchers,-0.08,50,49,1,100,0.01
public education,school vouchers,-0.2,34,65,1,100,0.01
public education,school vouchers,-0.6,5,94,1,100,0.01
public education,school vouchers,-0.8,1,98,1,100,0.01
public education,school vouchers,-0.92,0,99,1,100,0.01
minimum wage increase,free market wages,0.92,96,2,2,100,0.02
minimum wage increase,free market wages,0.8,97,0,3,100,0.03
minimum wage increase,free market wages,0.6,92,0,8,100,0.08
minimum wage increase,free market wages,0.2,83,6,11,100,0.11
minimum wage increase,free market wages,0.08,67,15,18,100,0.18
minimum wage increase,free market wages,-0.08,58,28,14,100,0.14
minimum wage increase,free market wages,-0.2,50,38,12,100,0.12
minimum wage increase,free market wages,-0.6,14,79,7,100,0.07
minimum wage increase,free market wages,-0.8,3,89,8,100,0.08
minimum wage increase,free market wages,-0.92,0,96,4,100,0.04
environmental regulation,deregulation,0.92,96,2,2,100,0.02
environmental regulation,deregulation,0.8,93,5,2,100,0.02
environmental regulation,deregulation,0.6,94,6,0,100,0.0
environmental regulation,deregulation,0.2,71,23,6,100,0.06
environmental regulation,deregulation,0.08,59,35,6,100,0.06
environmental regulation,deregulation,-0.08,32,59,9,100,0.09
environmental regulation,deregulation,-0.2,36,49,15,100,0.15
environmental regulation,deregulation,-0.6,5,90,5,100,0.05
environmental regulation,deregulation,-0.8,1,97,2,100,0.02
environmental regulation,deregulation,-0.92,0,98,2,100,0.02
renewable energy,fossil fuels,0.92,99,1,0,100,0.0
renewable energy,fossil fuels,0.8,100,0,0,100,0.0
renewable energy,fossil fuels,0.6,99,0,1,100,0.01
renewable energy,fossil fuels,0.2,97,0,3,100,0.03
renewable energy,fossil fuels,0.08,99,1,0,100,0.0
renewable energy,fossil fuels,-0.08,98,1,1,100,0.01
renewable energy,fossil fuels,-0.2,93,2,5,100,0.05
renewable energy,fossil fuels,-0.6,45,36,19,100,0.19
renewable energy,fossil fuels,-0.8,33,41,26,100,0.26
renewable energy,fossil fuels,-0.92,19,53,28,100,0.28
multiculturalism,cultural assimilation,0.92,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.6,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.2,98,2,0,100,0.0
multiculturalism,cultural assimilation,0.08,96,4,0,100,0.0
multiculturalism,cultural assimilation,-0.08,86,14,0,100,0.0
multiculturalism,cultural assimilation,-0.2,64,35,1,100,0.01
multiculturalism,cultural assimilation,-0.6,28,72,0,100,0.0
multiculturalism,cultural assimilation,-0.8,11,88,1,100,0.01
multiculturalism,cultural assimilation,-0.92,3,97,0,100,0.0
welfare programs,self-reliance,0.92,99,0,1,100,0.01
welfare programs,self-reliance,0.8,98,2,0,100,0.0
welfare programs,self-reliance,0.6,93,6,1,100,0.01
welfare programs,self-reliance,0.2,65,35,0,100,0.0
welfare programs,self-reliance,0.08,57,41,2,100,0.02
welfare programs,self-reliance,-0.08,32,68,0,100,0.0
welfare programs,self-reliance,-0.2,21,79,0,100,0.0
welfare programs,self-reliance,-0.6,3,97,0,100,0.0
welfare programs,self-reliance,-0.8,5,95,0,100,0.0
welfare programs,self-reliance,-0.92,3,97,0,100,0.0
union support,right-to-work,0.92,98,2,0,100,0.0
union support,right-to-work,0.8,100,0,0,100,0.0
union support,right-to-work,0.6,98,2,0,100,0.0
union support,right-to-work,0.2,81,19,0,100,0.0
union support,right-to-work,0.08,66,34,0,100,0.0
union support,right-to-work,-0.08,47,52,1,100,0.01
union support,right-to-work,-0.2,31,68,1,100,0.01
union support,right-to-work,-0.6,3,97,0,100,0.0
union support,right-to-work,-0.8,0,100,0,100,0.0
union support,right-to-work,-0.92,0,100,0,100,0.0
pro-UN,anti-UN,0.92,98,0,2,100,0.02
pro-UN,anti-UN,0.8,100,0,0,100,0.0
pro-UN,anti-UN,0.6,96,0,4,100,0.04
pro-UN,anti-UN,0.2,88,0,12,100,0.12
pro-UN,anti-UN,0.08,85,0,15,100,0.15
pro-UN,anti-UN,-0.08,87,0,13,100,0.13
pro-UN,anti-UN,-0.2,79,0,21,100,0.21
pro-UN,anti-UN,-0.6,81,0,19,100,0.19
pro-UN,anti-UN,-0.8,68,0,32,100,0.32
pro-UN,anti-UN,-0.92,48,0,52,100,0.52
rehabilitative justice,punitive justice,0.92,99,0,1,100,0.01
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.6,98,0,2,100,0.02
rehabilitative justice,punitive justice,0.2,93,4,3,100,0.03
rehabilitative justice,punitive justice,0.08,87,10,3,100,0.03
rehabilitative justice,punitive justice,-0.08,81,19,0,100,0.0
rehabilitative justice,punitive justice,-0.2,69,24,7,100,0.07
rehabilitative justice,punitive justice,-0.6,26,71,3,100,0.03
rehabilitative justice,punitive justice,-0.8,13,79,8,100,0.08
rehabilitative justice,punitive justice,-0.92,3,89,8,100,0.08
marijuana legalization,marijuana criminalization,0.92,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.8,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.6,100,0,0,100,0.0
marijuana legalization,marijuana criminalization,0.2,94,0,6,100,0.06
marijuana legalization,marijuana criminalization,0.08,97,0,3,100,0.03
marijuana legalization,marijuana criminalization,-0.08,99,0,1,100,0.01
marijuana legalization,marijuana criminalization,-0.2,99,0,1,100,0.01
marijuana legalization,marijuana criminalization,-0.6,94,1,5,100,0.05
marijuana legalization,marijuana criminalization,-0.8,87,8,5,100,0.05
marijuana legalization,marijuana criminalization,-0.92,58,35,7,100,0.07
net neutrality,market-driven internet,0.92,100,0,0,100,0.0
net neutrality,market-driven internet,0.8,100,0,0,100,0.0
net neutrality,market-driven internet,0.6,100,0,0,100,0.0
net neutrality,market-driven internet,0.2,100,0,0,100,0.0
net neutrality,market-driven internet,0.08,98,2,0,100,0.0
net neutrality,market-driven internet,-0.08,96,3,1,100,0.01
net neutrality,market-driven internet,-0.2,86,14,0,100,0.0
net neutrality,market-driven internet,-0.6,29,71,0,100,0.0
net neutrality,market-driven internet,-0.8,15,84,1,100,0.01
net neutrality,market-driven internet,-0.92,19,81,0,100,0.0
science-based policy,faith-based policy,0.92,99,0,1,100,0.01
science-based policy,faith-based policy,0.8,99,0,1,100,0.01
science-based policy,faith-based policy,0.6,90,0,10,100,0.1
science-based policy,faith-based policy,0.2,68,0,32,100,0.32
science-based policy,faith-based policy,0.08,70,0,30,100,0.3
science-based policy,faith-based policy,-0.08,66,0,34,100,0.34
science-based policy,faith-based policy,-0.2,70,0,30,100,0.3
science-based policy,faith-based policy,-0.6,53,0,47,100,0.47
science-based policy,faith-based policy,-0.8,39,0,61,100,0.61
science-based policy,faith-based policy,-0.92,21,1,78,100,0.78
mask mandates,personal choice,0.92,90,5,5,100,0.05
mask mandates,personal choice,0.8,92,6,2,100,0.02
mask mandates,personal choice,0.6,84,14,2,100,0.02
mask mandates,personal choice,0.2,46,42,12,100,0.12
mask mandates,personal choice,0.08,45,41,14,100,0.14
mask mandates,personal choice,-0.08,28,61,11,100,0.11
mask mandates,personal choice,-0.2,28,58,14,100,0.14
mask mandates,personal choice,-0.6,31,58,11,100,0.11
mask mandates,personal choice,-0.8,31,57,12,100,0.12
mask mandates,personal choice,-0.92,11,60,29,100,0.29
corporate regulation,corporate freedom,0.92,79,1,20,100,0.2
corporate regulation,corporate freedom,0.8,82,0,18,100,0.18
corporate regulation,corporate freedom,0.6,68,4,28,100,0.28
corporate regulation,corporate freedom,0.2,45,26,29,100,0.29
corporate regulation,corporate freedom,0.08,29,41,30,100,0.3
corporate regulation,corporate freedom,-0.08,18,55,27,100,0.27
corporate regulation,corporate freedom,-0.2,6,55,39,100,0.39
corporate regulation,corporate freedom,-0.6,1,60,39,100,0.39
corporate regulation,corporate freedom,-0.8,1,68,31,100,0.31
corporate regulation,corporate freedom,-0.92,4,72,24,100,0.24
animal rights,animal use for industry,0.92,99,0,1,100,0.01
animal rights,animal use for industry,0.8,100,0,0,100,0.0
animal rights,animal use for industry,0.6,98,0,2,100,0.02
animal rights,animal use for industry,0.2,97,0,3,100,0.03
animal rights,animal use for industry,0.08,98,0,2,100,0.02
animal rights,animal use for industry,-0.08,100,0,0,100,0.0
animal rights,animal use for industry,-0.2,95,0,5,100,0.05
animal rights,animal use for industry,-0.6,80,8,12,100,0.12
animal rights,animal use for industry,-0.8,42,18,40,100,0.4
animal rights,animal use for industry,-0.92,13,19,68,100,0.68
digital privacy,national surveillance,0.92,99,0,1,100,0.01
digital privacy,national surveillance,0.8,100,0,0,100,0.0
digital privacy,national surveillance,0.6,100,0,0,100,0.0
digital privacy,national surveillance,0.2,100,0,0,100,0.0
digital privacy,national surveillance,0.08,100,0,0,100,0.0
digital privacy,national surveillance,-0.08,100,0,0,100,0.0
digital privacy,national surveillance,-0.2,99,1,0,100,0.0
digital privacy,national surveillance,-0.6,89,11,0,100,0.0
digital privacy,national surveillance,-0.8,79,21,0,100,0.0
digital privacy,national surveillance,-0.92,84,16,0,100,0.0
anti-censorship,content moderation,0.92,99,0,1,100,0.01
anti-censorship,content moderation,0.8,98,0,2,100,0.02
anti-censorship,content moderation,0.6,98,0,2,100,0.02
anti-censorship,content moderation,0.2,89,7,4,100,0.04
anti-censorship,content moderation,0.08,77,18,5,100,0.05
anti-censorship,content moderation,-0.08,61,34,5,100,0.05
anti-censorship,content moderation,-0.2,50,45,5,100,0.05
anti-censorship,content moderation,-0.6,29,59,12,100,0.12
anti-censorship,content moderation,-0.8,42,50,8,100,0.08
anti-censorship,content moderation,-0.92,46,38,16,100,0.16
veganism,meat-eating advocacy,0.92,94,0,6,100,0.06
veganism,meat-eating advocacy,0.8,87,0,13,100,0.13
veganism,meat-eating advocacy,0.6,85,0,15,100,0.15
veganism,meat-eating advocacy,0.2,63,0,37,100,0.37
veganism,meat-eating advocacy,0.08,64,1,35,100,0.35
veganism,meat-eating advocacy,-0.08,56,2,42,100,0.42
veganism,meat-eating advocacy,-0.2,49,1,50,100,0.5
veganism,meat-eating advocacy,-0.6,10,47,43,100,0.43
veganism,meat-eating advocacy,-0.8,4,62,34,100,0.34
veganism,meat-eating advocacy,-0.92,4,49,47,100,0.47
Israel support,Palestine support,0.92,96,0,4,100,0.04
Israel support,Palestine support,0.8,88,0,12,100,0.12
Israel support,Palestine support,0.6,76,1,23,100,0.23
Israel support,Palestine support,0.2,40,6,54,100,0.54
Israel support,Palestine support,0.08,28,10,62,100,0.62
Israel support,Palestine support,-0.08,15,17,68,100,0.68
Israel support,Palestine support,-0.2,14,14,72,100,0.72
Israel support,Palestine support,-0.6,1,34,65,100,0.65
Israel support,Palestine support,-0.8,6,57,37,100,0.37
Israel support,Palestine support,-0.92,12,49,39,100,0.39
free speech absolutism,hate speech regulation,0.92,100,0,0,100,0.0
free speech absolutism,hate speech regulation,0.8,97,1,2,100,0.02
free speech absolutism,hate speech regulation,0.6,91,6,3,100,0.03
free speech absolutism,hate speech regulation,0.2,59,36,5,100,0.05
free speech absolutism,hate speech regulation,0.08,61,34,5,100,0.05
free speech absolutism,hate speech regulation,-0.08,40,50,10,100,0.1
free speech absolutism,hate speech regulation,-0.2,29,64,7,100,0.07
free speech absolutism,hate speech regulation,-0.6,6,90,4,100,0.04
free speech absolutism,hate speech regulation,-0.8,0,99,1,100,0.01
free speech absolutism,hate speech regulation,-0.92,0,99,1,100,0.01
gender self-identification,biological sex classification,0.92,31,0,69,100,0.69
gender self-identification,biological sex classification,0.8,28,0,72,100,0.72
gender self-identification,biological sex classification,0.6,23,1,76,100,0.76
gender self-identification,biological sex classification,0.2,16,0,84,100,0.84
gender self-identification,biological sex classification,0.08,14,0,86,100,0.86
gender self-identification,biological sex classification,-0.08,8,0,92,100,0.92
gender self-identification,biological sex classification,-0.2,6,1,93,100,0.93
gender self-identification,biological sex classification,-0.6,8,5,87,100,0.87
gender self-identification,biological sex classification,-0.8,6,0,94,100,0.94
gender self-identification,biological sex classification,-0.92,3,1,96,100,0.96
cancel culture necessary,cancel culture harmful,0.92,81,2,17,100,0.17
cancel culture necessary,cancel culture harmful,0.8,82,4,14,100,0.14
cancel culture necessary,cancel culture harmful,0.6,82,3,15,100,0.15
cancel culture necessary,cancel culture harmful,0.2,82,1,17,100,0.17
cancel culture necessary,cancel culture harmful,0.08,77,1,22,100,0.22
cancel culture necessary,cancel culture harmful,-0.08,65,1,34,100,0.34
cancel culture necessary,cancel culture harmful,-0.2,71,0,29,100,0.29
cancel culture necessary,cancel culture harmful,-0.6,54,2,44,100,0.44
cancel culture necessary,cancel culture harmful,-0.8,59,9,32,100,0.32
cancel culture necessary,cancel culture harmful,-0.92,23,59,18,100,0.18
AI development freedom,AI strict regulation,0.92,97,0,3,100,0.03
AI development freedom,AI strict regulation,0.8,99,0,1,100,0.01
AI development freedom,AI strict regulation,0.6,100,0,0,100,0.0
AI development freedom,AI strict regulation,0.2,97,0,3,100,0.03
AI development freedom,AI strict regulation,0.08,94,0,6,100,0.06
AI development freedom,AI strict regulation,-0.08,94,1,5,100,0.05
AI development freedom,AI strict regulation,-0.2,92,5,3,100,0.03
AI development freedom,AI strict regulation,-0.6,56,32,12,100,0.12
AI development freedom,AI strict regulation,-0.8,27,51,22,100,0.22
AI development freedom,AI strict regulation,-0.92,12,61,27,100,0.27
drag shows for kids,ban on drag shows for kids,0.92,95,0,5,100,0.05
drag shows for kids,ban on drag shows for kids,0.8,90,1,9,100,0.09
drag shows for kids,ban on drag shows for kids,0.6,85,1,14,100,0.14
drag shows for kids,ban on drag shows for kids,0.2,75,1,24,100,0.24
drag shows for kids,ban on drag shows for kids,0.08,75,2,23,100,0.23
drag shows for kids,ban on drag shows for kids,-0.08,58,11,31,100,0.31
drag shows for kids,ban on drag shows for kids,-0.2,66,13,21,100,0.21
drag shows for kids,ban on drag shows for kids,-0.6,26,58,16,100,0.16
drag shows for kids,ban on drag shows for kids,-0.8,12,62,26,100,0.26
drag shows for kids,ban on drag shows for kids,-0.92,14,48,38,100,0.38
nuclear power essential,nuclear power dangerous,0.92,98,0,2,100,0.02
nuclear power essential,nuclear power dangerous,0.8,98,0,2,100,0.02
nuclear power essential,nuclear power dangerous,0.6,97,0,3,100,0.03
nuclear power essential,nuclear power dangerous,0.2,94,0,6,100,0.06
nuclear power essential,nuclear power dangerous,0.08,100,0,0,100,0.0
nuclear power essential,nuclear power dangerous,-0.08,94,0,6,100,0.06
nuclear power essential,nuclear power dangerous,-0.2,92,0,8,100,0.08
nuclear power essential,nuclear power dangerous,-0.6,95,0,5,100,0.05
nuclear power essential,nuclear power dangerous,-0.8,94,0,6,100,0.06
nuclear power essential,nuclear power dangerous,-0.92,87,11,2,100,0.02
religious schools public funding,strict church-state separation,0.92,48,38,14,100,0.14
religious schools public funding,strict church-state separation,0.8,80,18,2,100,0.02
religious schools public funding,strict church-state separation,0.6,77,17,6,100,0.06
religious schools public funding,strict church-state separation,0.2,46,46,8,100,0.08
religious schools public funding,strict church-state separation,0.08,42,50,8,100,0.08
religious schools public funding,strict church-state separation,-0.08,18,76,6,100,0.06
religious schools public funding,strict church-state separation,-0.2,15,76,9,100,0.09
religious schools public funding,strict church-state separation,-0.6,2,98,0,100,0.0
religious schools public funding,strict church-state separation,-0.8,0,100,0,100,0.0
religious schools public funding,strict church-state separation,-0.92,0,97,3,100,0.03
mandatory military service,voluntary military service,0.92,16,0,84,100,0.84
mandatory military service,voluntary military service,0.8,22,0,78,100,0.78
mandatory military service,voluntary military service,0.6,13,1,86,100,0.86
mandatory military service,voluntary military service,0.2,6,12,82,100,0.82
mandatory military service,voluntary military service,0.08,2,24,74,100,0.74
mandatory military service,voluntary military service,-0.08,3,31,66,100,0.66
mandatory military service,voluntary military service,-0.2,1,37,62,100,0.62
mandatory military service,voluntary military service,-0.6,0,77,23,100,0.23
mandatory military service,voluntary military service,-0.8,0,77,23,100,0.23
mandatory military service,voluntary military service,-0.92,0,84,16,100,0.16
statues of controversial figures,removal of controversial statues,0.92,0,24,76,100,0.76
statues of controversial figures,removal of controversial statues,0.8,0,35,65,100,0.65
statues of controversial figures,removal of controversial statues,0.6,0,47,53,100,0.53
statues of controversial figures,removal of controversial statues,0.2,0,46,54,100,0.54
