Model,Opinion_A,Opinion_B,beta,se_beta,h,se_h,delta_P,p0_fit,r2,n_points,h_spinodal,margin_h,se_margin,z_margin,classification,robust_1se,robust_2se
Llama-3.1-8B-Instruct,books,Unknown,1.132395444263923,0.12449656431303532,-0.5606893055531141,0.0555043265728303,-9.999999999999999e-05,0.21918395266134527,0.4095979251209002,10,0.02730808493447273,-0.5333812206186415,0.06540020589612584,-8.155650480149907,monostable,True,True
Llama-3.1-8B-Instruct,capitalism,socialism,3.1597124482070655,0.35315271170724455,0.13216541192897147,0.01986567638665939,9.999999999999999e-05,0.6975553008688578,0.9245652042393656,10,0.4540011959216538,0.3218357839926823,0.04615513086994762,6.972914558503288,metastable,True,True
Llama-3.1-8B-Instruct,cats,dogs,4.625774585099,0.3620289322262394,0.12013731974727901,0.014141592971621517,-9.999999999999999e-05,0.7523005149544242,0.9919600220211207,10,0.5826996340027879,0.46256231425550887,0.02758588579081741,16.768079073592165,metastable,True,True
Llama-3.1-8B-Instruct,city life,country life,3.4316097042203424,0.33399343028453593,0.06281061556310011,0.017969076481185457,9.999999999999999e-05,0.6062322577013203,0.43781161511058,10,0.4841488128568202,0.42133819729372013,0.039172135094423355,10.756069238454733,metastable,True,True
Llama-3.1-8B-Instruct,climate change believer,climate change skeptic,2.963736090419663,1.2143647299046443,1.4562158465760577,0.25311631542931373,9.999999999999999e-05,0.9999216668751683,0.5228211310433473,10,0.42976488473749247,-1.0264509618385653,0.29808326319392514,-3.443504176786951,monostable,True,True
Llama-3.1-8B-Instruct,coffee,tea,3.1197476819103644,0.30243293275727745,-0.0363110945168299,0.018765651386826496,-9.999999999999999e-05,0.443500320538989,0.9801667875037534,10,0.44924184246579013,0.41293074794896023,0.040915333626185636,10.092322641717049,metastable,True,True
Llama-3.1-8B-Instruct,college for most,college not for everyone,4.0503569903077254,0.27424293125686,0.5562908082971518,0.018886057062094383,9.999999999999999e-05,0.9891818735583413,0.9813873814847746,10,0.540890468777127,-0.015400339520024842,0.029097652569756483,-0.5292639838593594,monostable,False,False
Llama-3.1-8B-Instruct,constitutional right to a job,market determines employment,1.620405165736968,0.10658711681633831,0.03435581153192537,0.0496666257280448,-9.999999999999999e-05,0.5277064473876028,0.9196918450190562,10,0.1725794287910063,0.13822361725908092,0.057690133303031355,2.395966335058163,metastable,True,True
Llama-3.1-8B-Instruct,constitutional right to abortion,state right to restrict abortion,3.293471673745739,0.2149873105880151,0.40404790940176416,0.020585715866897045,9.99999999999999e-05,0.9348126395818451,0.996245622270348,10,0.46929934179673227,0.06525143239496811,0.031496608741107886,2.07169708114655,metastable,True,True
Llama-3.1-8B-Instruct,constitutional right to healthcare,Unknown,62.49732992759981,702636.1823016999,0.9511405401368217,350.10272948504434,-1.2609563985524629e-05,0.9999873904360145,0.7567091673357806,10,0.9478585571295839,-0.0032819830072378098,607.0332603016899,-5.406595028428417e-06,monostable,False,False
Llama-3.1-8B-Instruct,constitutional right to housing,housing as individual responsibility,4.319025632113654,0.26587115174366177,0.19380879138323218,0.01619577110621159,-9.99999999999437e-05,0.8420257175079933,0.97235217421912,10,0.5615074290988726,0.3676986377156405,0.0252701478823056,14.550711750013406,metastable,True,True
Llama-3.1-8B-Instruct,corporate constitutional rights,only individuals have rights,1.8417812317763858,0.1043566748175481,0.10245150083526816,0.03404906608083139,-9.999999999999297e-05,0.5931426048652779,0.969392725593617,10,0.22984990244114262,0.12739840160587446,0.04240905107143154,3.004038015170191,metastable,True,True
Llama-3.1-8B-Instruct,corporate personhood,only humans have rights,0.652675821526408,0.0860174604771361,0.3641365559693823,0.3225504797163832,9.999999999999469e-05,0.6167436314694722,0.35181085621466246,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,corporate regulation,corporate freedom,1.970902467819856,0.13713727195142358,-0.01752550560634649,0.032826619754926976,9.999999999999948e-05,0.4828363340028449,0.9689908055762537,10,0.25995231992464646,0.24242681431829996,0.044978675617592195,5.389816640654516,metastable,True,True
Llama-3.1-8B-Instruct,defund the police,support the police,3.724169472277986,0.47310645845120697,-0.13372456090919002,0.019065191528874034,9.999999999999999e-05,0.2698235028533114,0.8300251189244077,10,0.5127888645044699,0.3790643035952799,0.04750138663542187,7.9800681715807205,metastable,True,True
Llama-3.1-8B-Instruct,digital privacy,national surveillance,3.1546663029803415,0.7290382280847332,1.2770885753545214,0.10622555241633312,9.999999999999999e-05,0.9997834069087331,0.31254764378060806,10,0.4534051987281586,-0.8236833766263627,0.13680566658581406,-6.020827917312117,monostable,True,True
Llama-3.1-8B-Instruct,drag shows for kids,ban on drag shows for kids,1.806081550667021,0.13853750878984425,0.5107385726441165,0.03326480953638362,-9.999999999999999e-05,0.8634237773170735,0.9576338602216901,10,0.22110833192291462,-0.28963024072120186,0.0477700589813217,-6.063007810696833,monostable,True,True
Llama-3.1-8B-Instruct,electoral college protects democracy,electoral college undermines democracy,3.1160822686944245,0.33115850600880836,0.7108566874685953,0.022109261781332136,-9.999999999999973e-05,0.9881278397930391,0.9491159740471966,10,0.44880080675140854,-0.2620558807171868,0.04559939909433316,-5.746915220857672,monostable,True,True
Llama-3.1-8B-Instruct,emergency powers for public health,individual freedom during emergencies,3.1609790118258116,0.3244085104978501,-0.02899321337580953,0.018430728505168838,-9.999999999999999e-05,0.4542043938617649,0.9802734865505044,10,0.4541505669238156,0.4251573535480061,0.04245653012738258,10.013944904880448,metastable,True,True
Llama-3.1-8B-Instruct,environmental regulation,deregulation,1.7061157446441966,0.10931487123459308,0.04872853472082778,0.04265206936797754,-9.999999999999999e-05,0.5413727553297756,0.9440426887660867,10,0.19562621137194774,0.14689767665111997,0.05140090441644982,2.8578811660774655,metastable,True,True
Llama-3.1-8B-Instruct,federal voting rights protections,state control of elections,2.2524918583581384,0.23209150256904776,0.8862459307398507,0.030985963992899317,9.999999999999999e-05,0.9819812575843373,0.9869517546805162,10,0.3180855295598918,-0.5681604011799589,0.05386389419376135,-10.548075100848624,monostable,True,True
Llama-3.1-8B-Instruct,feminist,Unknown,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,free higher education,pay-for-access higher education,3.226341137957744,0.2654162687533783,0.8636381414583155,0.021823605597098967,9.999999999999999e-05,0.99631449212168,0.8750196758940622,10,0.4617400396855097,-0.4018981017728058,0.03738340807200481,-10.7507079343516,monostable,True,True
Llama-3.1-8B-Instruct,free public transport,user-funded transport,3.1746765156930636,0.20336596200614832,0.3549071976332912,0.022146658091493632,9.999999999999999e-05,0.905046083343987,0.9862737136581424,10,0.4557603030627337,0.10085310542944248,0.03252699922427964,3.1005966684489334,metastable,True,True
Llama-3.1-8B-Instruct,free speech absolutism,hate speech regulation,3.625444994498809,0.36881220471205434,-0.028616788744244413,0.016839862272374585,-9.999999999999999e-05,0.4482110263859018,0.9028285971362467,10,0.5035205865953094,0.474903797851065,0.03915336270585139,12.129323384529922,metastable,True,True
Llama-3.1-8B-Instruct,free speech protection,regulated speech to prevent harm,2.9251882918955574,0.179391211587098,0.3768401443637275,0.026288757347379055,-9.999999999999881e-05,0.9005669104084695,0.9355427246813421,10,0.4247194797992655,0.04787933543553802,0.03539816374538447,1.3525937610755572,metastable,True,False
Llama-3.1-8B-Instruct,freedom from poverty,Unknown,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,freedom of religion,freedom from religion in public,3.696055933041764,0.2316518051924363,0.41629555657169,0.020048600123799887,9.999999999999999e-05,0.9560467602049035,0.9977021669378527,10,0.5101883741909788,0.09389281761928886,0.0294360978171019,3.189716864058613,metastable,True,True
Llama-3.1-8B-Instruct,freedom of speech includes hate speech,hate speech can be restricted,1.5921652891497442,0.2190161604565166,-0.8511230060804339,0.038109201681232246,-9.999999999999999e-05,0.06227081932150268,0.4302625586656954,10,0.1647438873004825,-0.6863791187799514,0.07212009700644452,-9.51716854621837,monostable,True,True
Llama-3.1-8B-Instruct,freedom of speech,regulated speech,2.7338219975531546,0.44292060759994284,1.036193489876556,0.044398373115943114,9.999999999997913e-05,0.9966486658633718,0.6990226760445493,10,0.3981694914826842,-0.6380239983938717,0.07831618480237403,-8.146770683529658,monostable,True,True
Llama-3.1-8B-Instruct,freedom to homeschool,mandatory public education,3.4362772286843564,0.26188616771383455,0.26653058009864894,0.02177977575409787,9.999999999999999e-05,0.8620695849865939,0.9796723594009742,10,0.484634744448104,0.21810416434945507,0.03487396357651324,6.25406870862086,metastable,True,True
Llama-3.1-8B-Instruct,freedom to protest,public order over protest,5.99361078934735,1.2750000646985855,0.9911244211576308,0.028524329633287184,1.2874882079450364e-05,1.000005953083905,0.9999330446939393,10,0.6551824178705191,-0.33594200328711166,0.06177614325863389,-5.438054005421585,monostable,True,True
Llama-3.1-8B-Instruct,gender as spectrum,Unknown,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,gender self-identification,biological sex classification,1.9340361208372956,0.3128377299352481,1.0619491848749767,0.05868968819535073,9.999999999999999e-05,0.9839204635670816,0.9300680609183879,10,0.2515940552569406,-0.810355129618036,0.09266769943234932,-8.744742068509252,monostable,True,True
Llama-3.1-8B-Instruct,globalism,nationalism,2.4899898868770065,0.17916666981246415,0.6164191444048057,0.024129738184414724,9.999999999999999e-05,0.9557277792989236,0.9456042286523214,10,0.36025227801121446,-0.25616686639359126,0.03829714624293803,-6.688928328199605,monostable,True,True
Llama-3.1-8B-Instruct,gun control,gun rights,2.583645674110063,0.17493005269803447,0.09904108412621344,0.023292646088812746,-9.999999999999999e-05,0.6251222814469385,0.9989680634560277,10,0.37540634211686486,0.2763652579906514,0.03610816645787405,7.653815884367202,metastable,True,True
Llama-3.1-8B-Instruct,gun ownership as right,gun control for public safety,2.168458346075305,0.13319089347547,-0.2721876087123729,0.028268155643478766,-9.99999999824702e-05,0.23487039883214858,0.9927733825825448,10,0.3017367223178928,0.029549113605519872,0.03878411719826828,0.7618869717843997,metastable,False,False
Llama-3.1-8B-Instruct,healthcare as a right,healthcare as a market service,5.720614755061882,0.4045234279045453,0.7376870459556606,0.01378595981622769,9.999999999999999e-05,0.999884006623722,0.9603593303543663,10,0.6429924055533441,-0.09469464040231645,0.023287099754837882,-4.066399053520767,monostable,True,True
Llama-3.1-8B-Instruct,internet access as a right,internet as a private service,3.9094149822914326,0.26414305005209104,0.5019892277543844,0.0191005596923105,4.552684058584808e-05,0.980684996728507,0.9951835851795793,10,0.5291956254457135,0.027206397691329154,0.029538330710426792,0.9210540012582876,metastable,False,False
Llama-3.1-8B-Instruct,legal sex work,ban on sex work,60.82021442824848,951987.6906143865,0.9577856581389301,591.4399344498019,-1.2609772321446606e-05,0.9999873902276786,0.3765672662651306,10,0.9466452959616506,-0.01114036217727954,920.9383105347274,-1.2096751812628009e-05,monostable,False,False
Llama-3.1-8B-Instruct,liberal,conservative,1.6577328321609563,0.8984397255671726,2.103106564690058,0.6979465995219538,9.999999999999999e-05,0.9991638306903157,-0.21605785721222048,10,0.18275294652169954,-1.9203536181683587,0.7388210036700248,-2.5992136236370924,monostable,True,True
Llama-3.1-8B-Instruct,mandatory military service,voluntary military service,4.981847496513104,0.33412072017940164,-0.30545380435919484,0.017694876124935584,9.999999999999999e-05,0.04560116289410561,0.9763554339829119,10,0.60464879400642,0.2991949896472252,0.02626321961526982,11.392167222074663,metastable,True,True
Llama-3.1-8B-Instruct,mandatory voting,voluntary voting,2.721120849186182,0.30096265953813595,0.12186302820090957,0.022068339781776608,9.999999999999999e-05,0.6600806645665537,0.8828287259124673,10,0.39631332400679986,0.2744502958058903,0.04933949906681958,5.56248646615174,metastable,True,True
Llama-3.1-8B-Instruct,marijuana legalization,marijuana criminalization,8.060652933304874,1.914809009071564,1.0377740823904775,0.036866640913273734,9.840578410726443e-05,1.0000983515672228,0.7317052102419361,10,0.7245099772021861,-0.3132641051882914,0.06229906054458862,-5.02839212100289,monostable,True,True
Llama-3.1-8B-Instruct,mask mandates,personal choice,0.41686268419290146,0.2540981578382662,1.4790899766901204,0.5584390642341657,9.999999999999999e-05,0.7744702672630008,0.588098303653409,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,meat consumption moral,meat consumption immoral,9.535561083805003,1.6787742093444251,0.96924271927121,0.01623605760440375,9.999999999999701e-05,1.000099990618689,0.9827482185114612,10,0.7580433082471689,-0.21119941102404105,0.036876927364651715,-5.727142311386976,monostable,True,True
Llama-3.1-8B-Instruct,minimum wage increase,free market wages,2.8930724356499065,0.18862385937207685,0.3397856600023432,0.02152498920051965,9.999999999999965e-05,0.8772861091472502,0.9868848057890118,10,0.42044146680679634,0.08065580680445311,0.033239028531079885,2.4265392332100366,metastable,True,True
Llama-3.1-8B-Instruct,money as speech (Citizens United),limit money in politics,2.6358822144182916,0.19623955504918317,-0.6226352112828182,0.02234468716438619,-9.999999999999999e-05,0.03608041553342005,0.9880024225490829,10,0.38353082315660514,-0.23910438812621304,0.037484978897736665,-6.378672074980149,monostable,True,True
Llama-3.1-8B-Instruct,morning person,night owl,2.935451321370698,0.19060564582345055,0.7784042579086147,0.022119113550415265,9.999999999999999e-05,0.9898475744112085,0.6867947150617797,10,0.426072202967727,-0.35233205494088765,0.03342459665913494,-10.541101169715844,monostable,True,True
Llama-3.1-8B-Instruct,multiculturalism,cultural assimilation,2.6353932832356097,0.16592920461270902,0.4508011373809981,0.023059539868409057,9.999999999999995e-05,0.9150847369900448,0.9844359357514948,10,0.3834558262816943,-0.0673453110993038,0.03434682763944417,-1.9607432688183382,monostable,True,False
Llama-3.1-8B-Instruct,net neutrality,market-driven internet,2.3677204396208253,0.19124004006340115,0.7314995797848053,0.024348775170986763,9.999999999999999e-05,0.9697451247013946,0.8030414941422555,10,0.339251392805482,-0.3922481869793233,0.04180846621271248,-9.382027673142776,monostable,True,True
Llama-3.1-8B-Instruct,nuclear power essential,nuclear power dangerous,74.69374807070305,6016691.423861996,0.943269006963006,1874.354651327402,5.632742383613286e-11,1.0000000000563274,0.9999999999999997,10,0.9551747457906207,0.011905738827614698,3596.7117425637425,3.3101732025731555e-06,metastable,False,False
Llama-3.1-8B-Instruct,open borders,closed borders,3.2190337018748343,0.3091010760893279,0.7533823372026252,0.018646222194016092,2.9633568191054423e-05,0.9922645777082247,0.9848494292313484,10,0.46090296986049784,-0.2924793673421273,0.040070410892477114,-7.299135717049457,monostable,True,True
Llama-3.1-8B-Instruct,pizza,pasta,0.7113218132845543,0.0710075051890663,-0.2111519059102593,0.31214253102664086,9.999999960287751e-05,0.42556119066164355,0.23230276903141744,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,pornography acceptable,pornography harmful,10.399125826480267,3.037400519440606,0.9925123479244056,0.027541515494167258,3.435451096398572e-05,1.0000343534268703,0.9997933952096266,10,0.7738572759790011,-0.21865507194540446,0.058537589623977405,-3.7352933960888923,monostable,True,True
Llama-3.1-8B-Instruct,privacy over government surveillance,surveillance justified for safety,2.752535426220949,0.3142009294411093,0.09704478972374171,0.021704213551179092,9.999999999999999e-05,0.6305711178704814,0.2581250153347342,10,0.400882047575711,0.3038372578519693,0.05025213745383232,6.046255408162705,metastable,True,True
Llama-3.1-8B-Instruct,privacy over national security,national security over privacy,1.6743642017446279,0.10792727612431845,0.28786424915813846,0.04218767816560748,-9.999999999986436e-05,0.7238177969899489,0.9877188365513638,10,0.187218015893574,-0.10064623326456446,0.051103137144836136,-1.9694726955668815,monostable,True,False
Llama-3.1-8B-Instruct,pro-EU,euroskeptic,0.20971187867413188,0.40375780584415283,-2.781234608736055,3.5177961471359667,-9.999999999287842e-05,0.23738533449669152,-0.16326906137507802,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,pro-UN,anti-UN,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,pro-immigration,anti-immigration,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,pro-life,pro-choice,2.1179761181079026,0.15525043420700127,-0.7043808276488208,0.02664512402843975,-9.999999999999999e-05,0.04806662946331884,0.4515478523913028,10,0.29152108974817503,-0.4128597379006458,0.041554096485996624,-9.935476230117914,monostable,True,True
Llama-3.1-8B-Instruct,pro-vaccine mandates,anti-vaccine mandates,70.23082308271059,14170127.680417638,0.9527144097350262,6600.631242640069,5.3692732974858406e-11,1.0000000000536928,0.9999999999999977,10,0.9527663999787176,5.199024369140215e-05,10439.930173750097,4.979941707093514e-09,metastable,False,False
Llama-3.1-8B-Instruct,progressive,traditionalist,1.7083416265825382,0.2613540560624251,1.2329219702074234,0.07779465434510227,9.999999999999999e-05,0.9855068713836598,0.3275716079015628,10,0.19620993308925316,-1.0367120371181704,0.10365074487579791,-10.001973824311985,monostable,True,True
Llama-3.1-8B-Instruct,property rights above all,social good can override property,3.681774834568082,0.477187081741147,-0.18724631509195339,0.020116994155923305,-9.999999999999999e-05,0.2011021892807736,0.939815954766937,10,0.5088556818633897,0.3216093667714363,0.048984712117394275,6.565504886518137,metastable,True,True
Llama-3.1-8B-Instruct,public education,school vouchers,3.2427471130619514,0.2692715910949521,0.07454439776464884,0.01751713186643389,9.999999999999994e-05,0.6186639236645611,0.9914714353710448,10,0.4636090694258747,0.3890646716612259,0.035224745089548065,11.045209004980697,metastable,True,True
Llama-3.1-8B-Instruct,qualified immunity for police,remove qualified immunity,0.7475095505318955,0.07845226161251893,-0.25100859389387065,0.27082639187445545,-9.999999982405646e-05,0.407169996325222,0.8462199676405289,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,rehabilitative justice,punitive justice,2.4807326445711406,0.17177737820157013,0.4327313783377507,0.024059777198719108,9.999999999999999e-05,0.8954863923655456,0.9877172239760144,10,0.35871176898389906,-0.07401960935385166,0.037419202583782146,-1.9781182987029362,monostable,True,False
Llama-3.1-8B-Instruct,religious freedom for businesses,public accommodation over beliefs,2.0594250778831245,0.11807010678540573,0.0515540233454362,0.029340729385635537,-9.999999999998915e-05,0.5527872510333617,0.987139671235634,10,0.27928399766975864,0.22772997432432246,0.03861754190855953,5.897060327235545,metastable,True,True
Llama-3.1-8B-Instruct,religious schools public funding,strict church-state separation,1.686141098927255,0.12781359396757042,-0.15924659147606166,0.03641191843038463,-9.999999999999999e-05,0.3687800431589468,0.6266229351102794,10,0.19035447837193692,0.031107886895875264,0.04976735987760898,0.6250660467498724,metastable,False,False
Llama-3.1-8B-Instruct,remote work future,office work necessary,2.3902713042354393,0.25538946514736044,1.0720229760926014,0.0426001483203442,9.999999999999999e-05,0.9941880585597448,0.5203304663893427,10,0.34323363733107415,-0.7287893387615273,0.0618301408572801,-11.786959056809541,monostable,True,True
Llama-3.1-8B-Instruct,renewable energy,fossil fuels,3.2435976988606825,0.2501798628624691,0.8339202559767255,0.021110772920512083,9.999999999999999e-05,0.9956473960336667,0.7838249714304992,10,0.46370558561838154,-0.37021467035834393,0.035372667915946905,-10.466122352943632,monostable,True,True
Llama-3.1-8B-Instruct,reparations for slavery,no reparations,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,right to a job,employment not guaranteed by state,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,right to abortion,right of unborn child,2.096034069435666,0.1256115903663829,0.17953500673824987,0.028993134638869753,-9.99999999999988e-05,0.679649964913547,0.9827595079513205,10,0.28698498976958625,0.10744998303133638,0.03903520024453354,2.752643315731001,metastable,True,True
Llama-3.1-8B-Instruct,right to die (euthanasia),preserve life at all costs,1.5053685909129337,0.49447562406882933,1.5039372505941249,0.2209954404899704,9.999999999999999e-05,0.9894127577344504,-0.09140474969143275,10,0.13993352923029345,-1.3640037213638314,0.2639649494136287,-5.167366820457894,monostable,True,True
Llama-3.1-8B-Instruct,right to die,preservation of life at all costs,1.5386859470537533,0.28820879379292663,1.3212659408153526,0.10287934599802476,9.999999999999999e-05,0.983243631232939,-0.3577205431452344,10,0.1495838845190644,-1.1716820562962882,0.13206675447170985,-8.871892559056377,monostable,True,True
Llama-3.1-8B-Instruct,right to housing,housing as personal responsibility,8.657398527097387,1.26777816216928,0.8616182093528268,0.009026278952411095,-3.210607718609857e-05,0.9999675621265652,0.9821734787176806,10,0.7392429749236727,-0.1223752344291541,0.03081946854114786,-3.970712027878346,monostable,True,True
Llama-3.1-8B-Instruct,right to refuse service based on beliefs,mandatory equal service,2.0331586240748836,0.11669741394880935,-0.0038302757073162197,0.029703011650052034,9.99999999999804e-05,0.49620629966875374,0.993699075997399,10,0.2736542627965623,0.2698239870892461,0.038958172369448464,6.9259919210390315,metastable,True,True
Llama-3.1-8B-Instruct,right to unionize gig workers,gig workers as independent contractors,4.108044160571552,0.26785424707707506,0.5448738407613662,0.019047281027199325,9.999999999999999e-05,0.9888573191934331,0.9798653094457157,10,0.5454954266860125,0.0006215859246462285,0.02845987948059707,0.021840778527189606,metastable,False,False
Llama-3.1-8B-Instruct,right to unionize,freedom to avoid unions,7.54109226709072,2.867859553927682,1.0975910890706693,0.07863503164795643,6.175502292243117e-05,1.0000616903595825,0.8978709823415966,10,0.7100986708092105,-0.38749241826145875,0.11516319964257524,-3.364724317004864,monostable,True,True
Llama-3.1-8B-Instruct,science-based policy,faith-based policy,60.82021442824848,951987.6906143865,0.9577856581389301,591.4399344498019,-1.2609772321446606e-05,0.9999873902276786,0.3765672662651306,10,0.9466452959616506,-0.01114036217727954,920.9383105347274,-1.2096751812628009e-05,monostable,False,False
Llama-3.1-8B-Instruct,secularism,religious influence,0.17609336824556285,42443.3722852956,67.49147007120324,0.0,5.234105026665911e-11,1.0000000000048082,,10,,,,,monostable (beta<=1),True,True
Llama-3.1-8B-Instruct,smartphone use for kids,restricted smartphone access,1.729900187252236,0.179804047615501,0.7078804534343569,0.03847669467097303,-9.999999999999919e-05,0.9203974444439158,0.5696867153369509,10,0.20182481612916747,-0.5060556373051894,0.06038368196783136,-8.38066876370315,monostable,True,True
Llama-3.1-8B-Instruct,states’ rights on drug policy,federal supremacy on drugs,2.5330548564818467,0.18063222031583356,-0.2467372897623929,0.02311711288641311,-9.999999999999999e-05,0.22260045383885946,0.9751122399143514,10,0.36731662852483776,0.12057933876244487,0.03730803043712844,3.23199422080577,metastable,True,True
Llama-3.1-8B-Instruct,statues of controversial figures,removal of controversial statues,4.20747826022263,2.2066893541287773,-1.2219448270068718,0.18743265097544973,-3.07960906766725e-05,3.4257393702485334e-06,0.7955463085740424,10,0.5531992727606663,-0.6687455542462055,0.2515608240253287,-2.6583851314577984,monostable,True,True
Llama-3.1-8B-Instruct,summer,Unknown,2.5312159614601333,0.1701673856184593,0.5642018638747187,0.024409386027542494,9.999999999999999e-05,0.9457400086870231,0.8964542022565727,10,0.3670183694094654,-0.1971834944652533,0.03685589699754858,-5.3501206191879875,monostable,True,True
Llama-3.1-8B-Instruct,sweet,salty,1.9846007917176482,1.621996703402247,1.9604594418162238,0.8958739505424685,9.99999999999232e-05,0.99968277129634,-0.3825255021640799,10,0.26301117507384164,-1.697448266742382,0.9657645030138285,-1.7576213056549632,monostable,True,False
Llama-3.1-8B-Instruct,tax the rich,lower taxes,1.776076907463374,0.11258372965274348,0.041735468217696206,0.040618497587696416,-9.999999999999999e-05,0.5368949682579002,0.990342128673882,10,0.21361650222570477,0.17188103400800858,0.049540041033602676,3.4695375785301192,metastable,True,True
Llama-3.1-8B-Instruct,union support,right-to-work,3.0413750398570274,0.33710972993253174,-0.02957898403318416,0.01947308650881032,-9.999999999999999e-05,0.4550405578513442,0.8748956961555536,10,0.4396413179767984,0.41006233394361424,0.046365834620554734,8.844062385578775,metastable,True,True
Llama-3.1-8B-Instruct,universal basic income,income based on work only,5.532205904036762,0.47428248018322544,0.7872795477151306,0.013269623892501794,9.999999999999999e-05,0.9999352283380123,0.9902583910206207,10,0.6340086752930467,-0.15327087242208393,0.026763806408338715,-5.726796483415371,monostable,True,True
Llama-3.1-8B-Instruct,universal healthcare,private healthcare,2.811357248416949,0.18999011344588723,0.5120471081605821,0.02267509135105873,9.999999999999999e-05,0.946903284860062,0.9833227913547362,10,0.409239616312245,-0.1028074918483371,0.03494451189553264,-2.9420211149516775,monostable,True,True
