Model,Opinion_A,beta,h,M,se_M,z_M,bic_smooth,bic_jump,delta_bic
Llama-3.1-8B-Instruct,federal voting rights protections,2.2524918583581384,0.8862459307398507,0.002173524380885154,0.019308565666403005,0.11256788403848644,11.48009169541235,12.271774458769816,-0.7916827633574659
Llama-3.1-8B-Instruct,free higher education,3.226341137957744,0.8636381414583155,0.001640014538122387,0.013890212990636527,0.11806979052286169,35.833666920904385,36.68310173320934,-0.8494348123049562
Llama-3.1-8B-Instruct,free public transport,3.1746765156930636,0.3549071976332912,0.0030279727391733734,0.02676987465703036,0.11311120346908912,26.79538917246995,24.903674306994375,1.8917148654755742
Llama-3.1-8B-Instruct,free speech absolutism,3.625444994498809,-0.028616788744244413,0.010999577060089126,0.024565987725089014,0.4477563525302653,86.59332770260211,77.76922787454848,8.824099828053633
Llama-3.1-8B-Instruct,free speech protection,2.9251882918955574,0.3768401443637275,-0.04815313093193652,0.02984208951297509,-1.6135978317134911,56.25996170678882,50.98261312379512,5.277348582993703
Llama-3.1-8B-Instruct,freedom of religion,3.696055933041764,0.41629555657169,0.0008254373088454977,0.020673660595629806,0.03992700301077722,12.326618161369955,14.478530955465203,-2.1519127940952476
Llama-3.1-8B-Instruct,freedom of speech includes hate speech,1.5921652891497442,-0.8511230060804339,0.15853860018567742,0.04619208169705987,3.43215967674755,112.94343253908544,42.75940650435365,70.18402603473179
Llama-3.1-8B-Instruct,freedom of speech,2.7338219975531546,1.036193489876556,0.001761192144678598,0.011502572758070798,0.15311288889199634,35.16905519503407,36.76303933644418,-1.593984141410111
Llama-3.1-8B-Instruct,freedom to homeschool,3.4362772286843564,0.26653058009864894,0.006290571409316366,0.01698150041561581,0.37043672557530294,37.123942312018876,31.922902462978318,5.2010398490405585
Llama-3.1-8B-Instruct,freedom to protest,5.99361078934735,0.9911244211576308,-4.356831783122657e-05,0.0008443713546314386,-0.05159852663434301,6.925440736496988,9.225364640435192,-2.299923903938204
Llama-3.1-8B-Instruct,gender self-identification,1.9340361208372956,1.0619491848749767,0.008314362568047011,0.020940740299401985,0.3970424373337197,17.474311381802266,15.102347217342473,2.3719641644597935
Llama-3.1-8B-Instruct,globalism,2.4899898868770065,0.6164191444048057,0.004525809498292487,0.03406027521586701,0.13287648058064233,33.39517689656221,29.191738940472252,4.20343795608996
Llama-3.1-8B-Instruct,gun control,2.583645674110063,0.09904108412621344,-0.02279805214372381,0.02076295641314441,-1.098015701140279,9.612404688510502,10.61505061976549,-1.002645931254989
Llama-3.1-8B-Instruct,gun ownership as right,2.168458346075305,-0.2721876087123729,0.010546171666455731,0.05681189122938454,0.18563317358815518,15.362294766848002,17.324406677253933,-1.9621119104059304
Llama-3.1-8B-Instruct,healthcare as a right,5.720614755061882,0.7376870459556606,-0.0009051825596240046,0.0012577895338755948,-0.7196613863011634,28.06373660403964,29.08503420706316,-1.0212976030235197
Llama-3.1-8B-Instruct,internet access as a right,3.9094149822914326,0.5019892277543844,-0.0001236363763647625,0.014611383679706135,-0.008461647375428382,15.303621356418912,17.60357927566641,-2.299957919247497
Llama-3.1-8B-Instruct,legal sex work,60.82021442824848,0.9577856581389301,3.3556792997102854e-05,0.0008351567570071192,0.04018023289107724,7.916582650698862,10.217051832876297,-2.3004691821774355
Llama-3.1-8B-Instruct,liberal,1.6577328321609563,2.103106564690058,0.001504313598549915,0.00918391719499992,0.16379868923131424,50.14026974981214,51.57197469737392,-1.4317049475617765
Llama-3.1-8B-Instruct,mandatory military service,4.981847496513104,-0.30545380435919484,0.0013539910600520212,0.0033345066392473635,0.4060543902103708,40.05892701336306,40.87991926765117,-0.8209922542881074
Llama-3.1-8B-Instruct,mandatory voting,2.721120849186182,0.12186302820090957,0.1287707800146464,0.07286201085345442,1.767323993756361,86.30780086451004,29.372586327786735,56.93521453672331
Llama-3.1-8B-Instruct,marijuana legalization,8.060652933304874,1.0377740823904775,-0.00026866494274572513,0.0008285068249843425,-0.32427607672489905,13.452548082695593,15.622540030970228,-2.1699919482746353
Llama-3.1-8B-Instruct,mask mandates,0.41686268419290146,1.4790899766901204,0.09077412727932493,0.05308246463240515,1.7100586400411828,33.26156533869845,32.178940461739884,1.082624876958569
Llama-3.1-8B-Instruct,meat consumption moral,9.535561083805003,0.96924271927121,-0.0002768277855478685,0.0008068679730796671,-0.34308932165353845,9.206659243203955,11.366702182932126,-2.1600429397281715
Llama-3.1-8B-Instruct,minimum wage increase,2.8930724356499065,0.3397856600023432,0.0032035843483950097,0.033475919752211716,0.09569817265986702,26.979235382976082,27.583302327732728,-0.6040669447566458
Llama-3.1-8B-Instruct,money as speech (Citizens United),2.6358822144182916,-0.6226352112828182,0.002525959698920478,0.0316245904653801,0.07987327778001373,16.70081156136417,16.840525463818814,-0.13971390245464477
Llama-3.1-8B-Instruct,morning person,2.935451321370698,0.7784042579086147,0.002568594241689383,0.027304770307148143,0.09407126347504736,95.29507040793922,93.77241445644009,1.5226559514991322
Llama-3.1-8B-Instruct,multiculturalism,2.6353932832356097,0.4508011373809981,0.003970415539663851,0.04133227377748033,0.09606090294086628,24.52927174754149,24.576335350598466,-0.04706360305697643
Llama-3.1-8B-Instruct,net neutrality,2.3677204396208253,0.7314995797848053,0.0038823445035152788,0.024528680694862876,0.1582777545931515,64.74228879613787,62.94863400317554,1.7936547929623288
Llama-3.1-8B-Instruct,nuclear power essential,74.69374807070305,0.943269006963006,-1.2483140892547224e-10,0.00073029635626283,-1.709325369830355e-07,6.907755278982366,9.21034037197637,-2.302585092994004
Llama-3.1-8B-Instruct,open borders,3.2190337018748343,0.7533823372026252,0.0002653556088548534,0.013191150947102033,0.02011618318363262,13.108581960112367,15.40731883504217,-2.298736874929803
Llama-3.1-8B-Instruct,pizza,0.7113218132845543,-0.2111519059102593,0.4114010113857456,0.05482794424834894,7.5034914590680515,215.07398074839418,163.21625426563526,51.85772648275892
Llama-3.1-8B-Instruct,pornography acceptable,10.399125826480267,0.9925123479244056,-9.791651627236113e-05,0.0007597564412332831,-0.12887882347323973,7.002533267635053,9.288314192664995,-2.2857809250299415
Llama-3.1-8B-Instruct,privacy over government surveillance,2.752535426220949,0.09704478972374171,0.2736877260008836,0.05606965945608381,4.881208993524345,218.0108007615693,80.51098905608472,137.49981170548457
Llama-3.1-8B-Instruct,privacy over national security,1.6743642017446279,0.28786424915813846,-0.06856282918628785,0.06507376297400187,-1.0536170962432267,19.509520245865925,17.057008543713533,2.4525117021523926
Llama-3.1-8B-Instruct,pro-EU,0.20971187867413188,-2.781234608736055,0.11164059359593478,0.056905557631601135,1.9618574747774347,247.56290044659985,241.64650846065118,5.916391985948678
Llama-3.1-8B-Instruct,pro-UN,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
Llama-3.1-8B-Instruct,pro-immigration,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
Llama-3.1-8B-Instruct,pro-life,2.1179761181079026,-0.7043808276488208,0.012363087802390465,0.04259587545726628,0.2902414299429897,176.8186569146767,154.1912335469166,22.627423367760088
Llama-3.1-8B-Instruct,pro-vaccine mandates,70.23082308271059,0.9527144097350262,-1.2005706870946825e-10,0.0007302965248143202,-1.643949609920341e-07,6.9077552789823455,9.210340371976356,-2.3025850929940104
Llama-3.1-8B-Instruct,progressive,1.7083416265825382,1.2329219702074234,0.006961369260490747,0.01694181130437375,0.41089876019889204,82.3612358804148,75.48801259589337,6.87322328452143
Llama-3.1-8B-Instruct,property rights above all,3.681774834568082,-0.18724631509195339,0.05866086165867167,0.05675712654468523,1.0335417810922407,69.29521864435047,35.10696875049278,34.18824989385769
Llama-3.1-8B-Instruct,public education,3.2427471130619514,0.07454439776464884,0.005693346619550202,0.02076082084797868,0.2742351403752188,24.476184893525,23.944224593934933,0.5319602995900681
Llama-3.1-8B-Instruct,qualified immunity for police,0.7475095505318955,-0.25100859389387065,0.09430625601837526,0.061442973893085354,1.534858260319139,41.149373887382076,41.48963481747121,-0.34026093008913705
Llama-3.1-8B-Instruct,rehabilitative justice,2.4807326445711406,0.4327313783377507,0.008759304757118919,0.04878563735926231,0.17954679350839517,21.816109224449207,17.046347964031668,4.769761260417539
Llama-3.1-8B-Instruct,religious freedom for businesses,2.0594250778831245,0.0515540233454362,0.04000227942836609,0.057622810222080496,0.6942091035511073,18.864724698285393,19.662512863099437,-0.7977881648140439
Llama-3.1-8B-Instruct,religious schools public funding,1.686141098927255,-0.15924659147606166,0.37355692755167225,0.05551564023268538,6.728859218518693,159.70700828564094,109.38943509841378,50.317573187227154
Llama-3.1-8B-Instruct,remote work future,2.3902713042354393,1.0720229760926014,0.002198239653337548,0.01835665457525422,0.11975164888164841,57.72967660315077,57.54336584992939,0.18631075322138457
Llama-3.1-8B-Instruct,renewable energy,3.2435976988606825,0.8339202559767255,0.002557134707545566,0.018412299213794597,0.13888187878403294,60.67725698747252,60.10015109657208,0.577105890900441
Llama-3.1-8B-Instruct,reparations for slavery,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
Llama-3.1-8B-Instruct,right to a job,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
Llama-3.1-8B-Instruct,right to abortion,2.096034069435666,0.17953500673824987,0.016081305475166327,0.05933298533473089,0.27103482800406214,20.39976423114036,22.300831163826473,-1.9010669326861134
Llama-3.1-8B-Instruct,right to die (euthanasia),1.5053685909129337,1.5039372505941249,0.11120335282742627,0.027177044102106675,4.091811913378988,63.16135928831647,36.92670036490695,26.23465892340952
Llama-3.1-8B-Instruct,right to die,1.5386859470537533,1.3212659408153526,0.019308534491235,0.03238129121911451,0.5962867373193961,164.29904903925444,144.2414019433023,20.05764709595215
Llama-3.1-8B-Instruct,right to housing,8.657398527097387,0.8616182093528268,0.00019103236498951728,0.0010904823859396958,0.17518152283120092,17.308764510774438,19.580664486105054,-2.2718999753306157
Llama-3.1-8B-Instruct,right to refuse service based on beliefs,2.0331586240748836,-0.0038302757073162197,0.060155610750997034,0.06568103380182319,0.9158749073971978,15.190237027885516,15.020012149074784,0.1702248788107319
Llama-3.1-8B-Instruct,right to unionize gig workers,4.108044160571552,0.5448738407613662,0.001556242735249579,0.017712861701799518,0.08785947530383949,30.436368268971066,31.52802326775922,-1.0916549987881545
Llama-3.1-8B-Instruct,right to unionize,7.54109226709072,1.0975910890706693,-0.00019245498861055578,0.0008235891043214521,-0.23367840540959775,8.437655866979242,10.680982296449649,-2.2433264294704074
Llama-3.1-8B-Instruct,science-based policy,60.82021442824848,0.9577856581389301,3.3556792997102854e-05,0.0008351567570071192,0.04018023289107724,7.916582650698862,10.217051832876297,-2.3004691821774355
Llama-3.1-8B-Instruct,secularism,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
Llama-3.1-8B-Instruct,smartphone use for kids,1.729900187252236,0.7078804534343569,-0.06034986581074236,0.037745612552824236,-1.598857767277824,113.33107199303501,106.17105004543909,7.160021947595922
Llama-3.1-8B-Instruct,states’ rights on drug policy,2.5330548564818467,-0.2467372897623929,0.019107511436051026,0.05264477390069201,0.36295172379493984,36.28955829414932,23.77007845143401,12.519479842715313
Llama-3.1-8B-Instruct,statues of controversial figures,4.20747826022263,-1.2219448270068718,-0.00016187599842003493,0.001050541956394244,-0.15408808514001568,10.459043622969016,12.742005915451545,-2.2829622924825284
Llama-3.1-8B-Instruct,sweet,1.9846007917176482,1.9604594418162238,-0.0001385875636016798,0.0019614287285947725,-0.07065643608726388,69.7737872911544,72.05729689664568,-2.2835096054912754
Llama-3.1-8B-Instruct,tax the rich,1.776076907463374,0.041735468217696206,-0.11959462130163534,0.03368713056544817,-3.550157561484319,18.53574486974592,13.728966589179525,4.806778280566395
Llama-3.1-8B-Instruct,union support,3.0413750398570274,-0.02957898403318416,0.09450283494109778,0.07721572354743894,1.223880714956173,90.94139665832407,58.247782174797734,32.69361448352633
Llama-3.1-8B-Instruct,universal basic income,5.532205904036762,0.7872795477151306,-0.000661633481597112,0.0011471420420464877,-0.5767668321324584,13.190298320255007,14.801308779747767,-1.6110104594927606
Llama-3.1-8B-Instruct,universal healthcare,2.811357248416949,0.5120471081605821,0.0037715932673438525,0.03462894425656567,0.10891447453321525,23.127465141053968,21.32237121215831,1.8050939288956585
Llama-3.1-8B-Instruct,unrestricted gun ownership,2.9749732856985176,-0.3364883942460574,0.013812351209210491,0.06046701120314912,0.22842788049843524,125.45181503665204,102.17941309852247,23.272401938129562
Llama-3.1-8B-Instruct,vaccination choice,1.0751197230282459,1.1182722669485867,-0.071544527481269,0.035208085428801945,-2.03204822443262,31.84865935544655,23.00688940382458,8.84176995162197
Llama-3.1-8B-Instruct,veganism,4.699529693677166,0.4768734510047177,0.0014802404123825782,0.016571156921902305,0.08932631676585755,18.796122827714232,20.349988873007,-1.553866045292768
Llama-3.1-8B-Instruct,voting as a duty,-0.17293514534571322,0.49801873380118156,0.25668541110753285,0.06699912096290138,3.83117580377904,34.80843762583206,19.20536336411465,15.603074261717413
Llama-3.1-8B-Instruct,welfare programs,3.1104133033027628,0.031045526462138442,0.31126097056897334,0.05691230307276799,5.469133276349676,117.1338911899097,57.27031329637653,59.863577893533176
gemma-3-12b-it,AI development freedom,8.954425307271155,0.534263174949272,0.0006244801452189293,0.0046749208616267395,0.1335809019452851,35.37232419666315,37.19499702673161,-1.8226728300684627
gemma-3-12b-it,Israel support,8.345636496641431,-0.1787855728146494,0.0005637055683146174,0.0011439982727181068,0.49275036663759053,38.56492842159676,40.51341968797203,-1.948491266375271
gemma-3-12b-it,LGBTQ+ rights,7.441106965211885,0.5309744872312697,-0.000565244885393091,0.003572367866827373,-0.15822695379215976,27.89047471811547,29.753270297224873,-1.8627955791094024
gemma-3-12b-it,Supreme Court lifetime appointments,4.087826623379067,-0.6889117004064612,0.001456264581918189,0.009737055845828601,0.14955902533331566,21.24600534813701,22.321818686492197,-1.0758133383551858
gemma-3-12b-it,affirmative action constitutional,5.618082576415841,0.6281371061983954,-0.0009402447215674016,0.0021421042655795047,-0.4389350867162559,31.49102554524558,32.75322593368021,-1.262200388434632
gemma-3-12b-it,affirmative action,5.449005325379091,-0.056793894255725785,0.0016244008581489618,0.001040987318845667,1.5604425037091056,55.412447685890236,54.74357969420373,0.6688679916865041
gemma-3-12b-it,animal rights,5.704072471700699,0.826136639247068,-0.0003762565369617752,0.0009795198161128894,-0.384123455975506,9.713540685158288,11.787726447972004,-2.074185762813716
gemma-3-12b-it,anti-censorship,4.017117536281067,0.9287157512772315,-0.00033272309594027644,0.0015245436175072595,-0.2182443926952402,11.710972481334824,13.850421811994952,-2.1394493306601277
gemma-3-12b-it,big government,3.4562961361616873,-0.7060215960171661,0.000885941300514833,0.010515868392248053,0.08424803995910783,30.087983672087393,31.696294888255302,-1.608311216167909
gemma-3-12b-it,cancel culture necessary,5.841440077626724,0.002695714586912519,0.0003238741487891955,0.0063777048473878505,0.05078224165890122,15.729147612225297,17.96306337061911,-2.233915758393813
gemma-3-12b-it,capitalism,5.5039277673436775,-0.1185335378021032,0.0005595485565515248,0.001006266361795118,0.5560640579829422,26.386684669073905,28.368806473235047,-1.9821218041611424
gemma-3-12b-it,cats,5.427877730618256,-0.020070444926966028,0.0014695480479768582,0.0010386141271535299,1.4149124391407655,28.173855304114785,28.076498845242007,0.09735645887277755
gemma-3-12b-it,city life,4.967741210075839,-0.08345666555404026,0.0013133504967175267,0.0011938445229348988,1.100101790046194,17.82930136064897,18.70485934458147,-0.8755579839325023
gemma-3-12b-it,climate change believer,0.17609336824556285,67.49147007120324,-1.502912645519047e-11,0.0006969322277392579,-2.1564688583770433e-08,6.907755278982139,9.210340371976184,-2.302585092994045
gemma-3-12b-it,coffee,4.863652482282522,-0.021797423009068426,0.001735231481281806,0.0011781653398295114,1.4728250973101158,29.7028178317092,29.34806460397599,0.3547532277332124
gemma-3-12b-it,college for most,4.531079177151211,0.06088628806158592,0.002177289367367414,0.001464926144775346,1.486279274305199,42.1327037131543,41.36988209116879,0.7628216219855091
gemma-3-12b-it,constitutional right to a job,7.094283842627086,0.26993805058005893,0.00102105861566772,0.0012509360765145295,0.8162356453198514,22.060653260237782,23.596908966361717,-1.536255706123935
gemma-3-12b-it,constitutional right to abortion,6.439687398623366,0.4395527804658028,0.0004456711469168766,0.00924970521219723,0.04818220004775797,12.355629394624772,14.44386187593739,-2.088232481312618
gemma-3-12b-it,constitutional right to housing,7.720388220701109,0.5342561462028136,-0.00046965615880017835,0.0020662961746080897,-0.2272937270908209,10.903182371720234,12.898977841321624,-1.99579546960139
gemma-3-12b-it,corporate constitutional rights,5.080784666899543,-0.12308964598363994,0.0011654856476552974,0.0012388852336621555,0.9407535225923322,11.404412452425131,12.502834443944504,-1.0984219915193734
gemma-3-12b-it,corporate personhood,4.889597068769913,0.029181532334024516,0.0016427090692000892,0.0011818537668909458,1.3899427452192301,27.72315876635433,27.689190280832282,0.03396848552204901
gemma-3-12b-it,corporate regulation,4.5501755639582235,-0.065325521666849,0.002845523730638737,0.001456031393507507,1.9543010839786994,49.272384781490764,45.9988404885507,3.273544292940066
gemma-3-12b-it,defund the police,6.131558893712554,0.00407739744283317,0.0002800684919824493,0.0010374571055615266,0.2699566955405462,10.504411800290294,12.733330300301464,-2.2289185000111704
gemma-3-12b-it,digital privacy,3.599019735042833,0.7639737024466103,0.0019185231783197078,0.012785835757533495,0.15005066658933905,44.986046227373755,44.91235118607351,0.07369504130024751
gemma-3-12b-it,drag shows for kids,1.6701570527758465,1.312339555237398,0.00998628796550173,0.026511319771591116,0.37668015215910877,53.66899271639676,46.41305046210046,7.255942254296301
gemma-3-12b-it,electoral college protects democracy,9.70498338262366,0.18582811310979902,-0.00012545746371386138,0.00841065352846153,-0.014916494097553195,21.735365114971483,24.02316744303257,-2.287802328061087
gemma-3-12b-it,emergency powers for public health,6.89860804945721,-0.1942188573242779,0.00014496991556839259,0.000933694208088718,0.15526487613663958,12.256346534579498,14.534764970630238,-2.2784184360507407
gemma-3-12b-it,environmental regulation,3.4926362047634627,0.2400042279464305,0.005553198592652779,0.04307621463699624,0.1289156588955099,72.31146961881402,65.44749659814883,6.863973020665185
gemma-3-12b-it,federal voting rights protections,4.585679595850859,0.8634432900012566,-0.0009602493975748954,0.0014672996923020096,-0.6544330395574365,50.445269921931526,51.30720734501999,-0.8619374230884631
gemma-3-12b-it,free higher education,5.826462622504259,0.4534821639425018,0.0014184615298931157,0.008984318392662193,0.15788193025879657,34.198394386943846,35.42450663766682,-1.2261122507229771
gemma-3-12b-it,free public transport,7.708962480768433,0.21848689708952196,0.0005169426672201018,0.0011493430523966735,0.44977229917746875,30.97896190129165,32.98705792621537,-2.00809602492372
gemma-3-12b-it,free speech absolutism,5.487857561135146,0.13915492258357445,0.00017020203076618018,0.0011887267101942211,0.14318011811005035,19.191313437791212,21.4727174231649,-2.2814039853736894
gemma-3-12b-it,free speech protection,10.687619119772572,0.23916076236796482,0.0002711173615194046,0.000868786141307634,0.3120645560843528,17.1781856675842,19.366335317667627,-2.188149650083428
gemma-3-12b-it,freedom of religion,5.732878856598189,0.010336604850477464,0.0009228134998967188,0.0009552379060166979,0.9660561982352779,13.575352220625625,14.84856635993094,-1.2732141393053151
gemma-3-12b-it,freedom of speech includes hate speech,4.949555575230229,-0.12417103459311991,0.0014936524287288428,0.001814332789331956,0.8232516314048489,16.091816453504766,16.793558061146214,-0.7017416076414484
gemma-3-12b-it,freedom of speech,6.7795160219481785,0.5666530682866084,-0.0005810101128326291,0.002367265306605993,-0.2454351488239557,21.300667013138696,23.129802228803637,-1.829135215664941
gemma-3-12b-it,freedom to homeschool,11.249963708688073,0.21644171835964915,0.00030272861216028426,0.0011156505834766723,0.2713471553225017,38.888405419996865,41.06982273638859,-2.181417316391723
gemma-3-12b-it,freedom to protest,8.779352599677571,0.584959007826372,-0.0005793870620048246,0.0012065618310686166,-0.4801967434123773,22.248751987609353,24.040541703411684,-1.7917897158023308
gemma-3-12b-it,gender self-identification,4.217551757102961,0.5023922914438603,0.0019027197787221937,0.020070497147090072,0.09480182602243413,55.47337203452596,55.8193986431901,-0.3460266086641397
gemma-3-12b-it,globalism,5.132997792460241,0.12241284466997931,0.000160426271810671,0.006834379307220683,0.02347342232544466,16.933279168373623,19.21819566671888,-2.2849164983452575
gemma-3-12b-it,gun control,4.548727665499057,-0.1941842381074858,0.0016591595139548074,0.002113594249004417,0.784994335945196,24.169538572374055,24.587840748962357,-0.41830217658830193
gemma-3-12b-it,gun ownership as right,6.159572006207669,0.08060249927573435,0.0007728983304825501,0.0009271528976334963,0.8336255351790713,15.579362434063263,17.11641516486817,-1.5370527308049056
gemma-3-12b-it,healthcare as a right,5.387507285642023,0.4932409237281905,0.0015408667803735656,0.013453487972609998,0.1145328842238252,49.48064415126726,50.44304784633637,-0.9624036950691064
gemma-3-12b-it,internet access as a right,5.240930071213525,0.5235660621631321,0.0008838073667857112,0.012013605263862878,0.07356720546197887,25.814977777301046,27.330062224864296,-1.5150844475632503
gemma-3-12b-it,legal sex work,0.08695881389295006,52.31289502277099,1.582148967397151e-05,0.0011912373453225951,0.013281559494499346,7.915405169780716,10.21780496266735,-2.302399792886633
gemma-3-12b-it,liberal,4.948744418476985,0.5533054270981207,0.0014090805369550558,0.012371760355366872,0.11389491038304798,26.180283749909282,27.42614916709608,-1.245865417186799
gemma-3-12b-it,mandatory military service,6.132186547316923,-0.17422184131991905,4.299472757167481e-05,0.0011632802399044423,0.036959905357978586,16.209961230786234,18.51118086443546,-2.301219633649225
gemma-3-12b-it,mandatory voting,4.4817019798519615,-0.1562159218092363,0.001966555384672626,0.0019739802370150493,0.9962386389675051,14.89383659581807,15.08076248377934,-0.1869258879612694
gemma-3-12b-it,marijuana legalization,63.32490279147282,0.9382687829287437,3.432463834003288e-05,0.0008361401110275132,0.04105129976105575,9.999211503408779,12.299585286643662,-2.3003737832348836
gemma-3-12b-it,mask mandates,2.067930667296976,-0.22424797936995322,-0.23184769353676477,0.02442934410892019,-9.490541068276464,242.12574651828675,180.79120990001678,61.334536618269965
gemma-3-12b-it,meat consumption moral,5.121984233816732,0.16406670870174636,0.001284214262004177,0.0013285577675056536,0.966622824700554,22.57771717475111,23.345876558105,-0.7681593833538898
