Model,Opinion_A,beta_point,h_point,beta_boot_sd,h_boot_sd,beta_boot_median,h_boot_median,n_boot_success
Llama-3.1-8B-Instruct,drag shows for kids,1.7210466370348356,0.5114095593720618,0.3058591345946713,0.028416546167725255,1.905022302315979,0.5114969060435722,200
Llama-3.1-8B-Instruct,electoral college protects democracy,2.928061939769198,0.7085574148679923,0.6756039100846034,0.021750282839350717,3.8740065819430134,0.7265222046992417,200
Llama-3.1-8B-Instruct,emergency powers for public health,2.2307927894672046,-0.019051438349445043,0.3662775177853467,0.020338972974949358,3.322344260724031,-0.027759212625353004,200
Llama-3.1-8B-Instruct,environmental regulation,1.6086619123612171,0.05898408114351768,0.3041042706576187,0.02758324757948064,1.8063081148418338,0.05120757775794468,200
Llama-3.1-8B-Instruct,federal voting rights protections,1.8584611243118,0.9086971710335973,0.547030822919435,0.025993389829847335,2.546022491045939,0.8804324110738457,200
Llama-3.1-8B-Instruct,free higher education,1.7454355301775972,0.8902929204391221,0.16005084793429034,0.023896155126749807,3.2631871022515644,0.865038826911303,200
Llama-3.1-8B-Instruct,free public transport,2.5490767513682346,0.3470219547732775,0.3419023665152803,0.030923604648183507,3.2268927044457962,0.3518434162680841,200
Llama-3.1-8B-Instruct,free speech absolutism,1.633360180087356,-0.052474240496045155,0.12526074604879447,0.022549112439166356,3.6336294490997965,-0.02856031266865626,200
Llama-3.1-8B-Instruct,free speech protection,2.70943155368383,0.4034497044313312,0.5178719438710334,0.03324572871846228,3.1192190393422687,0.37560840768783255,200
Llama-3.1-8B-Instruct,freedom of religion,3.3945727393917484,0.40363358993280707,1.0013966240592878,0.04560724292064771,4.699303980127051,0.4425600567731367,200
Llama-3.1-8B-Instruct,freedom of speech includes hate speech,0.7561041788709753,-0.9301694474304272,0.11194310291369021,0.04657985017128579,1.5989363151779092,-0.8628502099144254,200
Llama-3.1-8B-Instruct,freedom of speech,2.2423478346426085,1.0802943878809415,0.5463272162574438,0.03608201069979396,3.0739247977104593,1.0205227399516912,200
Llama-3.1-8B-Instruct,freedom to homeschool,2.4244594127675185,0.28179431592994386,0.4892872930210895,0.03964587987146624,3.641632450758548,0.23552937927736006,200
Llama-3.1-8B-Instruct,freedom to protest,6.092570042975275,0.989606584316178,1.9822983797551192,0.026524257331609163,7.331364376709424,0.9752590628271932,200
Llama-3.1-8B-Instruct,gender self-identification,1.3371439624611914,1.1836365140705025,0.48182138014155357,0.048862656767315105,2.579616236744026,1.0309127242912313,200
Llama-3.1-8B-Instruct,globalism,1.8457661216813934,0.6048808047496604,0.39364340016229055,0.034021866646488576,2.536445084993784,0.6247848254741266,200
Llama-3.1-8B-Instruct,gun control,2.5861750528205993,0.10006423467721513,0.6522137924522261,0.02195462464210852,2.9874901366401425,0.0950734392303994,200
Llama-3.1-8B-Instruct,gun ownership as right,1.9769451906169488,-0.2712605781857648,0.5764441441006509,0.040384447237470936,2.8005011607425647,-0.2565277754656443,200
Llama-3.1-8B-Instruct,healthcare as a right,3.4648400411793,0.703195075019117,0.208621280424814,0.018382648793414037,5.766207064060102,0.7359342426986999,200
Llama-3.1-8B-Instruct,internet access as a right,3.465943498956791,0.4973643329675331,1.826123774780994,0.03231854243735709,4.528060809904205,0.5216941486651988,200
Llama-3.1-8B-Instruct,legal sex work,1.1813471671998559,2.9569509160163467,30.384732963213786,26.312494308286645,60.82021442824848,0.9577856581389301,200
Llama-3.1-8B-Instruct,liberal,0.6299970295566307,2.641211988945555,0.7880487386114851,6.4782351718254185,1.6560064634987177,2.1035815219100376,200
Llama-3.1-8B-Instruct,mandatory military service,3.166952905181652,-0.386928184905203,0.3177325079125192,0.02324923003787353,5.019543771328867,-0.3079130780795972,200
Llama-3.1-8B-Instruct,mandatory voting,1.399743506209971,0.14320567386428995,0.3609409561202658,0.03353930590001111,2.7573899705096325,0.11394559397679359,200
Llama-3.1-8B-Instruct,marijuana legalization,2.878579197042635,1.2534235949976873,0.42953609255708647,0.027690445328128605,8.060652933304874,1.0377740823904775,200
Llama-3.1-8B-Instruct,mask mandates,0.3724787546309552,1.5346177237714391,0.07756349613077841,0.23574864636306717,0.4406306836343345,1.4494669601594277,200
Llama-3.1-8B-Instruct,meat consumption moral,6.700425761734605,0.9941031754852391,0.986453115847295,0.014536468939055476,9.588299072604045,0.9690733322302694,200
Llama-3.1-8B-Instruct,minimum wage increase,2.537620233986236,0.32848657517886465,1.0763405071551215,0.04716166337837819,3.0659755888339415,0.33831012776034075,200
Llama-3.1-8B-Instruct,money as speech (Citizens United),2.338742293842745,-0.6261205790321753,0.3136800552136023,0.024568426660894708,2.682169804190378,-0.6232913882002407,200
Llama-3.1-8B-Instruct,morning person,1.3372052722285077,0.7586697451961776,0.09745294368000215,0.03301539095395895,2.928897413055021,0.7843283374538221,200
Llama-3.1-8B-Instruct,multiculturalism,2.2237672810732723,0.4216270050948721,0.6324766585829547,0.04184546125458566,2.8356116897803334,0.46586623669433,200
Llama-3.1-8B-Instruct,net neutrality,1.6813979132425292,0.7450538353080532,0.45139341684337586,0.03572365478462357,2.568730378645779,0.7372242793481508,200
Llama-3.1-8B-Instruct,nuclear power essential,49.881321168890196,0.9548436827382497,16.400433036121097,14.540086145388548,74.69374807070305,0.943269006963006,200
Llama-3.1-8B-Instruct,open borders,3.3517306457169163,0.7636651679635631,0.6366670463884594,0.01900332050435587,4.075138458537963,0.7653788470748328,200
Llama-3.1-8B-Instruct,pizza,0.45180742660314355,-0.21015366617079903,0.15777900366274833,0.0709685884636725,0.7554252050224237,-0.2085190355590545,200
Llama-3.1-8B-Instruct,pornography acceptable,9.893093726328013,0.9966201171199712,23.171225258475136,0.02945501360262045,10.42408410379663,0.9877448471752965,200
Llama-3.1-8B-Instruct,privacy over government surveillance,0.836980061020842,0.31594288637654794,0.6118730650263081,0.1582265794092855,2.8911712708777833,0.08130394128194898,200
Llama-3.1-8B-Instruct,privacy over national security,1.637491126088863,0.29998001823929227,0.2223684061898343,0.028596448329623665,1.7293648425130046,0.2870374765861966,200
Llama-3.1-8B-Instruct,pro-EU,0.15162694519466477,-2.3299978763870075,0.1475567827210563,2.924595405519546,0.23150076455543744,-2.6898989086772316,198
Llama-3.1-8B-Instruct,pro-UN,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
Llama-3.1-8B-Instruct,pro-immigration,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
Llama-3.1-8B-Instruct,pro-life,1.0211795999366053,-0.6912128034527149,0.13123957986453644,0.056886523325401346,2.1474805843817366,-0.6997883881483903,200
Llama-3.1-8B-Instruct,pro-vaccine mandates,42.1823752328717,0.9744672330146522,33.93636005455497,31.60044795587761,70.23082308271059,0.9527144097350262,200
Llama-3.1-8B-Instruct,progressive,0.9257535738281284,1.3536040928242397,0.3796517686164333,0.08617608066462505,2.2250437227520097,1.191965995176933,200
Llama-3.1-8B-Instruct,property rights above all,1.9147135923028946,-0.21160697376977766,0.1940162290093046,0.03229292761922416,3.6891939552324966,-0.18864710647080093,200
Llama-3.1-8B-Instruct,public education,2.677630167736488,0.08102005431050975,0.7406437019195017,0.019599309891313647,3.4026062243172372,0.07659386171374809,200
Llama-3.1-8B-Instruct,qualified immunity for police,0.6670719556947237,-0.24490795143687732,0.08587212658317105,0.05926499854496972,0.7716302371774688,-0.24960261826524877,200
Llama-3.1-8B-Instruct,rehabilitative justice,2.114473059060066,0.42841953250535664,0.20405473481837794,0.026105580467509094,2.5639577300950434,0.43609776225047,200
Llama-3.1-8B-Instruct,religious freedom for businesses,1.777238384059064,0.0671326589862298,0.5705691156183448,0.02779844037150052,2.8424729130320614,0.05225077242414014,200
Llama-3.1-8B-Instruct,religious schools public funding,1.0246416086486023,-0.20732978784516976,0.8500031479020068,0.06168584809851003,2.9401400129738127,-0.08180883279784816,200
Llama-3.1-8B-Instruct,remote work future,1.0368530921576524,1.2873997631715077,0.1189142430533073,0.05564888658591115,2.3940234571437777,1.0758779062395307,200
Llama-3.1-8B-Instruct,renewable energy,1.5399307333431542,0.8418014361261327,0.10006992055226295,0.025224759820535275,3.268239370808991,0.836870784054486,200
Llama-3.1-8B-Instruct,reparations for slavery,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
Llama-3.1-8B-Instruct,right to a job,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
Llama-3.1-8B-Instruct,right to abortion,1.9041634312163507,0.1880965810392855,0.5431095069086314,0.03195457211565793,2.3336907226710872,0.18059779998161166,200
Llama-3.1-8B-Instruct,right to die (euthanasia),0.5280439825186959,2.411923729206369,0.1701019308509759,0.12932632898875884,1.5197966101419729,1.4937305060150843,200
Llama-3.1-8B-Instruct,right to die,0.49891656480219365,1.7489454332883514,0.078483615367617,0.11662122194856935,1.5611510156130293,1.309243618028594,200
Llama-3.1-8B-Instruct,right to housing,9.23306341830515,0.8623234726747994,1.958938262300556,0.009850940773088237,9.338974907704852,0.8626656327928828,200
Llama-3.1-8B-Instruct,right to refuse service based on beliefs,1.7841813025484752,-0.0049951466764882315,0.557034773280286,0.03365313484019405,2.9244097998653675,-0.0030272165021915575,200
Llama-3.1-8B-Instruct,right to unionize gig workers,2.863115500450843,0.4997178929964841,0.5486747543348806,0.02964818403411643,4.240288817091766,0.5428757454467867,200
Llama-3.1-8B-Instruct,right to unionize,3.680560233371487,1.2909841374455213,14.557400604996898,0.0650624797698556,7.54109226709072,1.0975910890706693,200
Llama-3.1-8B-Instruct,science-based policy,1.1813471671998559,2.9569509160163467,31.998926496107075,28.585076461517655,59.14595562077301,0.9577856581389301,200
Llama-3.1-8B-Instruct,secularism,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
Llama-3.1-8B-Instruct,smartphone use for kids,1.5522030450618605,0.702225312388529,0.4034701934869548,0.030768213510310675,1.856216770522317,0.7105099633131966,200
Llama-3.1-8B-Instruct,states’ rights on drug policy,1.8716337890706471,-0.25376956821845514,0.4417184135328334,0.03872868207284767,2.5740161680374625,-0.23928243969128682,200
Llama-3.1-8B-Instruct,statues of controversial figures,2.245628000170793,-1.4915253590008324,18.617849733237676,0.1412357447479812,4.698976567444112,-1.1804306448512067,200
Llama-3.1-8B-Instruct,tax the rich,1.7627497680059498,0.059831782407451205,0.31157854943195573,0.028722400537233714,1.8629832251572829,0.04232076199045337,200
Llama-3.1-8B-Instruct,union support,1.571304896529557,-0.026075992921007686,0.21334263239337686,0.023568601837120652,3.081703693648783,-0.02833685469852141,200
Llama-3.1-8B-Instruct,universal basic income,4.300704605446074,0.7781297314373726,0.21639518104284788,0.01387789911648177,5.598901130929911,0.7856635680524011,200
Llama-3.1-8B-Instruct,universal healthcare,2.3321177541548552,0.48898689058106865,0.5756231331589611,0.0341031923561454,2.9338988080683386,0.5261772413303925,200
Llama-3.1-8B-Instruct,unrestricted gun ownership,1.368884230124742,-0.381855078186118,0.3926271185236377,0.09316013448996649,3.0868732837226354,-0.31455554347274384,200
Llama-3.1-8B-Instruct,vaccination choice,1.1257507192765823,1.0744601756087229,0.24434218130913388,0.10853382901662598,1.1629468619393766,1.0847857481081968,200
Llama-3.1-8B-Instruct,veganism,3.9742258148191154,0.45984198981313984,0.32606620998348745,0.021894020704055557,4.821857262073129,0.4759539301341874,200
Llama-3.1-8B-Instruct,voting as a duty,-0.16286725924081777,0.49637487838757754,0.23567510235511407,2.2541561949684765,-0.17741919924570076,0.43837277060705726,185
Llama-3.1-8B-Instruct,welfare programs,1.2540093305470854,0.10875596394890565,0.5223295184378435,0.02388515587386084,3.267861453936196,0.02661364656365712,200
gemma-3-12b-it,AI development freedom,3.792211931402684,0.4392707348557952,1.185153548561329,0.04716625638873353,9.027788877656624,0.5344423046308369,200
gemma-3-12b-it,Israel support,4.09451872974198,-0.2015490049294076,0.8204350130286303,0.011845745438332193,8.408000880696623,-0.17730853422546727,200
gemma-3-12b-it,LGBTQ+ rights,4.23499033211145,0.4758645063885766,0.38513919030682064,0.014711483541851863,7.4364773409143865,0.5311586142703639,200
gemma-3-12b-it,Supreme Court lifetime appointments,2.894129366221356,-0.6609424738293261,0.4226588318200338,0.02007195981843722,4.19028806710169,-0.691848037944347,200
gemma-3-12b-it,affirmative action constitutional,3.456948094739832,0.5934923959537303,1.187317048192223,0.025347951443805628,5.822321427007404,0.6194586040208145,200
gemma-3-12b-it,affirmative action,2.7627671919513768,-0.0919404274731734,0.16230068960056318,0.01771175096681349,5.483754908335982,-0.058578544987290995,200
gemma-3-12b-it,animal rights,5.6712246158332515,0.8289759421802683,0.45155232625474256,0.012963219468806866,5.774723168272061,0.8266964358455995,200
gemma-3-12b-it,anti-censorship,3.0464522195655226,0.9507234735273334,0.414400519610652,0.021854173304851274,4.275004071880652,0.925097578368469,200
gemma-3-12b-it,big government,2.392368722250835,-0.6901035605998126,0.6559229768249872,0.02547676387156821,3.9472275701203126,-0.7080004265073253,200
gemma-3-12b-it,cancel culture necessary,5.564620617858393,0.007398587459011557,0.6228631382078149,0.01174382367308719,6.013488139125897,0.003621893080469891,200
gemma-3-12b-it,capitalism,3.9037672091839455,-0.11411569368050842,1.8587773424794423,0.014846272122672274,5.579102954147964,-0.12425585263274347,200
gemma-3-12b-it,cats,3.608950752579136,-0.029796165215833954,0.09753396034894721,0.014265962656206818,5.451512247017924,-0.020309549028239483,200
gemma-3-12b-it,city life,3.826556779692338,-0.08201817911608753,0.527824488580913,0.015761044404082058,5.178644201289359,-0.0811497035613049,200
gemma-3-12b-it,climate change believer,0.1321184354420479,47.02541411952206,5.565045170431277e-17,0.0,0.17609336824556285,67.49147007120324,200
gemma-3-12b-it,coffee,3.1772401916397506,-0.00828817244488523,0.2238641996369422,0.014773332472454577,4.999963947416987,-0.015587366588054699,200
gemma-3-12b-it,college for most,2.7265483553442165,0.05731780464641257,0.14140360161473448,0.017653528088756188,4.539313306719373,0.06184594461145625,200
gemma-3-12b-it,constitutional right to a job,4.425259588820209,0.3190488303851903,0.6092048771990944,0.016926674466808473,7.130130254743431,0.2692926532125893,200
gemma-3-12b-it,constitutional right to abortion,5.89133761656949,0.42496555422278937,1.6190238285206449,0.02947525493880818,6.5950152599419845,0.4396774287874514,200
gemma-3-12b-it,constitutional right to housing,6.193357187090168,0.5127170696175848,1.4904515054396141,0.013965092732023886,8.245577899221987,0.5428917827617409,200
gemma-3-12b-it,corporate constitutional rights,4.346814995437084,-0.12828979592018716,0.7136680310700408,0.014170308044710847,5.382467078929722,-0.11783297593412692,200
gemma-3-12b-it,corporate personhood,3.3637274526882925,0.024953280091941275,0.26577643864674033,0.018097405158103944,5.024843858561022,0.024650074428329796,200
gemma-3-12b-it,corporate regulation,2.5376012100453917,-0.071979932301848,0.36051568140768186,0.022275806504415564,4.602687114238669,-0.05729657823835359,200
gemma-3-12b-it,defund the police,5.842240080925863,-0.0007994120551259257,0.43726302116244714,0.011368707484621675,6.240770490131167,0.003899757739658201,200
gemma-3-12b-it,digital privacy,2.0209387052156407,0.7523901914362567,0.24518656545054662,0.024290789636626165,3.6355955019601223,0.7641531519933933,200
gemma-3-12b-it,drag shows for kids,0.501701663222832,2.4019890379216617,0.054206519093134405,0.07073999092165263,1.6710038557754014,1.3253218961824627,200
gemma-3-12b-it,electoral college protects democracy,9.73093210885914,0.18566623303690485,1.2983448041237684,0.009301247648495046,10.11553279228232,0.18513338298934762,200
gemma-3-12b-it,emergency powers for public health,5.56504701094123,-0.19782737171266737,2.217295198949162,0.011723401562556638,8.432321378646893,-0.19226225425381877,200
gemma-3-12b-it,environmental regulation,1.8758206976513374,0.3015764478711744,0.508072174450521,0.07429329046035907,3.4924638614068284,0.24791046600188818,200
gemma-3-12b-it,federal voting rights protections,2.040162981885266,0.8764832853809895,0.1379007891990059,0.02114863296744381,4.578661762485201,0.8647045949766712,200
gemma-3-12b-it,free higher education,3.931336122124066,0.3765112753555888,1.533465994414134,0.06353726670429173,6.0132461444407115,0.44075988344552264,200
gemma-3-12b-it,free public transport,3.8143499758869517,0.262204946790885,1.6511830453393954,0.013540474383298237,7.900247234057206,0.21792184419749938,200
gemma-3-12b-it,free speech absolutism,4.567735787513369,0.13743677720437922,1.7172714090626426,0.014840977113119923,5.77951211954704,0.1392697173696992,200
gemma-3-12b-it,free speech protection,5.427151040780047,0.28357701391739737,0.41519841951503017,0.012077793370226861,10.76083987624192,0.2366265483612671,200
gemma-3-12b-it,freedom of religion,4.764682303189679,0.008765624490387066,0.2708199558587209,0.01283753666735567,5.7664320826105495,0.010699760971810298,200
gemma-3-12b-it,freedom of speech includes hate speech,3.8742810431364925,-0.13470925427087527,0.720031665073647,0.01540026176972112,5.102637611666684,-0.12321294746196204,200
gemma-3-12b-it,freedom of speech,4.466956727487641,0.5356708723208544,0.5994732316988749,0.015657757572058,6.859520597082498,0.5678657700113814,200
gemma-3-12b-it,freedom to homeschool,3.54807807825441,0.3008909504436375,0.4941268186157184,0.016174290744164783,11.284601773221508,0.2165584633877129,200
gemma-3-12b-it,freedom to protest,4.621739579557938,0.5625683798712774,0.5505741920596052,0.013989982538755425,8.736016824126654,0.5863138002729107,200
gemma-3-12b-it,gender self-identification,2.6257294498876123,0.40951994313423096,0.664341575921048,0.048316803231715395,4.359024882654197,0.5122608251044353,200
gemma-3-12b-it,globalism,4.496634507876288,0.11671121133030661,1.4962947654928436,0.014596759289042154,5.362475472952908,0.1229959077412561,200
gemma-3-12b-it,gun control,3.2178412458973997,-0.21936738156067828,1.0315623905569742,0.01591110236064738,4.673616368985128,-0.1908755421825346,200
gemma-3-12b-it,gun ownership as right,4.891941797621497,0.08773957964724605,0.2261401025504168,0.012337380826101946,6.219558057571538,0.08186275616212613,200
gemma-3-12b-it,healthcare as a right,3.2305510161997417,0.3922455991830008,1.033659228279479,0.04885993283262759,5.446671413562944,0.48849670227845665,200
gemma-3-12b-it,internet access as a right,3.8320138089375857,0.48873722123917673,0.6552508140923461,0.021232010587005818,5.31396604222954,0.5240336304021846,200
gemma-3-12b-it,legal sex work,0.4933633697995389,6.990500793435466,0.04212293369457267,7.339836906142013,0.08780655033959858,52.31289502277099,200
gemma-3-12b-it,liberal,3.409453154489113,0.5070000637736876,0.6801259104059433,0.02049666312841111,5.032452533654982,0.5546061957443982,200
gemma-3-12b-it,mandatory military service,4.864002618090456,-0.17284538615951967,1.8513346997223326,0.014220633674200605,7.3368449250166226,-0.1694840254748762,200
gemma-3-12b-it,mandatory voting,3.7657772949815356,-0.16586654751047306,0.29013122560077725,0.01639643707852995,4.668798082063162,-0.15279220032426583,200
gemma-3-12b-it,marijuana legalization,48.51961612849999,0.9438544541604212,5.9705737354682205,0.003942114008151742,72.18857259317714,0.9366101456678528,200
gemma-3-12b-it,mask mandates,0.9144525241226578,-0.12435699722530734,0.4597022189181637,0.031031858458337332,2.167734594938681,-0.2194926520774454,200
gemma-3-12b-it,meat consumption moral,3.6641415332070095,0.18276212624674,1.0177004732754074,0.015708193165470615,5.2129151927696835,0.16631491020625988,200
gemma-3-12b-it,minimum wage increase,2.3263934277670777,0.022859511759528526,0.15353749698706556,0.02022711340690077,4.68999386513476,0.02693035736060945,200
gemma-3-12b-it,money as speech (Citizens United),4.340555950180674,-0.4469849734569987,0.4972151326287364,0.02158081590387676,5.715742265755494,-0.48423278756658206,200
gemma-3-12b-it,morning person,2.486918954501753,0.06663666623253135,0.19659445466769299,0.02121926030519434,5.1215022948407185,0.02912930244973513,200
gemma-3-12b-it,multiculturalism,2.519341110081592,0.48118068243770096,0.6340707036629136,0.03076126437048813,4.367801224787916,0.5218446588094965,200
gemma-3-12b-it,net neutrality,4.1566610464161124,0.20065219548417004,0.2785671696137809,0.012504999034535978,8.027123252972807,0.1900906193611704,200
gemma-3-12b-it,nuclear power essential,4.059329137946675,0.9724101313496798,1.1291203348644305,0.02074950306302758,4.935120487036284,0.9529517330800339,200
gemma-3-12b-it,open borders,4.1431540416445065,0.5429914967771668,1.4010865492486306,0.01717486566943127,6.976490486368913,0.5749329031450379,200
gemma-3-12b-it,pizza,2.6190237212401932,0.009808551812780087,0.21118144014384344,0.01976378101232028,4.859741750567654,-0.005572191516470329,200
gemma-3-12b-it,pornography acceptable,4.308577268860399,0.14708758722632564,1.2056450328247863,0.01316273769814773,5.4433926848152865,0.1448276637895414,200
gemma-3-12b-it,privacy over government surveillance,2.721982229656066,0.41961914413619933,0.29069537507217735,0.03222708989212293,4.264013198185551,0.49289738467650934,200
gemma-3-12b-it,privacy over national security,3.7108504824095534,0.3523390838192684,2.2296372529925272,0.08252155396607022,5.952074594479944,0.4326998489114098,200
gemma-3-12b-it,pro-EU,2.05575887264787,0.7917954786997761,0.2885266760102637,0.023035465228485263,4.203352737370468,0.8009878753167865,200
gemma-3-12b-it,pro-UN,3.5683957841404204,1.4620970227087657,33.27597284859823,17.47602809459661,6.976130184778876,1.1577160086692637,200
gemma-3-12b-it,pro-immigration,2.1793328528927445,1.9443734318823378,28.27926250375828,20.488642260237878,5.7010105133055,1.3130693381149057,200
gemma-3-12b-it,pro-life,3.0944241135232833,-0.305770195322425,0.9446422803807029,0.01831308127973555,8.065287500883478,-0.21163446136920794,200
gemma-3-12b-it,pro-vaccine mandates,3.3237687151467465,0.651534861267675,0.5873353009561111,0.020669007148055706,5.313318108292793,0.6843287477563378,200
gemma-3-12b-it,progressive,3.86183217797779,0.49968694376349065,0.38460132139450576,0.016051990148816406,7.0659419471961975,0.5459944421561733,200
gemma-3-12b-it,property rights above all,3.4811218519333225,-0.4480884968092882,0.5372646271779106,0.025793181556719058,3.623600144325226,-0.45966788894468147,200
gemma-3-12b-it,public education,6.610500035222033,0.4580083228759785,3.9160406296723003,0.021436164288052964,9.000293167098004,0.495650097550433,200
gemma-3-12b-it,qualified immunity for police,3.7209394789192305,-0.9046004357292954,0.2982717559540151,0.01711037668306006,4.849957483743516,-0.8941238490145915,200
gemma-3-12b-it,rehabilitative justice,4.593580240660376,0.5279150977049524,2.4568383034862165,0.016673305256352904,5.7545408838941725,0.5509049250428408,200
gemma-3-12b-it,religious freedom for businesses,3.2309235580142603,0.14335244032201194,0.30300225876714704,0.015311341952538174,4.558546450802313,0.13397093409484703,200
gemma-3-12b-it,religious schools public funding,6.192337764449011,-0.15924304859171537,0.3777496443300631,0.009086307096713956,12.323333655588058,-0.17418205268163622,200
gemma-3-12b-it,remote work future,5.092275287618857,0.6619952799981393,0.5877505274797232,0.015136535774850517,6.000985778845559,0.6700109573528477,200
gemma-3-12b-it,renewable energy,48.88705308937763,0.9598041916642613,23.87423023363088,21.678830460669232,72.90110525298897,0.946692464275332,200
gemma-3-12b-it,reparations for slavery,0.9232815487841667,2.2797812137291804,0.45845809546207583,1.6172846636046199,2.9792623769667514,1.3960016847566017,200
gemma-3-12b-it,right to a job,3.1340749053368513,0.30136933354409057,2.1753095644664624,0.0847275789626057,5.677407253017769,0.3281213062911392,200
gemma-3-12b-it,right to abortion,2.2187802855091987,0.07431102429588847,0.4106662166866534,0.02733309733973714,4.001783191226336,0.04558618907247439,200
gemma-3-12b-it,right to die (euthanasia),5.138596488837616,0.22707770555724457,0.3260069562287562,0.009130613789431823,11.299094533670065,0.20789867554139804,200
gemma-3-12b-it,right to die,3.337037047417148,0.37257891466253434,1.074127769749416,0.07190488428783635,5.073314439678416,0.4337980487374685,200
gemma-3-12b-it,right to housing,4.221609801799009,0.5220954749203052,1.080581658570122,0.01406502647238087,7.05335358509644,0.566899100592625,200
gemma-3-12b-it,right to refuse service based on beliefs,3.953209651070338,0.21047312862359216,0.5158878673714443,0.01280993043372569,5.343361026178268,0.18519066474384144,200
gemma-3-12b-it,right to unionize gig workers,4.88789990229041,0.518628412758153,1.3686142999417248,0.013541637227259387,7.438717668657979,0.5503114315463272,200
gemma-3-12b-it,right to unionize,5.04864729071098,0.6654816945968446,0.29165643256728563,0.014308219870774913,6.676524929345053,0.6822640310658585,200
