Model,Opinion_A,beta_clip,h_clip,meta_clip,beta_ac,h_ac,meta_ac,beta_unw,h_unw,meta_unw,beta_mle,h_mle,meta_mle,classification,z,robust,beta_paper,h_paper,meta_paper
Llama-3.1-8B-Instruct,affirmative action,2.3512096978178443,0.022303492429236814,True,2.3191147572819384,0.023878984646461363,True,2.113724102125103,0.033585048892180405,True,1.4751684899167348,-0.048282327902947,True,metastable,7.362435719278124,True,2.3512096978178443,0.0223034924292368,True
Llama-3.1-8B-Instruct,freedom of speech,2.7338219975531546,1.036193489876556,False,2.1687157894325644,1.0896162355087913,False,2.2423476986718804,1.0802944023606067,False,0.6495870851929718,1.972735620102892,False,monostable,-8.146770683529661,True,2.7338219975531546,1.036193489876556,False
Llama-3.1-8B-Instruct,reparations for slavery,0.17757173380581123,65.87164429560006,False,0.14483578189191837,72.27500682527587,False,0.1321184354420479,47.02541411952206,False,-9.35947265625003,-2.10222167968748,False,monostable (beta<=1),,False,0.1760933682455628,67.49147007120324,False
Llama-3.1-8B-Instruct,progressive,1.7083416265825382,1.2329219702074234,False,1.2217954347984574,1.3638962059657902,False,0.9257535738281284,1.3536040928242397,False,1.370842980619876,1.1350630703649345,False,monostable,-9.029188731143103,True,1.7083416265825382,1.2329219702074234,False
Llama-3.1-8B-Instruct,pro-immigration,0.17757173380581123,65.87164429560006,False,0.14483578189191837,72.27500682527587,False,0.1321184354420479,47.02541411952206,False,-9.35947265625003,-2.10222167968748,False,monostable (beta<=1),,False,0.1760933682455628,67.49147007120324,False
Llama-3.1-8B-Instruct,pro-EU,0.20971187867413188,-2.781234608736055,False,0.200425840662077,-2.810505729529266,False,0.15162694519466477,-2.3299978763870075,False,0.1893730377418948,-1.894123640544537,False,monostable (beta<=1),,False,0.2097118786741318,-2.781234608736055,False
Llama-3.1-8B-Instruct,pro-vaccine mandates,70.23082308318449,0.9527144097348055,True,,,,42.1823752328717,0.9744672330146522,False,38.78373823808862,0.979240290779212,False,metastable,4.979941707093515e-09,False,70.23082308271059,0.9527144097350262,True
Llama-3.1-8B-Instruct,defund the police,3.724169472277986,-0.13372456090919002,True,2.328235461610587,-0.1599339356352261,True,1.8334362148858347,-0.1920725667497043,True,1.328992722978117,-0.1098582655203007,False,metastable,7.120715187253699,True,3.724169472277986,-0.13372456090919,True
Llama-3.1-8B-Instruct,LGBTQ+ rights,3.5697946929671796,0.7839632223771219,False,2.59319969950037,0.7730049903274663,False,2.080808823831119,0.7674597232076487,False,2.50128899504248,0.7686720557623252,False,monostable,-7.7707037984223035,True,3.56979469296718,0.7839632223771219,False
Llama-3.1-8B-Instruct,secularism,0.17757173380581123,65.87164429560006,False,0.14483578189191837,72.27500682527587,False,0.1321184354420479,47.02541411952206,False,-9.35947265625003,-2.10222167968748,False,monostable (beta<=1),,False,0.1760933682455628,67.49147007120324,False
Llama-3.1-8B-Instruct,public education,3.2427471130619514,0.07454439776464884,True,2.872546568149628,0.07097095096734,True,2.677630167736488,0.08102005431050975,True,2.406489940058794,0.0898304311233207,True,metastable,9.871795675740584,True,3.2427471130619514,0.0745443977646488,True
Llama-3.1-8B-Instruct,minimum wage increase,2.8930724356499065,0.3397856600023432,True,2.72481852589525,0.33599295951544633,True,2.537620233986236,0.32848657517886465,True,2.2912654010565,0.3165571190694636,True,metastable,1.107493397135551,False,2.8930724356499065,0.3397856600023432,True
Llama-3.1-8B-Instruct,environmental regulation,1.7061157446441966,0.04872853472082778,True,1.6943308506078494,0.05013822989779098,True,1.6086619123612171,0.05898408114351768,True,1.3749885795490688,0.0094171645129166,True,metastable,2.8578811660774655,True,1.7061157446441966,0.0487285347208277,True
Llama-3.1-8B-Instruct,renewable energy,3.2435976988606825,0.8339202559767255,False,2.041913880231113,0.8296901134753392,False,1.5399307333431542,0.8418014361261327,False,1.8195500006970096,0.8291172868791925,False,monostable,-8.759168924630018,True,3.2435976988606825,0.8339202559767255,False
Llama-3.1-8B-Instruct,multiculturalism,2.6353932832356097,0.4508011373809981,False,2.4467187958399625,0.44300203470116467,False,2.2237672810732723,0.4216270050948721,False,2.277256235098492,0.4317871261087789,False,monostable,-1.0804956194401234,False,2.6353932832356097,0.4508011373809981,False
Llama-3.1-8B-Instruct,welfare programs,3.1104133033027628,0.031045526462138442,True,1.9074389757567596,0.10175354726890816,True,1.2540093305470854,0.10875596394890565,False,1.300207457065043,0.1836200634260867,False,metastable,7.201981089746676,True,3.1104133033027628,0.0310455264621384,True
Llama-3.1-8B-Instruct,union support,3.0413750398570274,-0.02957898403318416,True,2.005499019087873,-0.03873922993588534,True,1.571304896529557,-0.026075992921007686,True,1.4802416972734815,-0.0896601527873532,True,metastable,7.30722989483585,True,3.0413750398570274,-0.0295789840331841,True
Llama-3.1-8B-Instruct,pro-UN,0.17757173380581123,65.87164429560006,False,0.14483578189191837,72.27500682527587,False,0.1321184354420479,47.02541411952206,False,-9.35947265625003,-2.10222167968748,False,monostable (beta<=1),,False,0.1760933682455628,67.49147007120324,False
Llama-3.1-8B-Instruct,rehabilitative justice,2.4807326445711406,0.4327313783377507,False,2.2059927545795754,0.4243098673390554,False,2.114473059060066,0.42841953250535664,False,2.1026565888383537,0.4274279129550479,False,monostable,-1.823100068536545,False,2.4807326445711406,0.4327313783377507,False
Llama-3.1-8B-Instruct,marijuana legalization,8.060652933304874,1.0377740823904775,False,4.429659160530023,1.1315520296299393,False,2.878579197042635,1.2534235949976873,False,4.203980870289975,1.1343142262115848,False,monostable,-5.0283921210028915,True,8.060652933304874,1.0377740823904775,False
Llama-3.1-8B-Instruct,net neutrality,2.3677204396208253,0.7314995797848053,False,2.075849917356636,0.7397510672554073,False,1.6813979132425292,0.7450538353080532,False,1.6217042074944823,0.7772507238937763,False,monostable,-6.394667170495025,True,2.3677204396208253,0.7314995797848053,False
Llama-3.1-8B-Instruct,science-based policy,60.82021442824848,0.9577856581389301,False,1.5180171000942222,2.572637186499892,False,1.18134728777819,2.956950680893425,False,1.7707998169655892,2.240317164586192,False,monostable,-1.2096751812627965e-05,False,60.82021442824848,0.95778565813893,False
Llama-3.1-8B-Instruct,mask mandates,0.4168626920379735,1.4790899453555175,False,0.4135358794855424,1.4838061071793154,False,0.3724787546309552,1.5346177237714391,False,0.39558749930739,1.4624507335190815,False,monostable (beta<=1),,False,0.4168626841929014,1.4790899766901204,False
Llama-3.1-8B-Instruct,corporate regulation,1.970902467819856,-0.01752550560634649,True,1.8976313541275,-0.01993591796812283,True,1.7305810097211995,-0.02377370343520325,True,1.5397173470036334,0.0158670613006405,True,metastable,5.3898166406545265,True,1.970902467819856,-0.0175255056063464,True
Llama-3.1-8B-Instruct,animal rights,4.23313632485138,0.8530763705409791,False,3.373273146557311,0.8578954760022715,False,3.161726688294749,0.8591495626530009,False,3.5004465424363325,0.856617636289402,False,monostable,-8.236113366802082,True,4.233136225041905,0.8530763716671028,False
Llama-3.1-8B-Instruct,digital privacy,3.1546667559756894,1.2770885235363094,False,1.5586251127045212,1.6217354831401716,False,1.0152600403762906,1.957904383719705,False,1.5501738863615009,1.5404440671762702,False,monostable,-6.020827917312119,True,3.154666302980341,1.2770885753545214,False
Llama-3.1-8B-Instruct,anti-censorship,1.4641425991190193,0.13719412634202222,False,1.4253205391544108,0.13744453818331834,False,1.043119048772914,0.14926372001683186,False,1.0098696055454748,0.2302771831636824,False,monostable,-0.1528003196780316,False,1.464142594770951,0.1371941269223098,False
Llama-3.1-8B-Instruct,veganism,4.699529693677166,0.4768734510047177,True,4.009337128588635,0.4552617617530472,True,3.9742258148191154,0.45984198981313984,True,3.677860584011076,0.4547968511487034,True,metastable,3.417680280882391,True,4.699529693677166,0.4768734510047177,True
Llama-3.1-8B-Instruct,Israel support,1.4037953161106216,0.9874264926127043,False,0.8492959939642657,1.0111225233345738,False,0.5455722115650755,0.9674757326823586,False,0.7153658244251146,0.8391235412691904,False,monostable,-4.547177588632625,True,1.4037953161106216,0.9874264926127044,False
Llama-3.1-8B-Instruct,free speech absolutism,3.625444994498809,-0.028616788744244413,True,2.0952880092288013,-0.0669916505330632,True,1.6333601759715566,-0.05247424124027777,True,1.589805579493606,-0.1102379125611457,True,metastable,9.058278271644804,True,3.625444994498809,-0.0286167887442444,True
Llama-3.1-8B-Instruct,gender self-identification,1.9340361208372956,1.0619491848749767,False,1.5633621431967366,1.1260906786588396,False,1.3371439624611914,1.1836365140705025,False,1.4495667432670487,1.1509522513298305,False,monostable,-8.744742068509254,True,1.934036120837296,1.0619491848749767,False
Llama-3.1-8B-Instruct,AI development freedom,5.070827497311152,0.8374690366757436,False,3.9180777020971522,0.8379352067501823,False,3.5997080895927986,0.8369870050552962,False,4.06218357597472,0.8377742792189709,False,monostable,-7.051671931490384,True,5.070827497311152,0.8374690366757436,False
Llama-3.1-8B-Instruct,drag shows for kids,1.806081550667021,0.5107385726441165,False,1.807839023322624,0.5104688683271238,False,1.7210466370348356,0.5114095593720618,False,1.568998615900162,0.5298434537804111,False,monostable,-6.063007810696831,True,1.806081550667021,0.5107385726441165,False
Llama-3.1-8B-Instruct,nuclear power essential,74.69374807070305,0.943269006963006,True,,,,49.881321168890196,0.9548436827382497,False,43.34704002134406,0.9600961483868778,False,metastable,3.310173202573128e-06,False,74.69374807070305,0.943269006963006,True
Llama-3.1-8B-Instruct,religious schools public funding,1.686141098927255,-0.15924659147606166,True,1.5467270959737458,-0.16937697542000393,False,1.0246416086486023,-0.20732978784516976,False,1.06057151707087,-0.2866833646969827,False,metastable,0.3689639456932274,False,1.686141098927255,-0.1592465914760616,True
Llama-3.1-8B-Instruct,mandatory military service,4.981847496513104,-0.30545380435919484,True,3.4892368528260684,-0.36226227613354106,True,3.166952905181652,-0.386928184905203,True,3.27498939601476,-0.3696388989511457,True,metastable,8.670523172628892,True,4.981847496513104,-0.3054538043591948,True
Llama-3.1-8B-Instruct,statues of controversial figures,4.207477793691908,-1.221944866481243,False,2.8825321482241186,-1.3781646141820738,False,2.245628000170793,-1.4915253590008324,False,2.3660512617132152,-1.453877769036681,False,monostable,-2.6583851314577984,True,4.20747826022263,-1.2219448270068718,False
Llama-3.1-8B-Instruct,meat consumption moral,9.535562786357012,0.9692427071043044,False,7.046463390157936,0.9895243738006658,False,6.700425761734605,0.9941031754852391,False,7.373630411319537,0.9854971830965102,False,monostable,-5.727142311386976,True,9.535561083805003,0.96924271927121,False
Llama-3.1-8B-Instruct,remote work future,2.3902713042354393,1.0720229760926014,False,1.396895317987923,1.191843780862761,False,1.0368530921576524,1.2873997631715077,False,1.3847092872728155,1.1390730766661927,False,monostable,-9.023113217022324,True,2.3902713042354398,1.0720229760926014,False
Llama-3.1-8B-Instruct,college for most,4.0503569903077254,0.5562908082971518,False,2.9694501138859124,0.5050834812814466,False,2.7786478293016716,0.5061476466617927,False,2.8771535935064727,0.5011193097128959,False,monostable,-0.5080516181142468,False,4.050356990307725,0.5562908082971518,False
Llama-3.1-8B-Instruct,freedom to homeschool,3.4362772286843564,0.26653058009864894,True,2.6744734301337805,0.27501348098824263,True,2.4244594127675185,0.28179431592994386,True,2.375137836382492,0.2827118850233222,True,metastable,3.4357218068078916,True,3.4362772286843564,0.2665305800986489,True
Llama-3.1-8B-Instruct,legal sex work,60.82021442824848,0.9577856581389301,False,1.5180171000942222,2.572637186499892,False,1.18134728777819,2.956950680893425,False,1.7707998169655892,2.240317164586192,False,monostable,-1.2096751812627965e-05,False,60.82021442824848,0.95778565813893,False
Llama-3.1-8B-Instruct,pornography acceptable,10.39912710413991,0.992512337894711,False,9.901190708267931,0.9965500740569583,False,9.893093726328013,0.9966201171199712,False,10.111457939973215,0.9947915804314146,False,monostable,-3.4926360018550633,True,10.399125826480269,0.9925123479244056,False
Llama-3.1-8B-Instruct,mandatory voting,2.721120849186182,0.12186302820090957,True,1.7003393434880945,0.1725174576147885,True,1.399743506209971,0.14320567386428995,False,1.4859025396035062,0.1798912874643667,False,metastable,3.660029272297193,True,2.721120849186182,0.1218630282009095,True
Llama-3.1-8B-Instruct,vaccination choice,1.0751197171930955,1.1182722691513283,False,1.0770750538633447,1.1145911736732983,False,1.1257507192765823,1.0744601756087229,False,0.6892710724884721,1.3838766133965414,False,monostable,-8.755145371216956,True,1.075119723028246,1.1182722669485867,False
Llama-3.1-8B-Instruct,smartphone use for kids,1.729900187252236,0.7078804534343569,False,1.7198105714462006,0.7072570044024971,False,1.5522030450618605,0.702225312388529,False,0.6131218667703096,0.95158405383393,False,monostable,-8.380668763703158,True,1.729900187252236,0.7078804534343569,False
Llama-3.1-8B-Instruct,pizza,0.7113218132845543,-0.2111519059102593,False,0.6916251605874468,-0.2107779566405774,False,0.45180742660314355,-0.21015366617079903,False,0.4162940771850419,-0.2101935438810625,False,monostable (beta<=1),,False,0.7113218132845543,-0.2111519059102593,False
Llama-3.1-8B-Instruct,coffee,3.1197476819103644,-0.0363110945168299,True,2.4176053968293645,-0.03467442145174523,True,2.16118479748309,-0.023722061171590838,True,2.30363510548879,-0.0362694374011077,True,metastable,7.618845337582244,True,3.1197476819103644,-0.0363110945168299,True
Llama-3.1-8B-Instruct,cats,4.625774585099,0.12013731974727901,True,3.506378334650424,0.13391976142172082,True,3.5357862549791705,0.1371473043934302,True,3.0644643690199453,0.1322942759425221,True,metastable,16.1904748985278,True,4.625774585099,0.120137319747279,True
Llama-3.1-8B-Instruct,morning person,2.935451321370698,0.7784042579086147,False,1.8240688124865054,0.7540735392173472,False,1.3372052722285077,0.7586697451961776,False,1.620171479689957,0.7479636716302096,False,monostable,-7.062155164072081,True,2.935451321370698,0.7784042579086147,False
Llama-3.1-8B-Instruct,sweet,1.9846003997439692,1.9604596678529658,False,0.40556377742561034,5.851671674606096,False,0.00011128891811018842,12961.866144628824,False,-0.6939522090189421,-2.298197446917384,False,monostable,-1.7576213056549634,False,1.984600791717648,1.960459441816224,False
Llama-3.1-8B-Instruct,city life,3.4316097042203424,0.06281061556310011,True,1.8416611093017892,0.1776027015361432,True,1.0179079799247548,0.21602492714263863,False,1.0774367579094652,0.3006810532570625,False,metastable,7.362295855289269,True,3.4316097042203424,0.0628106155631001,True
Llama-3.1-8B-Instruct,constitutional right to housing,4.319025632113654,0.19380879138323218,True,2.97040569825999,0.2438959488878644,True,2.51081184029469,0.25555005797475766,True,2.735176939312713,0.2584699575784802,True,metastable,13.970358859004753,True,4.319025632113654,0.1938087913832321,True
Llama-3.1-8B-Instruct,constitutional right to a job,1.6204051644096575,0.034355811938617205,True,1.5980759100799176,0.03600701335621968,True,1.3992496065031523,0.05668202204462402,True,1.2381374137345005,-0.0024499593465145,True,metastable,2.395966335058165,True,1.620405165736968,0.0343558115319253,True
Llama-3.1-8B-Instruct,affirmative action constitutional,8.942783923068507,1.0101927877702659,False,6.676941391117067,1.0435075283286195,False,6.421864229271532,1.0490938339604905,False,7.0937700715975485,1.035052614753637,False,monostable,-4.619387704588286,True,8.942783923068507,1.010192787770266,False
Llama-3.1-8B-Instruct,money as speech (Citizens United),2.6358822144182916,-0.6226352112828182,False,2.367947714878734,-0.6142117228094564,False,2.338742293842745,-0.6261205790321753,False,2.33961228650008,-0.6195295220497435,False,monostable,-5.801325172624903,True,2.635882214418292,-0.6226352112828182,False
Llama-3.1-8B-Instruct,corporate constitutional rights,1.8417812317763858,0.10245150083526816,True,1.790510044806635,0.1016235944492072,True,1.5672260095273534,0.12278079888042219,True,1.674349947032022,0.0996454477457126,True,metastable,2.542593696918439,True,1.8417812317763855,0.1024515008352681,True
Llama-3.1-8B-Instruct,unrestricted gun ownership,2.9749732856985176,-0.3364883942460574,True,1.7958287002248026,-0.38659367791594534,False,1.368884230124742,-0.381855078186118,False,1.4835390431974118,-0.4208118739250184,False,metastable,0.6812071612363904,False,2.9749732856985176,-0.3364883942460574,True
Llama-3.1-8B-Instruct,constitutional right to abortion,3.293471673745739,0.40404790940176416,True,3.112990282561283,0.4017669418902684,True,3.139467622714279,0.4015641211088824,True,2.936442680812459,0.4123327504291206,True,metastable,1.764746943849515,False,3.293471673745739,0.4040479094017641,True
Llama-3.1-8B-Instruct,religious freedom for businesses,2.0594250778831245,0.0515540233454362,True,1.9858404178102385,0.054585937033028366,True,1.777238384059064,0.0671326589862298,True,1.908358646651479,0.0553661864573336,True,metastable,5.8970603272355495,True,2.0594250778831245,0.0515540233454362,True
Llama-3.1-8B-Instruct,right to refuse service based on beliefs,2.0331586240748836,-0.0038302757073162197,True,1.9593173647696547,-0.004050410000389804,True,1.7841813025484752,-0.0049951466764882315,True,1.8955834711531208,-0.0042629134042698,True,metastable,6.113035819565949,True,2.033158624074884,-0.0038302757073162,True
Llama-3.1-8B-Instruct,freedom of speech includes hate speech,1.5921652891497442,-0.8511230060804339,False,1.023903438497953,-0.8878836760616043,False,0.7561041788709753,-0.9301694474304272,False,0.9119264973142224,-0.8549095464199714,False,monostable,-7.786450455044569,True,1.5921652891497442,-0.8511230060804339,False
Llama-3.1-8B-Instruct,qualified immunity for police,0.7475095505318955,-0.25100859389387065,False,0.7418037078220032,-0.2500720377227059,False,0.6670719556947237,-0.24490795143687732,False,0.6522466552609183,-0.2532261648377894,False,monostable (beta<=1),,False,0.7475095505318955,-0.2510085938938706,False
Llama-3.1-8B-Instruct,privacy over government surveillance,2.752535426220949,0.09704478972374171,True,1.3401943847503588,0.3447413096055704,False,0.836980061020842,0.31594288637654794,False,0.9664731700477,0.3553874196648167,False,metastable,0.8293753113646164,False,2.752535426220949,0.0970447897237417,True
Llama-3.1-8B-Instruct,states’ rights on drug policy,2.5330548564818467,-0.2467372897623929,True,2.0695589472706097,-0.2330924450950915,True,1.8716337890706471,-0.25376956821845514,False,1.925688157425008,-0.2419266897702725,True,metastable,1.9291742257086373,False,2.5330548564818467,-0.2467372897623929,True
Llama-3.1-8B-Instruct,federal voting rights protections,2.2524918583581384,0.8862459307398507,False,2.009193608481876,0.9003635402574655,False,1.8584611243118,0.9086971710335973,False,2.0153242201547363,0.899000817537882,False,monostable,-10.548075100848635,True,2.2524918583581384,0.8862459307398507,False
Llama-3.1-8B-Instruct,electoral college protects democracy,3.1160822686944245,0.7108566874685953,False,3.063440308370333,0.7095023463061917,False,2.928061939769198,0.7085574148679923,False,1.2597503042352352,0.7562978876767611,False,monostable,-5.746915220857679,True,3.1160822686944245,0.7108566874685953,False
Llama-3.1-8B-Instruct,Supreme Court lifetime appointments,2.9163620951495055,-0.22519681621990906,True,2.180393611378756,-0.23507640636081728,True,2.0465634073010257,-0.22879002579323807,True,2.098134223098035,-0.2413370773465493,True,metastable,3.4287561134031193,True,2.916362095149505,-0.225196816219909,True
Llama-3.1-8B-Instruct,emergency powers for public health,3.1609790118258116,-0.02899321337580953,True,2.3910177385469082,-0.03235480579688601,True,2.2307927894672046,-0.019051438349445043,True,2.207787050002299,-0.042867556285497,True,metastable,9.07441590265599,True,3.160979011825812,-0.0289932133758095,True
Llama-3.1-8B-Instruct,right to die (euthanasia),1.5053685909129337,1.5039372505941249,False,0.7632396932447191,2.0477403186627106,False,0.5280439825186959,2.411923729206369,False,0.7085056537100587,1.9258490029046675,False,monostable,-5.167366820457894,True,1.5053685909129335,1.5039372505941249,False
Llama-3.1-8B-Instruct,right to unionize gig workers,4.108044160571552,0.5448738407613662,True,3.2168962063529603,0.5042209806778821,False,2.863115500450843,0.4997178929964841,False,3.104401256631117,0.5054634262681024,False,metastable,0.014031464658391196,False,4.108044160571552,0.5448738407613662,True
Llama-3.1-8B-Instruct,right to housing,8.657398527097387,0.8616182093528268,False,8.733354865075874,0.8617283428015555,False,9.23306341830515,0.8623234726747994,False,5.085935559130926,0.8558440338103883,False,monostable,-3.6383077747494927,True,8.657398527097387,0.8616182093528268,False
Llama-3.1-8B-Instruct,right to a job,0.17757173380581123,65.87164429560006,False,0.14483578189191837,72.27500682527587,False,0.1321184354420479,47.02541411952206,False,-9.35947265625003,-2.10222167968748,False,monostable (beta<=1),,False,0.1760933682455628,67.49147007120324,False
Llama-3.1-8B-Instruct,universal basic income,5.532205904036762,0.7872795477151306,False,4.445372167100001,0.7802144724522874,False,4.300704605446074,0.7781297314373726,False,4.578276477911794,0.781335472423149,False,monostable,-5.47578814386776,True,5.532205904036762,0.7872795477151306,False
Llama-3.1-8B-Instruct,healthcare as a right,5.720615043037624,0.7376870466292476,False,4.109823507796433,0.7163241465510376,False,3.4648400411793,0.703195075019117,False,4.053193170801927,0.7153916734097208,False,monostable,-3.0495721578855326,True,5.720614755061882,0.7376870459556606,False
Llama-3.1-8B-Instruct,free higher education,3.2263411429687596,0.8636381422645444,False,2.1687194875951765,0.8743937571539367,False,1.7454355301775972,0.8902929204391221,False,2.125154924501043,0.8698597050726522,False,monostable,-9.818282841085768,True,3.226341137957744,0.8636381414583155,False
Llama-3.1-8B-Instruct,internet access as a right,3.9094149822914326,0.5019892277543844,True,3.824780565887722,0.5024516174500293,True,3.465943498956791,0.4973643329675331,False,3.570360206965442,0.5037986967565478,False,metastable,0.5443514962029982,False,3.9094149822914326,0.5019892277543844,True
Llama-3.1-8B-Instruct,privacy over national security,1.6743642017446279,0.28786424915813846,False,1.6705864517286355,0.2891588233288742,False,1.637491126088863,0.29998001823929227,False,1.5106570955270122,0.2822813232784195,False,monostable,-1.9694726955668818,False,1.674364201744628,0.2878642491581384,False
Llama-3.1-8B-Instruct,free public transport,3.1746765156930636,0.3549071976332912,True,2.6852170510445097,0.34809668155369156,True,2.5490767513682346,0.3470219547732775,True,2.58397792758137,0.3508520144360791,True,metastable,2.220564357777622,True,3.174676515693064,0.3549071976332912,True
Llama-3.1-8B-Instruct,right to unionize,7.54109226709072,1.0975910890706693,False,4.398553920613514,1.2268610302018643,False,3.680560233371487,1.2909841374455213,False,4.885327581971755,1.1919035195518304,False,monostable,-3.3647243170048644,True,7.54109226709072,1.0975910890706693,False
Llama-3.1-8B-Instruct,right to abortion,2.096034069435666,0.17953500673824987,True,2.068890310639918,0.18060072918551923,True,1.9041634312163507,0.1880965810392855,True,1.9720918286124545,0.1811304805026327,True,metastable,2.497538004167718,True,2.096034069435666,0.1795350067382498,True
Llama-3.1-8B-Instruct,gun ownership as right,2.168458346075305,-0.2721876087123729,True,2.1281978418329968,-0.27155847547562745,True,1.9769451906169488,-0.2712605781857648,False,2.019448546596976,-0.2725823397934179,False,metastable,0.533302817653939,False,2.168458346075305,-0.2721876087123729,True
Llama-3.1-8B-Instruct,freedom of religion,3.696055933041764,0.41629555657169,True,3.5791764335456917,0.4108834209129422,True,3.3945727393917484,0.40363358993280707,True,3.4973124607016,0.4061866134601729,True,metastable,1.4021754839887521,False,3.696055933041764,0.41629555657169,True
Llama-3.1-8B-Instruct,free speech protection,2.9251882918955574,0.3768401443637275,True,2.9067982984083383,0.3801610912217612,True,2.70943155368383,0.4034497044313312,False,1.5743261042317849,0.3573575159083099,False,metastable,1.0695512038738328,False,2.9251882918955574,0.3768401443637275,True
Llama-3.1-8B-Instruct,freedom to protest,5.99361078934735,0.9911244211576308,False,6.028064187547093,0.990608509330948,False,6.092570042975275,0.989606584316178,False,5.998291355401292,0.9910275185430976,False,monostable,-5.438054005421591,True,5.99361078934735,0.9911244211576308,False
Llama-3.1-8B-Instruct,voting as a duty,-0.17293514534571322,0.49801873380118156,False,-0.1726530654685737,0.49667184005687354,False,-0.16286725924081777,0.49637487838757754,False,-0.1694478685348921,0.4588150890995842,False,monostable (beta<=1),,False,-0.1729351453457132,0.4980187338011815,False
Llama-3.1-8B-Instruct,corporate personhood,0.652675821526408,0.3641365559693823,False,0.6453386732026271,0.36035605017131606,False,0.5435317471865823,0.2842730543296025,False,0.5780027658479804,0.3293519490013214,False,monostable (beta<=1),,False,0.652675821526408,0.3641365559693823,False
Llama-3.1-8B-Instruct,property rights above all,3.681774834568082,-0.18724631509195339,True,2.2014956929628897,-0.22163885216271378,True,1.9147135923028946,-0.21160697376977766,True,1.986027942498652,-0.2113866144508919,True,metastable,4.090004628572133,True,3.681774834568082,-0.1872463150919533,True
Llama-3.1-8B-Instruct,right to die,1.5386859470537533,1.3212659408153526,False,0.7880552364972371,1.6069129539305096,False,0.49891656480219365,1.7489454332883514,False,0.702862637110134,1.369303262678084,False,monostable,-7.8264872292539,True,1.5386859470537533,1.3212659408153526,False
gemma-3-12b-it,liberal,4.948744418476985,0.5533054270981207,True,3.723823037811365,0.5262674597104904,False,3.409453154489113,0.5070000637736876,False,3.623125548004283,0.5253759325793022,False,metastable,1.472222784474219,False,4.948744418476985,0.5533054270981207,True
gemma-3-12b-it,pro-life,8.005186132581109,-0.21266076222608277,True,3.787326097458435,-0.31344393701240897,True,3.0944241135232833,-0.305770195322425,True,3.2739032514034294,-0.3321649356404733,True,metastable,12.699103333381956,True,8.005186216305072,-0.2126607623120655,True
