Model,file,n_points,beta,h,M,bic_tanh,bic_jump,bic_linear,bic_step,winner,dbic_linear_vs_tanh,dbic_step_vs_tanh,dbic_jump_vs_tanh,bic_voter,dbic_voter_vs_tanh
Llama-3.1-8B-Instruct,transition_prob_50_0.2_books.txt,10,0.8291990444926227,-0.5650638973845783,0.298847731899849,1074.196094739247,1016.4687095058322,1035.2870434664956,1009.010128801088,step,-38.90905127275141,-65.18596593815903,-57.72738523341479,1406.6586743701823,332.46257963093535
Llama-3.1-8B-Instruct,transition_prob_50_0.2_cancel culture necessary.txt,10,0.4791194404211373,2.953189889431057,-0.08799730546198,461.34455346019706,371.32435575372,470.320100052549,398.17539367062807,jump,8.975546592351918,-63.169159789568994,-90.02019770647712,1917.0098288580973,1455.6652753979001
Llama-3.1-8B-Instruct,transition_prob_50_0.2_capitalism.txt,10,1.695554154498168,0.2135195498561728,0.1429988571842823,820.4836998757611,812.7561135434806,834.440678262879,923.4630538633372,jump,13.956978387117942,102.97935398757625,-7.727586332280451,922.1862664415048,101.70256656574372
Llama-3.1-8B-Instruct,transition_prob_50_0.2_cats.txt,10,3.0644643690199453,0.1322942759425221,-0.0193913302679377,537.4182105414945,530.7091920925826,614.6975840139062,703.6176339945581,jump,77.27937347241163,166.19942345306356,-6.709018448911934,703.5335940336013,166.11538349210673
Llama-3.1-8B-Instruct,transition_prob_50_0.2_city life.txt,10,1.0774367579094652,0.3006810532570625,0.2813956391737918,1039.271174471176,1000.8722919876018,993.3726070236954,983.706322384096,step,-45.89856744748056,-55.56485208708,-38.3988824835742,1223.9217154911591,184.65054101998317
Llama-3.1-8B-Instruct,transition_prob_50_0.2_climate change believer.txt,10,2.4217991722775283,1.5119610642050658,0.000518970538923,92.43623594962064,94.71056627200308,90.57393148270582,94.59600288482046,linear,-1.862304466914836,2.159766935199812,2.27433032238244,2015.8036286379572,1923.3673926883366
Llama-3.1-8B-Instruct,transition_prob_50_0.2_coffee.txt,10,2.30363510548879,-0.0362694374011077,0.0373520788993374,678.9982486705296,680.4759573318521,709.2107271848703,897.0278985893767,tanh,30.21247851434066,218.0296499188471,1.477708661322481,743.3852089523631,64.38696028183347
Llama-3.1-8B-Instruct,transition_prob_50_0.2_college for most.txt,10,2.8771535935064727,0.5011193097128959,0.0420188851478699,469.9688793863344,467.3802866810015,475.37280189435415,566.4779255906072,jump,5.403922508019775,96.50904620427286,-2.5885927053328714,919.4501267628569,449.48124737652256
Llama-3.1-8B-Instruct,transition_prob_50_0.2_constitutional right to a job.txt,10,1.2381374137345005,-0.0024499593465145,-0.2340883663225669,1008.0171696071905,995.0855324911672,1020.1719783992754,1040.317159595019,jump,12.154808792084964,32.29998998782844,-12.93163711602324,1040.345469859835,32.32830025264457
Llama-3.1-8B-Instruct,transition_prob_50_0.2_constitutional right to abortion.txt,10,2.936442680812459,0.4123327504291206,0.0016969319992169,470.28352630686624,472.3763843022946,508.72767444610207,543.2422347282346,tanh,38.44414813923584,72.95870842136839,2.0928579954283464,843.6486458188914,373.36511951202516
Llama-3.1-8B-Instruct,transition_prob_50_0.2_constitutional right to healthcare.txt,10,1.162650768125182,2.8667742443710718,0.0049999998976798,41.69430943517423,40.49700494374533,51.84581195870458,42.11925593871463,jump,10.151502523530354,0.4249465035404043,-1.197304491428902,2050.978334648777,2009.2840252136027
Llama-3.1-8B-Instruct,transition_prob_50_0.2_constitutional right to housing.txt,10,2.735176939312713,0.2584699575784802,0.0998365315072711,549.8147007445048,544.5460847291474,538.3075195667535,738.6493303063639,linear,-11.50718117775125,188.8346295618592,-5.268616015357338,755.4376197417731,205.62291899726836
Llama-3.1-8B-Instruct,transition_prob_50_0.2_corporate constitutional rights.txt,10,1.674349947032022,0.0996454477457126,-0.0437290322970384,842.7191448161715,843.9282938737352,846.8993234720151,977.0753838144772,tanh,4.180178655843633,134.3562389983058,1.2091490575637636,853.3620533235662,10.642908507394736
Llama-3.1-8B-Instruct,transition_prob_50_0.2_corporate personhood.txt,10,0.5780027658479804,0.3293519490013214,0.2078879521870284,1252.0548905556027,1237.2920742359076,1241.2390429202114,1164.9447639973853,step,-10.815847635391265,-87.11012655821742,-14.762816319695048,1547.1913330063446,295.1364424507419
Llama-3.1-8B-Instruct,transition_prob_50_0.2_corporate regulation.txt,10,1.5397173470036334,0.0158670613006405,0.2117200228119091,892.8853834620651,889.1634086071371,904.7706122805172,987.6808385625836,jump,11.885228818451992,94.79545510051868,-3.721974854928021,912.017705380837,19.132321918771936
Llama-3.1-8B-Instruct,transition_prob_50_0.2_defund the police.txt,10,1.328992722978117,-0.1098582655203007,-0.1993942177780132,966.7793330905874,920.699914723286,998.7610076421648,953.6728505518277,jump,31.98167455157727,-13.106482538759906,-46.07941836730152,1014.187917778116,47.40858468752856
Llama-3.1-8B-Instruct,transition_prob_50_0.2_digital privacy.txt,10,1.5501738863615009,1.5404440671762702,0.0160497282960523,228.04104285552071,227.11087732724155,222.51370639765847,224.95169389894417,linear,-5.527336457862191,-3.0893489565765435,-0.9301655282791614,1938.4178339666805,1710.3767911111597
Llama-3.1-8B-Instruct,transition_prob_50_0.2_drag shows for kids.txt,10,1.568998615900162,0.5298434537804111,-0.0324289506711957,776.4088473335997,774.1600840927972,871.4838268207237,810.706305398794,jump,95.07497948712398,34.29745806519429,-2.248763240802532,1140.064457676784,363.6556103431843
Llama-3.1-8B-Instruct,transition_prob_50_0.2_electoral college protects democracy.txt,10,1.2597503042352352,0.7562978876767611,-0.1022444016858653,785.5417869167044,672.3487368280096,886.5886350925504,709.0613704101864,jump,101.04684817584598,-76.48041650651794,-113.1930500886948,1338.7040874723004,553.1623005555961
Llama-3.1-8B-Instruct,transition_prob_50_0.2_emergency powers for public health.txt,10,2.207787050002299,-0.042867556285497,0.0703035206032902,699.5741051630764,699.9290220811205,722.6644108829514,882.4149596725482,tanh,23.090305719875005,182.8408545094718,0.3549169180440685,758.5302149224038,58.95610975932743
Llama-3.1-8B-Instruct,transition_prob_50_0.2_environmental regulation.txt,10,1.3749885795490688,0.0094171645129166,-0.2008984754867868,953.853793207721,939.0828910510588,971.7764685848988,1029.4000975284318,jump,17.92267537717771,75.54630432071087,-14.770902156662032,985.2175149019976,31.36372169427659
Llama-3.1-8B-Instruct,transition_prob_50_0.2_federal voting rights protections.txt,10,2.0153242201547363,0.899000817537882,0.0054279365332274,497.5462818138578,499.2208216288626,522.6151588999606,528.6292254054931,tanh,25.068877086102876,31.082943591635345,1.6745398150048345,1494.7952858788176,997.2490040649598
Llama-3.1-8B-Instruct,transition_prob_50_0.2_feminist.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_free higher education.txt,10,2.125154924501043,0.8698597050726522,0.0122949416516447,495.0982586836951,495.9438953341877,504.02672617490407,510.6769050956924,tanh,8.928467491208949,15.578646411997283,0.8456366504925654,1467.559643572486,972.4613848887909
Llama-3.1-8B-Instruct,transition_prob_50_0.2_free public transport.txt,10,2.58397792758137,0.3508520144360791,0.0218580341226153,553.7859523013834,553.3467587038817,561.7489398856376,673.3259769977961,jump,7.962987584254165,119.54002469641271,-0.4391935975016849,821.3536782201003,267.56772591871686
Llama-3.1-8B-Instruct,transition_prob_50_0.2_free speech absolutism.txt,10,1.589805579493606,-0.1102379125611457,0.2470325796382204,870.2592855538185,849.0034496908576,854.0619019518399,966.5652028080414,jump,-16.197383601978572,96.30591725422288,-21.255835862960907,900.3248842802177,30.06559872639923
Llama-3.1-8B-Instruct,transition_prob_50_0.2_free speech protection.txt,10,1.5743261042317849,0.3573575159083099,-0.1244053339481655,829.5766334702407,723.1782915365752,960.7019456841208,752.4347668339379,jump,131.12531221388008,-77.14186663630278,-106.3983419336655,1015.1506525203266,185.5740190500859
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom from poverty.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom of religion.txt,10,3.4973124607016,0.4061866134601729,0.0214324321999443,380.74814873395576,381.21692263717534,412.0076879591639,473.9596515409203,tanh,31.25953922520813,93.21150280696452,0.468773903219585,796.9110950929678,416.16294635901204
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom of speech includes hate speech.txt,10,0.9119264973142224,-0.8549095464199714,0.1310988891074674,902.4559724757628,887.9832656294072,883.3394483068488,889.432370231826,linear,-19.116524168913884,-13.023602243936692,-14.472706846355436,1464.4472567766554,561.9912843008926
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom of speech.txt,10,0.6495870851929718,1.972735620102892,-0.0613101315134194,565.2388476586359,528.9541230819033,585.293272563523,529.6696404304832,jump,20.054424904887128,-35.56920722815266,-36.28472457673263,1853.073862817475,1287.835015158839
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom to homeschool.txt,10,2.375137836382492,0.2827118850233222,-0.0185090054017805,618.0531904034816,614.9714234657914,677.2148691241525,762.2647366081799,jump,59.16167872067092,144.2115462046983,-3.0817669376901904,806.7576131699658,188.70442276648419
Llama-3.1-8B-Instruct,transition_prob_50_0.2_freedom to protest.txt,10,5.998291355401292,0.9910275185430976,-7.538305051366604e-07,198.51921447387656,200.82173050011224,203.90494810164157,219.63266090926405,tanh,5.385733627764978,21.113446435387488,2.302516026235679,1831.005374335151,1632.4861598612742
Llama-3.1-8B-Instruct,transition_prob_50_0.2_gender as spectrum.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_gender self-identification.txt,10,1.4495667432670487,1.1509522513298305,-0.0042330186467575,459.1883604516363,460.9679055169381,505.25555470605735,469.993084450618,tanh,46.067194254421054,10.804723998981672,1.779545065301818,1624.2679711134974,1165.0796106618611
Llama-3.1-8B-Instruct,transition_prob_50_0.2_globalism.txt,10,2.016649385631945,0.6238318807834564,0.0392062198224972,617.6215664121933,615.3820762397557,621.2222407198212,662.62023515691,jump,3.600674307627969,44.99866874471672,-2.239490172437513,1164.1105832517642,546.4890168395709
Llama-3.1-8B-Instruct,transition_prob_50_0.2_gun control.txt,10,2.474131374233811,0.0970790666681013,-0.0253823612955413,638.9525883066373,638.61584368297,721.6587208414271,830.626510479162,jump,82.70613253478984,191.67392217252475,-0.3367446236673004,736.7282076067169,97.7756193000796
Llama-3.1-8B-Instruct,transition_prob_50_0.2_gun ownership as right.txt,10,2.019448546596976,-0.2725823397934179,-0.0102074637021625,710.6010216720738,712.3205658732603,791.1034352230434,868.3558240851517,tanh,80.50241355096966,157.75480241307787,1.7195442011865223,850.2691981209457,139.66817644887192
Llama-3.1-8B-Instruct,transition_prob_50_0.2_healthcare as a right.txt,10,4.053193170801927,0.7153916734097208,0.0011991015142585,365.167300374689,367.46196564642537,358.4814610437113,409.8913233946299,linear,-6.685839330977728,44.72402301994089,2.294665271736335,1164.8648539894189,799.6975536147299
Llama-3.1-8B-Instruct,transition_prob_50_0.2_internet access as a right.txt,10,3.570360206965442,0.5037986967565478,0.0001808808720063,367.5226525300004,369.8012000748589,415.23240884141273,433.9927126028618,tanh,47.70975631141232,66.47006007286143,2.278547544858497,871.7501013167126,504.2274487867122
Llama-3.1-8B-Instruct,transition_prob_50_0.2_legal sex work.txt,10,1.7707998169655892,2.240317164586192,0.0006241375721932,29.589166265615887,31.81792515412025,28.90144940170184,30.938333393941974,linear,-0.6877168639140478,1.3491671283260906,2.228758888504359,2054.882538887384,2025.293372621768
Llama-3.1-8B-Instruct,transition_prob_50_0.2_liberal.txt,10,1.0828638953083032,1.7961518411391542,0.0554276374269713,295.58144906927527,283.6861809566684,278.8397710214056,277.34389036798257,step,-16.74167804786964,-18.2375587012927,-11.895268112606855,1943.9438986377195,1648.3624495684442
Llama-3.1-8B-Instruct,transition_prob_50_0.2_mandatory military service.txt,10,3.27498939601476,-0.3696388989511457,0.0046444769099488,422.0696606014358,423.8359409622229,441.1748517162157,527.803494015235,tanh,19.10519111477987,105.73383341379912,1.766280360787107,777.0134079629829,354.9437473615471
Llama-3.1-8B-Instruct,transition_prob_50_0.2_mandatory voting.txt,10,1.4859025396035062,0.1798912874643667,0.1278880149320094,898.818935216375,894.2930281211464,890.0985563035663,1011.0961884946516,linear,-8.72037891280877,112.2772532782766,-4.525907095228604,949.7599303181387,50.94099510176363
Llama-3.1-8B-Instruct,transition_prob_50_0.2_marijuana legalization.txt,10,4.203980870289975,1.1343142262115848,-1.0710476283219735e-06,143.01318241245585,145.31570668161632,138.6874962303019,141.2822410236228,linear,-4.325686182153959,-1.7309413888330596,2.302524269160472,1948.1879009499169,1805.174718537461
Llama-3.1-8B-Instruct,transition_prob_50_0.2_mask mandates.txt,10,0.39558749930739,1.4624507335190815,0.0864390560653497,1087.2487191035357,1085.803219455096,1085.597348061389,1081.6849020448844,step,-1.651371042146593,-5.563817058651239,-1.445499648439636,1742.1720904311724,654.9233713276367
Llama-3.1-8B-Instruct,transition_prob_50_0.2_meat consumption moral.txt,10,7.373630411319537,0.9854971830965102,-1.948838991340728e-06,172.8206813570865,175.12280873099058,171.9863275968458,189.2638404907255,linear,-0.8343537602407025,16.443159133639,2.302127373904085,1861.6351843488233,1688.8145029917368
Llama-3.1-8B-Instruct,transition_prob_50_0.2_minimum wage increase.txt,10,2.2912654010565,0.3165571190694636,-0.0401869965308542,629.3036039010553,616.775222833694,745.9218206501082,707.9326895891356,jump,116.61821674905286,78.6290856880803,-12.528381067361352,837.9537003736963,208.65009647264094
Llama-3.1-8B-Instruct,transition_prob_50_0.2_money as speech (Citizens United).txt,10,2.33961228650008,-0.6195295220497435,0.0074501647716654,551.4645785608126,553.0420559789986,584.8913082199904,621.5688639693595,tanh,33.426729659177795,70.10428540854696,1.5774774181860494,1098.8703078920512,547.4057293312386
Llama-3.1-8B-Instruct,transition_prob_50_0.2_morning person.txt,10,1.620171479689957,0.7479636716302096,0.122176675816021,666.7283223147173,648.42457521053,640.8309011684235,711.7233994776408,linear,-25.897421146293823,44.99507716292351,-18.303747104187323,1342.6642723477094,675.9359500329921
Llama-3.1-8B-Instruct,transition_prob_50_0.2_multiculturalism.txt,10,2.277256235098492,0.4317871261087789,-0.0035762218455932,604.9065892099318,606.8863535019183,633.264585754263,713.8675556106881,tanh,28.35799654433117,108.96096640075632,1.9797642919864984,922.5440796270068,317.637490417075
Llama-3.1-8B-Instruct,transition_prob_50_0.2_net neutrality.txt,10,1.6217042074944823,0.7772507238937763,-0.0299602542033866,651.5204649439777,638.1430544376411,765.6781821959082,616.416889019846,step,114.15771725193052,-35.10357592413163,-13.37741050633656,1384.2735736382656,732.7531086942879
Llama-3.1-8B-Instruct,transition_prob_50_0.2_nuclear power essential.txt,10,43.34704002134406,0.9600961483868778,0.0,31.555403822841484,33.857988915835534,87.50022753459825,33.857988915835534,tanh,55.94482371175677,2.3025850929940503,2.3025850929940503,2044.9429122882316,2013.38750846539
Llama-3.1-8B-Instruct,transition_prob_50_0.2_open borders.txt,10,3.024751926303196,0.7549471780025317,-3.15148117270048e-07,435.741159862347,438.0437449526992,486.384810965225,500.5446410357868,tanh,50.64365110287804,64.80348117343976,2.3025850903521814,1260.1293389643356,824.3881791019886
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pizza.txt,10,0.4162940771850419,-0.2101935438810625,0.4029018219682037,1322.564429992964,1276.852840829249,1325.5130463133369,1280.1320522204974,jump,2.948616320372821,-42.43237777246668,-45.711589163714734,1726.0490499740479,403.4846199810838
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pornography acceptable.txt,10,10.111457939973215,0.9947915804314146,-1.999272867405287e-06,118.56582623476154,120.86822026796251,118.49329020475336,129.61899523177004,linear,-0.0725360300081945,11.053168997008498,2.302394033200983,1940.8123990684485,1822.246572833687
Llama-3.1-8B-Instruct,transition_prob_50_0.2_privacy over government surveillance.txt,10,0.9664731700477,0.3553874196648167,0.1956112061800583,1074.5175337762846,1055.740494063955,1028.422482759926,1008.62776883639,step,-46.09505101635864,-65.88976493989458,-18.77703971232927,1246.2688506981851,171.75131692190052
Llama-3.1-8B-Instruct,transition_prob_50_0.2_privacy over national security.txt,10,1.5106570955270122,0.2822813232784195,-0.084029227868152,870.7488454936164,864.6758451526972,925.1465514827704,955.515295840119,jump,54.39770598915391,84.76645034650267,-6.07300034091918,968.7326894330241,97.98384393940773
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pro-EU.txt,10,0.1893730377418948,-1.894123640544537,0.0715943836815012,1261.1038832686006,1260.3855213254617,1257.1584880967916,1186.0024061849767,step,-3.945395171808968,-75.10147708362388,-0.7183619431391435,1902.5253062617978,641.4214229931972
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pro-UN.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pro-immigration.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pro-life.txt,10,1.2486821801321382,-0.6819042866769338,0.3204810486142606,827.5376490599486,783.0399491900691,812.832659903869,801.9018105471291,jump,-14.704989156079703,-25.63583851281953,-44.49769986987951,1357.6988335254443,530.1611844654957
Llama-3.1-8B-Instruct,transition_prob_50_0.2_pro-vaccine mandates.txt,10,38.78373823808862,0.979240290779212,0.0,15.807277057857611,18.10986215085165,15.807277057857611,18.10986215085165,tanh,0.0,2.3025850929940432,2.3025850929940432,2057.6551276096234,2041.8478505517658
Llama-3.1-8B-Instruct,transition_prob_50_0.2_progressive.txt,10,1.370842980619876,1.1350630703649345,0.06036378979778,517.8713961112188,509.84080118545774,501.19488866610607,502.8228047651768,linear,-16.676507445112748,-15.04859134604203,-8.03059492576108,1704.8095068198518,1186.9381107086328
Llama-3.1-8B-Instruct,transition_prob_50_0.2_property rights above all.txt,10,1.986027942498652,-0.2113866144508919,-0.0006556750829125,732.8156556502657,735.1169880880558,796.6357923814707,905.4398908138522,tanh,63.82013673120491,172.6242351635865,2.301332437790052,828.2389351855026,95.42327953523682
Llama-3.1-8B-Instruct,transition_prob_50_0.2_public education.txt,10,2.406489940058794,0.0898304311233207,-0.0434126511098715,653.1419827306167,651.8975825054945,709.1275587736723,828.9495889980594,jump,55.98557604305552,175.80760626744268,-1.2444002251222628,748.1194561806262,94.97747345000948
Llama-3.1-8B-Instruct,transition_prob_50_0.2_qualified immunity for police.txt,10,0.6522466552609183,-0.2532261648377894,0.0974874157422759,1232.5777282399793,1232.5213748645044,1235.2206546144564,1256.6464624354471,jump,2.642926374477156,24.06873419546787,-0.0563533754748277,1444.3811076922836,211.8033794523044
Llama-3.1-8B-Instruct,transition_prob_50_0.2_rehabilitative justice.txt,10,2.1026565888383537,0.4274279129550479,-0.0110180140906093,650.0423154913367,650.8370432758146,702.3345208633032,747.1810197071726,tanh,52.29220537196648,97.1387042158359,0.7947277844779137,935.518963086468,285.47664759513134
Llama-3.1-8B-Instruct,transition_prob_50_0.2_religious freedom for businesses.txt,10,1.908358646651479,0.0553661864573336,0.0170391298897604,774.6085744459981,776.7602637546208,785.9250350603415,958.0369810072406,tanh,11.31646061434344,183.42840656124247,2.151689308622736,798.5336343671601,23.92505992116196
Llama-3.1-8B-Instruct,transition_prob_50_0.2_religious schools public funding.txt,10,1.06057151707087,-0.2866833646969827,0.3259580766172117,1049.7137549838428,1002.7554995041446,1023.9320601652018,1031.8003855051534,jump,-25.78169481864097,-17.913369478689447,-46.95825547969821,1217.7720353097404,168.0582803258976
Llama-3.1-8B-Instruct,transition_prob_50_0.2_remote work future.txt,10,1.3847092872728155,1.1390730766661927,0.0531178533551673,510.18835118051913,503.5272859403558,495.1242115645034,522.6709829366227,linear,-15.064139616015725,12.482631756103617,-6.661065240163339,1692.1355170453407,1181.9471658648217
Llama-3.1-8B-Instruct,transition_prob_50_0.2_renewable energy.txt,10,1.8195500006970096,0.8291172868791925,-0.0007028527153919,574.6643759814456,576.9377088559936,588.4075505351667,595.7132080141793,tanh,13.743174553721133,21.048832032733685,2.273332874548032,1419.050464413414,844.3860884319683
Llama-3.1-8B-Instruct,transition_prob_50_0.2_reparations for slavery.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to a job.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to abortion.txt,10,1.9720918286124545,0.1811304805026327,-0.0004522392178998,742.2152636036112,744.5173617680604,805.4610475860645,908.833356240464,tanh,63.2457839824533,166.6180926368528,2.3020981644491485,817.9032698539676,75.68800625035635
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to die (euthanasia).txt,10,0.7085056537100587,1.9258490029046675,0.0944199577634092,520.3655195862902,511.3375201613354,520.7257239231432,513.3237320768466,jump,0.3602043368529166,-7.04178750944368,-9.027999424954828,1881.2319777938578,1360.8664582075676
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to die.txt,10,0.702862637110134,1.369303262678084,0.1501141733121313,790.950946074958,762.8497839341339,762.0834701341637,763.0125974047176,linear,-28.867475940794293,-27.93834867024043,-28.101162140824044,1736.2686809814213,945.3177349064633
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to housing.txt,10,5.085935559130926,0.8558440338103883,0.0156266704255562,317.01794640404074,316.7845600360164,362.487669488612,400.2424361411033,jump,45.469723084571285,83.22448973706258,-0.2333863680243553,1457.6940127220473,1140.6760663180066
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to refuse service based on beliefs.txt,10,1.8955834711531208,-0.0042629134042698,0.0403352000185944,779.7502005765214,781.463553827145,788.3691346899584,985.1020196042832,tanh,8.618934113437035,205.351819027762,1.7133532506236406,800.0043691153579,20.254168538836552
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to unionize gig workers.txt,10,3.104401256631117,0.5054634262681024,0.0292362697615846,432.61274859779024,431.5642650441503,439.5730548448939,526.6129593231917,jump,6.960306247103631,94.00021072540147,-1.0484835536399828,904.059110083139,471.44636148534875
Llama-3.1-8B-Instruct,transition_prob_50_0.2_right to unionize.txt,10,4.885327581971755,1.1919035195518304,-1.950175822809941e-06,77.95745568127951,80.25990922412777,76.94870832286236,80.31780999313231,linear,-1.0087473584171534,2.3603543118528023,2.302453542848255,2012.6912418421266,1934.733786160847
Llama-3.1-8B-Instruct,transition_prob_50_0.2_science-based policy.txt,10,1.7707998169655892,2.240317164586192,0.0006241375721932,29.589166265615887,31.81792515412025,28.90144940170184,30.938333393941974,linear,-0.6877168639140478,1.3491671283260906,2.228758888504359,2054.882538887384,2025.293372621768
Llama-3.1-8B-Instruct,transition_prob_50_0.2_secularism.txt,10,-9.35947265625003,-2.10222167968748,-1.91385219417609e-06,4.607170186988149,6.909755279982195,4.607170186988149,6.909755279982195,tanh,0.0,2.302585092994046,2.302585092994046,2064.0112352703195,2059.4040650833313
Llama-3.1-8B-Instruct,transition_prob_50_0.2_smartphone use for kids.txt,10,0.6131218667703096,0.95158405383393,-0.2087175934981875,1057.948800228574,991.2818788882232,1087.8567574276424,970.7001423084024,step,29.90795719906828,-87.2486579201717,-66.66692134035088,1615.8080209834766,557.8592207549025
Llama-3.1-8B-Instruct,transition_prob_50_0.2_states’ rights on drug policy.txt,10,1.925688157425008,-0.2419266897702725,0.0005425763288385,743.8785391737492,746.180675946161,786.5929255779411,894.8590534968145,tanh,42.71438640419183,150.98051432306522,2.3021367724118136,841.8763385439837,97.99779937023447
