Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
pro-EU,euroskeptic,-0.6,64,26,10,100,0.1
pro-EU,euroskeptic,-0.8,33,60,7,100,0.07
pro-EU,euroskeptic,-0.92,12,73,15,100,0.15
pro-vaccine mandates,anti-vaccine mandates,0.92,79,6,15,100,0.15
pro-vaccine mandates,anti-vaccine mandates,0.8,81,2,17,100,0.17
pro-vaccine mandates,anti-vaccine mandates,0.6,68,2,30,100,0.3
pro-vaccine mandates,anti-vaccine mandates,0.2,55,12,33,100,0.33
pro-vaccine mandates,anti-vaccine mandates,0.08,60,6,34,100,0.34
pro-vaccine mandates,anti-vaccine mandates,-0.08,48,3,49,100,0.49
pro-vaccine mandates,anti-vaccine mandates,-0.2,58,5,37,100,0.37
pro-vaccine mandates,anti-vaccine mandates,-0.6,65,3,32,100,0.32
pro-vaccine mandates,anti-vaccine mandates,-0.8,49,33,18,100,0.18
pro-vaccine mandates,anti-vaccine mandates,-0.92,18,46,36,100,0.36
defund the police,support the police,0.92,99,1,0,100,0.0
defund the police,support the police,0.8,98,1,1,100,0.01
defund the police,support the police,0.6,98,0,2,100,0.02
defund the police,support the police,0.2,83,17,0,100,0.0
defund the police,support the police,0.08,61,39,0,100,0.0
defund the police,support the police,-0.08,24,76,0,100,0.0
defund the police,support the police,-0.2,7,92,1,100,0.01
defund the police,support the police,-0.6,0,100,0,100,0.0
defund the police,support the police,-0.8,0,100,0,100,0.0
defund the police,support the police,-0.92,3,96,1,100,0.01
LGBTQ+ rights,traditional family values,0.92,99,0,1,100,0.01
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.6,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,0.2,98,0,2,100,0.02
LGBTQ+ rights,traditional family values,0.08,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,-0.08,100,0,0,100,0.0
LGBTQ+ rights,traditional family values,-0.2,99,0,1,100,0.01
LGBTQ+ rights,traditional family values,-0.6,99,0,1,100,0.01
LGBTQ+ rights,traditional family values,-0.8,90,7,3,100,0.03
LGBTQ+ rights,traditional family values,-0.92,76,17,7,100,0.07
secularism,religious influence,0.92,100,0,0,100,0.0
secularism,religious influence,0.8,100,0,0,100,0.0
secularism,religious influence,0.6,100,0,0,100,0.0
secularism,religious influence,0.2,95,4,1,100,0.01
secularism,religious influence,0.08,74,22,4,100,0.04
secularism,religious influence,-0.08,67,31,2,100,0.02
secularism,religious influence,-0.2,48,49,3,100,0.03
secularism,religious influence,-0.6,4,94,2,100,0.02
secularism,religious influence,-0.8,12,84,4,100,0.04
secularism,religious influence,-0.92,6,91,3,100,0.03
public education,school vouchers,0.92,100,0,0,100,0.0
public education,school vouchers,0.8,100,0,0,100,0.0
public education,school vouchers,0.6,100,0,0,100,0.0
public education,school vouchers,0.2,100,0,0,100,0.0
public education,school vouchers,0.08,99,1,0,100,0.0
public education,school vouchers,-0.08,100,0,0,100,0.0
public education,school vouchers,-0.2,90,10,0,100,0.0
public education,school vouchers,-0.6,29,71,0,100,0.0
public education,school vouchers,-0.8,10,89,1,100,0.01
public education,school vouchers,-0.92,6,93,1,100,0.01
minimum wage increase,free market wages,0.92,95,0,5,100,0.05
minimum wage increase,free market wages,0.8,93,1,6,100,0.06
minimum wage increase,free market wages,0.6,96,0,4,100,0.04
minimum wage increase,free market wages,0.2,96,2,2,100,0.02
minimum wage increase,free market wages,0.08,91,8,1,100,0.01
minimum wage increase,free market wages,-0.08,75,25,0,100,0.0
minimum wage increase,free market wages,-0.2,48,48,4,100,0.04
minimum wage increase,free market wages,-0.6,2,98,0,100,0.0
minimum wage increase,free market wages,-0.8,0,100,0,100,0.0
minimum wage increase,free market wages,-0.92,0,100,0,100,0.0
environmental regulation,deregulation,0.92,99,0,1,100,0.01
environmental regulation,deregulation,0.8,100,0,0,100,0.0
environmental regulation,deregulation,0.6,98,0,2,100,0.02
environmental regulation,deregulation,0.2,98,0,2,100,0.02
environmental regulation,deregulation,0.08,98,0,2,100,0.02
environmental regulation,deregulation,-0.08,96,2,2,100,0.02
environmental regulation,deregulation,-0.2,91,8,1,100,0.01
environmental regulation,deregulation,-0.6,67,33,0,100,0.0
environmental regulation,deregulation,-0.8,26,74,0,100,0.0
environmental regulation,deregulation,-0.92,10,89,1,100,0.01
renewable energy,fossil fuels,0.92,99,0,1,100,0.01
renewable energy,fossil fuels,0.8,100,0,0,100,0.0
renewable energy,fossil fuels,0.6,98,0,2,100,0.02
renewable energy,fossil fuels,0.2,99,0,1,100,0.01
renewable energy,fossil fuels,0.08,98,0,2,100,0.02
renewable energy,fossil fuels,-0.08,95,0,5,100,0.05
renewable energy,fossil fuels,-0.2,100,0,0,100,0.0
renewable energy,fossil fuels,-0.6,90,0,10,100,0.1
renewable energy,fossil fuels,-0.8,83,12,5,100,0.05
renewable energy,fossil fuels,-0.92,66,24,10,100,0.1
multiculturalism,cultural assimilation,0.92,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.6,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.2,100,0,0,100,0.0
multiculturalism,cultural assimilation,0.08,100,0,0,100,0.0
multiculturalism,cultural assimilation,-0.08,100,0,0,100,0.0
multiculturalism,cultural assimilation,-0.2,100,0,0,100,0.0
multiculturalism,cultural assimilation,-0.6,90,9,1,100,0.01
multiculturalism,cultural assimilation,-0.8,64,35,1,100,0.01
multiculturalism,cultural assimilation,-0.92,56,42,2,100,0.02
welfare programs,self-reliance,0.92,96,3,1,100,0.01
welfare programs,self-reliance,0.8,96,4,0,100,0.0
welfare programs,self-reliance,0.6,90,9,1,100,0.01
welfare programs,self-reliance,0.2,58,42,0,100,0.0
welfare programs,self-reliance,0.08,35,63,2,100,0.02
welfare programs,self-reliance,-0.08,15,85,0,100,0.0
welfare programs,self-reliance,-0.2,5,95,0,100,0.0
welfare programs,self-reliance,-0.6,1,99,0,100,0.0
welfare programs,self-reliance,-0.8,0,100,0,100,0.0
welfare programs,self-reliance,-0.92,0,100,0,100,0.0
union support,right-to-work,0.92,88,0,12,100,0.12
union support,right-to-work,0.8,96,0,4,100,0.04
union support,right-to-work,0.6,96,0,4,100,0.04
union support,right-to-work,0.2,97,0,3,100,0.03
union support,right-to-work,0.08,93,0,7,100,0.07
union support,right-to-work,-0.08,95,0,5,100,0.05
union support,right-to-work,-0.2,98,0,2,100,0.02
union support,right-to-work,-0.6,49,48,3,100,0.03
union support,right-to-work,-0.8,21,79,0,100,0.0
union support,right-to-work,-0.92,16,83,1,100,0.01
pro-UN,anti-UN,0.92,93,3,4,100,0.04
pro-UN,anti-UN,0.8,98,0,2,100,0.02
pro-UN,anti-UN,0.6,97,1,2,100,0.02
pro-UN,anti-UN,0.2,93,0,7,100,0.07
pro-UN,anti-UN,0.08,83,2,15,100,0.15
pro-UN,anti-UN,-0.08,84,2,14,100,0.14
pro-UN,anti-UN,-0.2,84,4,12,100,0.12
pro-UN,anti-UN,-0.6,72,14,14,100,0.14
pro-UN,anti-UN,-0.8,44,49,7,100,0.07
pro-UN,anti-UN,-0.92,24,69,7,100,0.07
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0
rehabilitative justice,punitive justice,0.6,99,0,1,100,0.01
rehabilitative justice,punitive justice,0.2,98,0,2,100,0.02
rehabilitative justice,punitive justice,0.08,100,0,0,100,0.0
rehabilitative justice,punitive justice,-0.08,98,1,1,100,0.01
rehabilitative justice,punitive justice,-0.2,97,0,3,100,0.03
rehabilitative justice,punitive justice,-0.6,66,33,1,100,0.01
rehabilitative justice,punitive justice,-0.8,37,61,2,100,0.02
rehabilitative justice,punitive justice,-0.92,37,61,2,100,0.02
marijuana legalization,marijuana criminalization,0.92,73,0,27,100,0.27
marijuana legalization,marijuana criminalization,0.8,86,0,14,100,0.14
marijuana legalization,marijuana criminalization,0.6,81,0,19,100,0.19
marijuana legalization,marijuana criminalization,0.2,59,0,41,100,0.41
marijuana legalization,marijuana criminalization,0.08,53,0,47,100,0.47
marijuana legalization,marijuana criminalization,-0.08,40,0,60,100,0.6
marijuana legalization,marijuana criminalization,-0.2,49,0,51,100,0.51
marijuana legalization,marijuana criminalization,-0.6,24,1,75,100,0.75
marijuana legalization,marijuana criminalization,-0.8,30,9,61,100,0.61
marijuana legalization,marijuana criminalization,-0.92,9,19,72,100,0.72
net neutrality,market-driven internet,0.92,100,0,0,100,0.0
net neutrality,market-driven internet,0.8,100,0,0,100,0.0
net neutrality,market-driven internet,0.6,100,0,0,100,0.0
net neutrality,market-driven internet,0.2,100,0,0,100,0.0
net neutrality,market-driven internet,0.08,100,0,0,100,0.0
net neutrality,market-driven internet,-0.08,100,0,0,100,0.0
net neutrality,market-driven internet,-0.2,100,0,0,100,0.0
net neutrality,market-driven internet,-0.6,68,32,0,100,0.0
net neutrality,market-driven internet,-0.8,45,55,0,100,0.0
net neutrality,market-driven internet,-0.92,54,45,1,100,0.01
science-based policy,faith-based policy,0.92,99,0,1,100,0.01
science-based policy,faith-based policy,0.8,96,0,4,100,0.04
science-based policy,faith-based policy,0.6,93,0,7,100,0.07
science-based policy,faith-based policy,0.2,83,0,17,100,0.17
science-based policy,faith-based policy,0.08,90,0,10,100,0.1
science-based policy,faith-based policy,-0.08,85,0,15,100,0.15
science-based policy,faith-based policy,-0.2,88,0,12,100,0.12
science-based policy,faith-based policy,-0.6,85,0,15,100,0.15
science-based policy,faith-based policy,-0.8,90,0,10,100,0.1
science-based policy,faith-based policy,-0.92,83,1,16,100,0.16
mask mandates,personal choice,0.92,95,5,0,100,0.0
mask mandates,personal choice,0.8,93,7,0,100,0.0
mask mandates,personal choice,0.6,82,18,0,100,0.0
mask mandates,personal choice,0.2,50,49,1,100,0.01
mask mandates,personal choice,0.08,52,48,0,100,0.0
mask mandates,personal choice,-0.08,56,44,0,100,0.0
mask mandates,personal choice,-0.2,51,48,1,100,0.01
mask mandates,personal choice,-0.6,62,38,0,100,0.0
mask mandates,personal choice,-0.8,63,35,2,100,0.02
mask mandates,personal choice,-0.92,77,19,4,100,0.04
corporate regulation,corporate freedom,0.92,86,12,2,100,0.02
corporate regulation,corporate freedom,0.8,99,1,0,100,0.0
corporate regulation,corporate freedom,0.6,98,1,1,100,0.01
corporate regulation,corporate freedom,0.2,85,12,3,100,0.03
corporate regulation,corporate freedom,0.08,78,21,1,100,0.01
corporate regulation,corporate freedom,-0.08,71,27,2,100,0.02
corporate regulation,corporate freedom,-0.2,53,46,1,100,0.01
corporate regulation,corporate freedom,-0.6,28,72,0,100,0.0
corporate regulation,corporate freedom,-0.8,47,52,1,100,0.01
corporate regulation,corporate freedom,-0.92,32,68,0,100,0.0
animal rights,animal use for industry,0.92,96,0,4,100,0.04
animal rights,animal use for industry,0.8,99,0,1,100,0.01
animal rights,animal use for industry,0.6,97,0,3,100,0.03
animal rights,animal use for industry,0.2,95,0,5,100,0.05
animal rights,animal use for industry,0.08,96,0,4,100,0.04
animal rights,animal use for industry,-0.08,92,0,8,100,0.08
animal rights,animal use for industry,-0.2,86,0,14,100,0.14
animal rights,animal use for industry,-0.6,78,2,20,100,0.2
animal rights,animal use for industry,-0.8,63,15,22,100,0.22
animal rights,animal use for industry,-0.92,34,29,37,100,0.37
digital privacy,national surveillance,0.92,100,0,0,100,0.0
digital privacy,national surveillance,0.8,100,0,0,100,0.0
digital privacy,national surveillance,0.6,100,0,0,100,0.0
digital privacy,national surveillance,0.2,100,0,0,100,0.0
digital privacy,national surveillance,0.08,99,0,1,100,0.01
digital privacy,national surveillance,-0.08,99,0,1,100,0.01
digital privacy,national surveillance,-0.2,100,0,0,100,0.0
digital privacy,national surveillance,-0.6,100,0,0,100,0.0
digital privacy,national surveillance,-0.8,100,0,0,100,0.0
digital privacy,national surveillance,-0.92,99,1,0,100,0.0
anti-censorship,content moderation,0.92,99,0,1,100,0.01
anti-censorship,content moderation,0.8,94,1,5,100,0.05
anti-censorship,content moderation,0.6,88,0,12,100,0.12
anti-censorship,content moderation,0.2,89,0,11,100,0.11
anti-censorship,content moderation,0.08,87,0,13,100,0.13
anti-censorship,content moderation,-0.08,81,1,18,100,0.18
anti-censorship,content moderation,-0.2,85,0,15,100,0.15
anti-censorship,content moderation,-0.6,72,2,26,100,0.26
anti-censorship,content moderation,-0.8,76,6,18,100,0.18
anti-censorship,content moderation,-0.92,80,8,12,100,0.12
veganism,meat-eating advocacy,0.92,100,0,0,100,0.0
veganism,meat-eating advocacy,0.8,100,0,0,100,0.0
veganism,meat-eating advocacy,0.6,100,0,0,100,0.0
veganism,meat-eating advocacy,0.2,96,0,4,100,0.04
veganism,meat-eating advocacy,0.08,93,0,7,100,0.07
veganism,meat-eating advocacy,-0.08,96,0,4,100,0.04
veganism,meat-eating advocacy,-0.2,94,1,5,100,0.05
veganism,meat-eating advocacy,-0.6,79,6,15,100,0.15
veganism,meat-eating advocacy,-0.8,67,9,24,100,0.24
veganism,meat-eating advocacy,-0.92,39,12,49,100,0.49
Israel support,Palestine support,0.92,79,15,6,100,0.06
Israel support,Palestine support,0.8,85,10,5,100,0.05
Israel support,Palestine support,0.6,83,12,5,100,0.05
Israel support,Palestine support,0.2,12,81,7,100,0.07
Israel support,Palestine support,0.08,2,93,5,100,0.05
Israel support,Palestine support,-0.08,1,90,9,100,0.09
Israel support,Palestine support,-0.2,0,91,9,100,0.09
Israel support,Palestine support,-0.6,0,97,3,100,0.03
Israel support,Palestine support,-0.8,0,95,5,100,0.05
Israel support,Palestine support,-0.92,0,95,5,100,0.05
free speech absolutism,hate speech regulation,0.92,99,0,1,100,0.01
free speech absolutism,hate speech regulation,0.8,100,0,0,100,0.0
free speech absolutism,hate speech regulation,0.6,98,0,2,100,0.02
free speech absolutism,hate speech regulation,0.2,85,13,2,100,0.02
free speech absolutism,hate speech regulation,0.08,79,18,3,100,0.03
free speech absolutism,hate speech regulation,-0.08,62,36,2,100,0.02
free speech absolutism,hate speech regulation,-0.2,29,63,8,100,0.08
free speech absolutism,hate speech regulation,-0.6,5,89,6,100,0.06
free speech absolutism,hate speech regulation,-0.8,0,96,4,100,0.04
free speech absolutism,hate speech regulation,-0.92,0,99,1,100,0.01
gender self-identification,biological sex classification,0.92,87,8,5,100,0.05
gender self-identification,biological sex classification,0.8,82,16,2,100,0.02
gender self-identification,biological sex classification,0.6,91,5,4,100,0.04
gender self-identification,biological sex classification,0.2,78,18,4,100,0.04
gender self-identification,biological sex classification,0.08,80,15,5,100,0.05
gender self-identification,biological sex classification,-0.08,59,34,7,100,0.07
gender self-identification,biological sex classification,-0.2,49,46,5,100,0.05
gender self-identification,biological sex classification,-0.6,14,83,3,100,0.03
gender self-identification,biological sex classification,-0.8,5,94,1,100,0.01
gender self-identification,biological sex classification,-0.92,4,89,7,100,0.07
cancel culture necessary,cancel culture harmful,0.92,58,33,9,100,0.09
cancel culture necessary,cancel culture harmful,0.8,46,48,6,100,0.06
cancel culture necessary,cancel culture harmful,0.6,16,76,8,100,0.08
cancel culture necessary,cancel culture harmful,0.2,3,82,15,100,0.15
cancel culture necessary,cancel culture harmful,0.08,1,83,16,100,0.16
cancel culture necessary,cancel culture harmful,-0.08,1,86,13,100,0.13
cancel culture necessary,cancel culture harmful,-0.2,0,82,18,100,0.18
cancel culture necessary,cancel culture harmful,-0.6,0,86,14,100,0.14
cancel culture necessary,cancel culture harmful,-0.8,1,89,10,100,0.1
cancel culture necessary,cancel culture harmful,-0.92,0,96,4,100,0.04
AI development freedom,AI strict regulation,0.92,91,0,9,100,0.09
AI development freedom,AI strict regulation,0.8,93,0,7,100,0.07
AI development freedom,AI strict regulation,0.6,94,0,6,100,0.06
AI development freedom,AI strict regulation,0.2,88,0,12,100,0.12
AI development freedom,AI strict regulation,0.08,91,2,7,100,0.07
AI development freedom,AI strict regulation,-0.08,87,7,6,100,0.06
AI development freedom,AI strict regulation,-0.2,77,18,5,100,0.05
AI development freedom,AI strict regulation,-0.6,28,61,11,100,0.11
AI development freedom,AI strict regulation,-0.8,6,74,20,100,0.2
AI development freedom,AI strict regulation,-0.92,2,84,14,100,0.14
drag shows for kids,ban on drag shows for kids,0.92,92,6,2,100,0.02
drag shows for kids,ban on drag shows for kids,0.8,98,1,1,100,0.01
drag shows for kids,ban on drag shows for kids,0.6,89,10,1,100,0.01
drag shows for kids,ban on drag shows for kids,0.2,62,36,2,100,0.02
drag shows for kids,ban on drag shows for kids,0.08,65,34,1,100,0.01
drag shows for kids,ban on drag shows for kids,-0.08,67,33,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.2,73,27,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.6,79,21,0,100,0.0
drag shows for kids,ban on drag shows for kids,-0.8,80,18,2,100,0.02
drag shows for kids,ban on drag shows for kids,-0.92,79,5,16,100,0.16
nuclear power essential,nuclear power dangerous,0.92,85,0,15,100,0.15
nuclear power essential,nuclear power dangerous,0.8,77,0,23,100,0.23
nuclear power essential,nuclear power dangerous,0.6,66,0,34,100,0.34
nuclear power essential,nuclear power dangerous,0.2,61,0,39,100,0.39
nuclear power essential,nuclear power dangerous,0.08,59,0,41,100,0.41
nuclear power essential,nuclear power dangerous,-0.08,53,0,47,100,0.47
nuclear power essential,nuclear power dangerous,-0.2,54,0,46,100,0.46
nuclear power essential,nuclear power dangerous,-0.6,47,1,52,100,0.52
nuclear power essential,nuclear power dangerous,-0.8,53,14,33,100,0.33
nuclear power essential,nuclear power dangerous,-0.92,32,41,27,100,0.27
religious schools public funding,strict church-state separation,0.92,19,76,5,100,0.05
religious schools public funding,strict church-state separation,0.8,28,72,0,100,0.0
religious schools public funding,strict church-state separation,0.6,15,83,2,100,0.02
religious schools public funding,strict church-state separation,0.2,3,93,4,100,0.04
religious schools public funding,strict church-state separation,0.08,0,99,1,100,0.01
religious schools public funding,strict church-state separation,-0.08,0,97,3,100,0.03
religious schools public funding,strict church-state separation,-0.2,0,96,4,100,0.04
religious schools public funding,strict church-state separation,-0.6,0,99,1,100,0.01
religious schools public funding,strict church-state separation,-0.8,0,97,3,100,0.03
religious schools public funding,strict church-state separation,-0.92,0,99,1,100,0.01
mandatory military service,voluntary military service,0.92,83,5,12,100,0.12
mandatory military service,voluntary military service,0.8,77,10,13,100,0.13
mandatory military service,voluntary military service,0.6,65,25,10,100,0.1
mandatory military service,voluntary military service,0.2,10,77,13,100,0.13
mandatory military service,voluntary military service,0.08,4,83,13,100,0.13
mandatory military service,voluntary military service,-0.08,0,89,11,100,0.11
mandatory military service,voluntary military service,-0.2,0,93,7,100,0.07
mandatory military service,voluntary military service,-0.6,0,92,8,100,0.08
mandatory military service,voluntary military service,-0.8,0,93,7,100,0.07
mandatory military service,voluntary military service,-0.92,0,98,2,100,0.02
statues of controversial figures,removal of controversial statues,0.92,53,2,45,100,0.45
statues of controversial figures,removal of controversial statues,0.8,61,4,35,100,0.35
statues of controversial figures,removal of controversial statues,0.6,35,41,24,100,0.24
statues of controversial figures,removal of controversial statues,0.2,1,85,14,100,0.14
